Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      4.170019, ,            -1,      3.762799, ,            -1,      3.671275, ,            -1,      6.005099, ,            -1,      5.183179, , 
         -0.8,       3.98219, ,          -0.8,      3.599651, ,          -0.8,      3.513308, ,          -0.8,      5.704773, ,          -0.8,       4.93272, , 
         -0.6,      3.822783, ,          -0.6,      3.461911, ,          -0.6,      3.380318, ,          -0.6,      5.447409, ,          -0.6,      4.718702, , 
         -0.4,      3.686943, ,          -0.4,      3.345115, ,          -0.4,      3.267752, ,          -0.4,      5.225516, ,          -0.4,      4.534846, , 
         -0.2,      3.570852, ,          -0.2,      3.245787, ,          -0.2,      3.172196, ,          -0.2,      5.033711, ,          -0.2,      4.376395, , 
            0,      3.471541, ,             0,      3.161271, ,             0,      3.091013, ,             0,      4.867409, ,             0,      4.239604, , 
          0.2,      3.386666, ,           0.2,      3.089463, ,           0.2,      3.022151, ,           0.2,      4.723366, ,           0.2,      4.121476, , 
          0.4,      3.314379, ,           0.4,      3.028733, ,           0.4,      2.964013, ,           0.4,      4.598909, ,           0.4,      4.019796, , 
          0.6,      3.253457, ,           0.6,      2.978139, ,           0.6,      2.915769, ,           0.6,      4.492145, ,           0.6,      3.932984, , 
          0.8,      3.208217, ,           0.8,      2.961851, ,           0.8,      2.907801, ,           0.8,      4.402045, ,           0.8,      3.860415, , 
            1,      3.219137, ,             1,      3.009753, ,             1,      2.939871, ,             1,      4.329366, ,             1,      3.806517, , 
          1.2,      3.271832, ,           1.2,      3.081189, ,           1.2,      3.014159, ,           1.2,      4.299767, ,           1.2,       3.79388, , 
          1.4,      3.355349, ,           1.4,      3.172771, ,           1.4,      3.115966, ,           1.4,      4.332195, ,           1.4,      3.828558, , 
          1.6,       3.45273, ,           1.6,      3.285351, ,           1.6,      3.235212, ,           1.6,      4.391625, ,           1.6,      3.912029, , 
          1.8,       3.55685, ,           1.8,      3.406721, ,           1.8,      3.363152, ,           1.8,      4.466787, ,           1.8,      4.015259, , 
            2,       3.68259, ,             2,      3.531347, ,             2,      3.493225, ,             2,      4.542929, ,             2,      4.121457, , 
          2.2,      3.800994, ,           2.2,      3.660244, ,           2.2,      3.622279, ,           2.2,      4.613706, ,           2.2,      4.222971, , 
          2.4,      3.913488, ,           2.4,      3.790701, ,           2.4,       3.74958, ,           2.4,      4.681546, ,           2.4,      4.318872, , 
          2.6,      4.046229, ,           2.6,      3.915404, ,           2.6,      3.877612, ,           2.6,      4.752048, ,           2.6,      4.414107, , 
          2.8,      4.168136, ,           2.8,      4.040577, ,           2.8,      4.002726, ,           2.8,      4.824532, ,           2.8,      4.510243, , 
            3,      4.286132, ,             3,      4.168912, ,             3,      4.131152, ,             3,      4.903082, ,             3,       4.61079, , 
          3.2,      4.416459, ,           3.2,      4.296071, ,           3.2,      4.262168, ,           3.2,      4.993384, ,           3.2,      4.716137, , 
          3.4,      4.544575, ,           3.4,      4.428098, ,           3.4,      4.378746, ,           3.4,      5.090157, ,           3.4,      4.828275, , 
          3.6,      4.677209, ,           3.6,      4.561244, ,           3.6,      4.474389, ,           3.6,      5.193848, ,           3.6,      4.947742, , 
          3.8,      4.814663, ,           3.8,      4.680971, ,           3.8,       4.59403, ,           3.8,      5.305754, ,           3.8,       5.07377, , 
            4,      4.963391, ,             4,      4.821634, ,             4,      4.770552, ,             4,      5.427275, ,             4,      5.207741, , 
          4.2,      5.121967, ,           4.2,      4.973191, ,           4.2,      4.919273, ,           4.2,      5.558385, ,           4.2,      5.350936, , 
          4.4,      5.290693, ,           4.4,      5.183696, ,           4.4,      5.154421, ,           4.4,      5.701855, ,           4.4,      5.503983, , 
          4.6,      5.457228, ,           4.6,      5.355607, ,           4.6,      5.331855, ,           4.6,      5.858664, ,           4.6,      5.668615, , 
          4.8,      5.646515, ,           4.8,      5.515554, ,           4.8,      5.474633, ,           4.8,      6.030348, ,           4.8,      5.847672, , 
            5,       5.85118, ,             5,      5.759333, ,             5,      5.654415, ,             5,        6.2214, ,             5,      6.043997, , 
          5.2,      6.070021, ,           5.2,      5.993575, ,           5.2,      5.839995, ,           5.2,      6.437432, ,           5.2,      6.262013, , 
          5.4,      6.513532, ,           5.4,      6.457503, ,           5.4,      6.075789, , , , , , , , 
          5.6,      9.925312, , , , , , , , , , , , , , 

