Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
            1,       4.85805, ,             1,      4.560071, ,             1,      6.683643, ,             1,      4.386824, ,             1,      4.314781, ,             1,      4.242892, ,             1,      4.218072, ,             1,      4.205682, ,             1,      6.344991, ,             1,      5.763431, ,             1,      5.155165, , 
          1.2,      4.846975, ,           1.2,      4.556613, ,           1.2,      6.626913, ,           1.2,      4.387525, ,           1.2,      4.317088, ,           1.2,      4.246708, ,           1.2,      4.222733, ,           1.2,      4.210745, ,           1.2,      6.296672, ,           1.2,      5.729612, ,           1.2,      5.136784, , 
          1.4,      4.840658, ,           1.4,      4.557487, ,           1.4,      6.577941, ,           1.4,      4.392332, ,           1.4,       4.32343, ,           1.4,      4.254618, ,           1.4,      4.231418, ,           1.4,      4.219801, ,           1.4,       6.25553, ,           1.4,       5.70197, ,           1.4,      5.123584, , 
          1.6,      4.838688, ,           1.6,       4.56232, ,           1.6,       6.53645, ,           1.6,      4.400866, ,           1.6,      4.333416, ,           1.6,       4.26617, ,           1.6,      4.243637, ,           1.6,      4.232352, ,           1.6,      6.221218, ,           1.6,      5.680045, ,           1.6,       5.11514, , 
          1.8,      4.840771, ,           1.8,       4.57082, ,           1.8,      6.501887, ,           1.8,      4.412854, ,           1.8,      4.346768, ,           1.8,      4.280868, ,           1.8,      4.258964, ,           1.8,      4.247991, ,           1.8,      6.193217, ,           1.8,      5.663386, ,           1.8,      5.111092, , 
            2,      4.846508, ,             2,      4.582644, ,             2,      6.474008, ,             2,      4.428026, ,             2,      4.363255, ,             2,      4.298687, ,             2,      4.277334, ,             2,      4.266631, ,             2,      6.171213, ,             2,      5.651566, ,             2,      5.111031, , 
          2.2,      4.855554, ,           2.2,      4.597407, ,           2.2,      6.451928, ,           2.2,      4.445976, ,           2.2,      4.382456, ,           2.2,      4.319166, ,           2.2,      4.298304, ,           2.2,      4.287849, ,           2.2,      6.154462, ,           2.2,      5.644078, ,           2.2,      5.114596, , 
          2.4,      4.867702, ,           2.4,      4.614996, ,           2.4,      6.435143, ,           2.4,      4.466524, ,           2.4,      4.404189, ,           2.4,      4.342153, ,           2.4,      4.321728, ,           2.4,      4.311497, ,           2.4,       6.14257, ,           2.4,      5.640703, ,           2.4,      5.121569, , 
          2.6,      4.882636, ,           2.6,      4.635118, ,           2.6,      6.423124, ,           2.6,      4.489433, ,           2.6,      4.428191, ,           2.6,      4.367373, ,           2.6,      4.347392, ,           2.6,      4.337377, ,           2.6,      6.135096, ,           2.6,      5.641136, ,           2.6,      5.131633, , 
          2.8,      4.900218, ,           2.8,      4.657643, ,           2.8,        6.4156, ,           2.8,      4.514564, ,           2.8,      4.454323, ,           2.8,      4.394723, ,           2.8,      4.375189, ,           2.8,      4.365393, ,           2.8,      6.131782, ,           2.8,      5.645156, ,           2.8,       5.14466, , 
            3,      4.920231, ,             3,      4.682384, ,             3,      6.412088, ,             3,      4.541773, ,             3,       4.48246, ,             3,      4.424016, ,             3,      4.404871, ,             3,       4.39527, ,             3,      6.132216, ,             3,      5.652463, ,             3,      5.160431, , 
          3.2,      4.942532, ,           3.2,      4.709178, ,           3.2,      6.412459, ,           3.2,      4.570918, ,           3.2,      4.512468, ,           3.2,       4.45512, ,           3.2,      4.436321, ,           3.2,      4.426896, ,           3.2,      6.136248, ,           3.2,       5.66288, ,           3.2,      5.178772, , 
          3.4,       4.96697, ,           3.4,      4.737839, ,           3.4,      6.416677, ,           3.4,      4.601836, ,           3.4,      4.544215, ,           3.4,      4.487864, ,           3.4,      4.469378, ,           3.4,      4.460115, ,           3.4,       6.14378, ,           3.4,      5.676202, ,           3.4,      5.199491, , 
          3.6,      4.993436, ,           3.6,      4.768305, ,           3.6,      6.424445, ,           3.6,      4.634445, ,           3.6,      4.577624, ,           3.6,      4.522237, ,           3.6,       4.50406, ,           3.6,      4.494947, ,           3.6,      6.154581, ,           3.6,      5.692311, ,           3.6,      5.222492, , 
          3.8,      5.021843, ,           3.8,      4.800419, ,           3.8,      6.435564, ,           3.8,      4.668615, ,           3.8,      4.612574, ,           3.8,      4.558067, ,           3.8,      4.540186, ,           3.8,      4.531219, ,           3.8,      6.168449, ,           3.8,      5.711002, ,           3.8,      5.247626, , 
            4,      5.052024, ,             4,      4.834088, ,             4,      6.449856, ,             4,      4.704242, ,             4,      4.648945, ,             4,      4.595274, ,             4,      4.577675, ,             4,      4.568848, ,             4,      6.185239, ,             4,      5.732185, ,             4,      5.274787, , 
          4.2,       5.08395, ,           4.2,      4.869251, ,           4.2,      6.467199, ,           4.2,      4.741232, ,           4.2,      4.686641, ,           4.2,      4.633747, ,           4.2,      4.616416, ,           4.2,      4.607722, ,           4.2,      6.204834, ,           4.2,      5.755746, ,           4.2,      5.303878, , 
          4.4,      5.117502, ,           4.4,       4.90583, ,           4.4,      6.487462, ,           4.4,      4.779517, ,           4.4,      4.725594, ,           4.4,      4.673427, ,           4.4,      4.656345, ,           4.4,      4.647776, ,           4.4,      6.227101, ,           4.4,      5.781556, ,           4.4,      5.334811, , 
          4.6,      5.152642, ,           4.6,       4.94382, ,           4.6,      6.510543, ,           4.6,      4.819073, ,           4.6,      4.765773, ,           4.6,      4.714288, ,           4.6,      4.697443, ,           4.6,       4.68899, ,           4.6,      6.251946, ,           4.6,      5.809534, ,           4.6,      5.367493, , 
          4.8,      5.189305, ,           4.8,      4.983134, ,           4.8,      6.536513, ,           4.8,      4.859848, ,           4.8,      4.807126, ,           4.8,       4.75626, ,           4.8,      4.739637, ,           4.8,      4.731294, ,           4.8,      6.279402, ,           4.8,      5.839645, ,           4.8,      5.401869, , 
            5,       5.22744, ,             5,      5.023748, ,             5,      6.565214, ,             5,      4.901794, ,             5,      4.849584, ,             5,      4.799264, ,             5,      4.782865, ,             5,      4.774632, ,             5,      6.309341, ,             5,      5.871814, ,             5,      5.437885, , 
          5.2,      5.267016, ,           5.2,      5.065622, ,           5.2,      6.596588, ,           5.2,      4.944898, ,           5.2,      4.893157, ,           5.2,      4.843324, ,           5.2,       4.82712, ,           5.2,      4.818984, ,           5.2,      6.341704, ,           5.2,      5.905985, ,           5.2,      5.475513, , 
          5.4,      5.308059, ,           5.4,      5.108797, ,           5.4,      6.630722, ,           5.4,      4.989218, ,           5.4,      4.937911, ,           5.4,      4.888505, ,           5.4,      4.872467, ,           5.4,      4.864414, ,           5.4,      6.376554, ,           5.4,      5.942177, ,           5.4,      5.514764, , 
          5.6,      5.350596, ,           5.6,      5.153338, ,           5.6,      6.667623, ,           5.6,      5.034857, ,           5.6,      4.983975, ,           5.6,      4.934971, ,           5.6,      4.919076, ,           5.6,      4.911099, ,           5.6,      6.413902, ,           5.6,      5.980408, ,           5.6,      5.555638, , 
          5.8,       5.39478, ,           5.8,      5.199482, ,           5.8,      6.707283, ,           5.8,      5.082159, ,           5.8,      5.031783, ,           5.8,        4.9833, ,           5.8,      4.967588, ,           5.8,      4.959712, ,           5.8,      6.453761, ,           5.8,      6.020727, ,           5.8,      5.598231, , 
            6,      5.440822, ,             6,      5.247649, ,             6,      6.749737, ,             6,      5.131867, ,             6,      5.082319, ,             6,      5.034824, ,             6,      5.019479, ,             6,        5.0118, ,             6,      6.496193, ,             6,      6.063244, ,             6,      5.642691, , 
          6.2,      5.489245, ,           6.2,      5.298729, ,           6.2,      6.795194, ,           6.2,      5.185249, ,           6.2,      5.137055, ,           6.2,       5.09116, ,           6.2,      5.076394, ,           6.2,       5.06902, ,           6.2,      6.541434, ,           6.2,      6.108237, ,           6.2,      5.689382, , 
          6.4,        5.5408, ,           6.4,      5.353821, ,           6.4,      6.844136, ,           6.4,      5.243565, ,           6.4,      5.197274, ,           6.4,      5.153649, ,           6.4,      5.139673, ,           6.4,      5.132722, ,           6.4,      6.589933, ,           6.4,       6.15611, ,           6.4,      5.738822, , 
          6.6,      5.596251, ,           6.6,      5.413825, ,           6.6,      6.896862, ,           6.6,      5.307948, ,           6.6,      5.264285, ,           6.6,      5.223602, ,           6.6,      5.210605, ,           6.6,      5.204181, ,           6.6,      6.642009, ,           6.6,      6.207224, ,           6.6,      5.791575, , 
          6.8,      5.656229, ,           6.8,      5.479583, ,           6.8,      6.953708, ,           6.8,      5.379132, ,           6.8,      5.337615, ,           6.8,      5.299505, ,           6.8,      5.288428, ,           6.8,      5.282319, ,           6.8,      6.698051, ,           6.8,      6.262063, ,           6.8,      5.848231, , 
            7,      5.721358, ,             7,      5.551713, ,             7,      7.014935, ,             7,      5.455908, ,             7,      5.415807, ,             7,      5.377752, ,             7,      5.366192, ,             7,      5.359626, ,             7,      6.758374, ,             7,       6.32103, ,             7,      5.909299, , 
          7.2,      5.792013, ,           7.2,      5.629063, ,           7.2,      7.080778, ,           7.2,      5.536067, ,           7.2,      5.498742, ,           7.2,       5.46158, ,           7.2,         5.446, ,           7.2,      5.437744, ,           7.2,      6.823231, ,           7.2,      6.384409, ,           7.2,       5.97505, , 
          7.4,      5.867909, ,           7.4,      5.710192, ,           7.4,      7.151343, ,           7.4,      5.618712, ,           7.4,      5.584543, ,           7.4,       5.54977, ,           7.4,      5.529295, ,           7.4,      5.518964, ,           7.4,      6.892716, ,           7.4,      6.452276, ,           7.4,      6.045557, , 
          7.6,      5.948329, ,           7.6,      5.794524, ,           7.6,      7.226712, ,           7.6,      5.704068, ,           7.6,      5.670514, ,           7.6,      5.633698, ,           7.6,      5.609101, ,           7.6,      5.597071, ,           7.6,      6.966835, ,           7.6,      6.524524, ,           7.6,      6.120715, , 
          7.8,      6.032532, ,           7.8,      5.882126, ,           7.8,       7.30661, ,           7.8,      5.795578, ,           7.8,      5.758588, ,           7.8,      5.706983, ,           7.8,       5.68444, ,           7.8,      5.673447, ,           7.8,      7.045122, ,           7.8,      6.600413, ,           7.8,      6.200129, , 
            8,      6.120293, ,             8,      5.973805, ,             8,       7.39067, ,             8,       5.88883, ,             8,      5.840586, ,             8,      5.786947, ,             8,      5.765331, ,             8,      5.753931, ,             8,      7.127092, ,             8,      6.679296, ,             8,      6.283472, , 
          8.2,      6.211927, ,           8.2,      6.071015, ,           8.2,      7.478832, ,           8.2,      5.984334, ,           8.2,      5.931064, ,           8.2,      5.867734, ,           8.2,      5.839068, ,           8.2,      5.825861, ,           8.2,      7.212581, ,           8.2,      6.760855, ,           8.2,      6.370614, , 
          8.4,      6.308154, ,           8.4,      6.174692, ,           8.4,      7.572127, ,           8.4,      6.084206, ,           8.4,      6.021993, ,           8.4,       5.95082, ,           8.4,      5.931169, ,           8.4,      5.920897, ,           8.4,      7.302252, ,           8.4,      6.845161, ,           8.4,      6.461821, , 
          8.6,      6.409668, ,           8.6,      6.287298, ,           8.6,      7.671227, ,           8.6,      6.181313, ,           8.6,      6.110754, ,           8.6,      6.049892, ,           8.6,      6.030884, ,           8.6,      6.020414, ,           8.6,      7.396702, ,           8.6,      6.932693, ,           8.6,      6.557541, , 
          8.8,      6.517078, ,           8.8,      6.403051, ,           8.8,      7.777626, ,           8.8,      6.279791, ,           8.8,       6.20804, ,           8.8,      6.156633, ,           8.8,      6.134472, ,           8.8,      6.122764, ,           8.8,      7.498017, ,           8.8,      7.026335, ,           8.8,      6.658696, , 
            9,      6.630389, ,             9,      6.523396, ,             9,      7.892721, ,             9,      6.383825, ,             9,      6.311461, ,             9,      6.264162, ,             9,      6.246236, ,             9,       6.23581, ,             9,      7.606336, ,             9,      7.124565, ,             9,      6.767876, , 

