Alpha,T1-15.8 m/s-VLM2, , 
           -1,      0.658906, , 
         -0.8,     0.6591933, , 
         -0.6,      0.659446, , 
         -0.4,      0.659669, , 
         -0.2,     0.6598661, , 
            0,     0.6600408, , 
          0.2,      0.660196, , 
          0.4,      0.660334, , 
          0.6,      0.660457, , 
          0.8,     0.6605667, , 
            1,     0.6606646, , 
          1.2,     0.6607522, , 
          1.4,     0.6608306, , 
          1.6,     0.6609009, , 
          1.8,     0.6609639, , 
            2,     0.6610204, , 
          2.2,     0.6610712, , 
          2.4,     0.6611169, , 
          2.6,      0.661158, , 
          2.8,     0.6611952, , 
            3,     0.6612288, , 
          3.2,     0.6612593, , 
          3.4,     0.6612869, , 
          3.6,     0.6613122, , 
          3.8,     0.6613354, , 
            4,     0.6613567, , 
          4.2,     0.6613765, , 
          4.4,     0.6613949, , 
          4.6,     0.6614123, , 
          4.8,     0.6614287, , 
            5,     0.6614444, , 
          5.2,     0.6614596, , 

