Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -1,     0.3040425, ,            -1,     0.3040425, ,            -1,     0.3040425, ,            -1,     0.3040425, ,            -1,     0.3040425, ,            -1,     0.3040425, ,            -1,     0.3040425, ,            -1,     0.3040425, ,            -1,     0.3040425, ,            -1,     0.3040425, ,            -1,     0.3040425, ,            -1,     0.3040425, ,            -1,     0.3040425, ,            -1,     0.3040425, ,            -1,     0.3040425, ,            -1,     0.3040425, ,            -1,     0.3040425, ,            -1,     0.3040425, ,            -1,     0.3040425, , 
         -0.8,     0.3171028, ,          -0.8,     0.3171028, ,          -0.8,     0.3171028, ,          -0.8,     0.3171028, ,          -0.8,     0.3171028, ,          -0.8,     0.3171028, ,          -0.8,     0.3171028, ,          -0.8,     0.3171028, ,          -0.8,     0.3171028, ,          -0.8,     0.3171028, ,          -0.8,     0.3171028, ,          -0.8,     0.3171028, ,          -0.8,     0.3171028, ,          -0.8,     0.3171028, ,          -0.8,     0.3171028, ,          -0.8,     0.3171028, ,          -0.8,     0.3171028, ,          -0.8,     0.3171028, ,          -0.8,     0.3171028, , 
         -0.6,     0.3301557, ,          -0.6,     0.3301557, ,          -0.6,     0.3301557, ,          -0.6,     0.3301557, ,          -0.6,     0.3301557, ,          -0.6,     0.3301557, ,          -0.6,     0.3301557, ,          -0.6,     0.3301557, ,          -0.6,     0.3301557, ,          -0.6,     0.3301557, ,          -0.6,     0.3301557, ,          -0.6,     0.3301557, ,          -0.6,     0.3301557, ,          -0.6,     0.3301557, ,          -0.6,     0.3301557, ,          -0.6,     0.3301557, ,          -0.6,     0.3301557, ,          -0.6,     0.3301557, ,          -0.6,     0.3301557, , 
         -0.4,     0.3432008, ,          -0.4,     0.3432008, ,          -0.4,     0.3432008, ,          -0.4,     0.3432008, ,          -0.4,     0.3432008, ,          -0.4,     0.3432008, ,          -0.4,     0.3432008, ,          -0.4,     0.3432008, ,          -0.4,     0.3432008, ,          -0.4,     0.3432008, ,          -0.4,     0.3432008, ,          -0.4,     0.3432008, ,          -0.4,     0.3432008, ,          -0.4,     0.3432008, ,          -0.4,     0.3432008, ,          -0.4,     0.3432008, ,          -0.4,     0.3432008, ,          -0.4,     0.3432008, ,          -0.4,     0.3432008, , 
         -0.2,     0.3562377, ,          -0.2,     0.3562377, ,          -0.2,     0.3562377, ,          -0.2,     0.3562377, ,          -0.2,     0.3562377, ,          -0.2,     0.3562377, ,          -0.2,     0.3562377, ,          -0.2,     0.3562377, ,          -0.2,     0.3562377, ,          -0.2,     0.3562377, ,          -0.2,     0.3562377, ,          -0.2,     0.3562377, ,          -0.2,     0.3562377, ,          -0.2,     0.3562377, ,          -0.2,     0.3562377, ,          -0.2,     0.3562377, ,          -0.2,     0.3562377, ,          -0.2,     0.3562377, ,          -0.2,     0.3562377, , 
            0,      0.369266, ,             0,      0.369266, ,             0,      0.369266, ,             0,      0.369266, ,             0,      0.369266, ,             0,      0.369266, ,             0,      0.369266, ,             0,      0.369266, ,             0,      0.369266, ,             0,      0.369266, ,             0,      0.369266, ,             0,      0.369266, ,             0,      0.369266, ,             0,      0.369266, ,             0,      0.369266, ,             0,      0.369266, ,             0,      0.369266, ,             0,      0.369266, ,             0,      0.369266, , 
          0.2,     0.3822853, ,           0.2,     0.3822853, ,           0.2,     0.3822853, ,           0.2,     0.3822853, ,           0.2,     0.3822853, ,           0.2,     0.3822853, ,           0.2,     0.3822853, ,           0.2,     0.3822853, ,           0.2,     0.3822853, ,           0.2,     0.3822853, ,           0.2,     0.3822853, ,           0.2,     0.3822853, ,           0.2,     0.3822853, ,           0.2,     0.3822853, ,           0.2,     0.3822853, ,           0.2,     0.3822853, ,           0.2,     0.3822853, ,           0.2,     0.3822853, ,           0.2,     0.3822853, , 
          0.4,     0.3952953, ,           0.4,     0.3952953, ,           0.4,     0.3952953, ,           0.4,     0.3952953, ,           0.4,     0.3952953, ,           0.4,     0.3952953, ,           0.4,     0.3952953, ,           0.4,     0.3952953, ,           0.4,     0.3952953, ,           0.4,     0.3952953, ,           0.4,     0.3952953, ,           0.4,     0.3952953, ,           0.4,     0.3952953, ,           0.4,     0.3952953, ,           0.4,     0.3952953, ,           0.4,     0.3952953, ,           0.4,     0.3952953, ,           0.4,     0.3952953, ,           0.4,     0.3952953, , 
          0.6,     0.4082955, ,           0.6,     0.4082955, ,           0.6,     0.4082955, ,           0.6,     0.4082955, ,           0.6,     0.4082955, ,           0.6,     0.4082955, ,           0.6,     0.4082955, ,           0.6,     0.4082955, ,           0.6,     0.4082955, ,           0.6,     0.4082955, ,           0.6,     0.4082955, ,           0.6,     0.4082955, ,           0.6,     0.4082955, ,           0.6,     0.4082955, ,           0.6,     0.4082955, ,           0.6,     0.4082955, ,           0.6,     0.4082955, ,           0.6,     0.4082955, ,           0.6,     0.4082955, , 
          0.8,     0.4212855, ,           0.8,     0.4212855, ,           0.8,     0.4212855, ,           0.8,     0.4212855, ,           0.8,     0.4212855, ,           0.8,     0.4212855, ,           0.8,     0.4212855, ,           0.8,     0.4212855, ,           0.8,     0.4212855, ,           0.8,     0.4212855, ,           0.8,     0.4212855, ,           0.8,     0.4212855, ,           0.8,     0.4212855, ,           0.8,     0.4212855, ,           0.8,     0.4212855, ,           0.8,     0.4212855, ,           0.8,     0.4212855, ,           0.8,     0.4212855, ,           0.8,     0.4212855, , 
