Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -1,     0.2464488, ,            -1,     0.2464488, ,            -1,     0.2464488, ,            -1,     0.2464488, ,            -1,     0.2464488, ,            -1,     0.2464488, ,            -1,     0.2464488, ,            -1,     0.2464488, ,            -1,     0.2464488, ,            -1,     0.2464488, ,            -1,     0.2464488, , 
         -0.8,     0.2566639, ,          -0.8,     0.2566639, ,          -0.8,     0.2566639, ,          -0.8,     0.2566639, ,          -0.8,     0.2566639, ,          -0.8,     0.2566639, ,          -0.8,     0.2566639, ,          -0.8,     0.2566639, ,          -0.8,     0.2566639, ,          -0.8,     0.2566639, ,          -0.8,     0.2566639, , 
         -0.6,     0.2668722, ,          -0.6,     0.2668722, ,          -0.6,     0.2668722, ,          -0.6,     0.2668722, ,          -0.6,     0.2668722, ,          -0.6,     0.2668722, ,          -0.6,     0.2668722, ,          -0.6,     0.2668722, ,          -0.6,     0.2668722, ,          -0.6,     0.2668722, ,          -0.6,     0.2668722, , 
         -0.4,     0.2770734, ,          -0.4,     0.2770734, ,          -0.4,     0.2770734, ,          -0.4,     0.2770734, ,          -0.4,     0.2770734, ,          -0.4,     0.2770734, ,          -0.4,     0.2770734, ,          -0.4,     0.2770734, ,          -0.4,     0.2770734, ,          -0.4,     0.2770734, ,          -0.4,     0.2770734, , 
         -0.2,     0.2872671, ,          -0.2,     0.2872671, ,          -0.2,     0.2872671, ,          -0.2,     0.2872671, ,          -0.2,     0.2872671, ,          -0.2,     0.2872671, ,          -0.2,     0.2872671, ,          -0.2,     0.2872671, ,          -0.2,     0.2872671, ,          -0.2,     0.2872671, ,          -0.2,     0.2872671, , 
            0,     0.2974528, ,             0,     0.2974528, ,             0,     0.2974528, ,             0,     0.2974528, ,             0,     0.2974528, ,             0,     0.2974528, ,             0,     0.2974528, ,             0,     0.2974528, ,             0,     0.2974528, ,             0,     0.2974528, ,             0,     0.2974528, , 
          0.2,     0.3076304, ,           0.2,     0.3076304, ,           0.2,     0.3076304, ,           0.2,     0.3076304, ,           0.2,     0.3076304, ,           0.2,     0.3076304, ,           0.2,     0.3076304, ,           0.2,     0.3076304, ,           0.2,     0.3076304, ,           0.2,     0.3076304, ,           0.2,     0.3076304, , 
          0.4,     0.3177993, ,           0.4,     0.3177993, ,           0.4,     0.3177993, ,           0.4,     0.3177993, ,           0.4,     0.3177993, ,           0.4,     0.3177993, ,           0.4,     0.3177993, ,           0.4,     0.3177993, ,           0.4,     0.3177993, ,           0.4,     0.3177993, ,           0.4,     0.3177993, , 
          0.6,     0.3279593, ,           0.6,     0.3279593, ,           0.6,     0.3279593, ,           0.6,     0.3279593, ,           0.6,     0.3279593, ,           0.6,     0.3279593, ,           0.6,     0.3279593, ,           0.6,     0.3279593, ,           0.6,     0.3279593, ,           0.6,     0.3279593, ,           0.6,     0.3279593, , 
          0.8,       0.33811, ,           0.8,       0.33811, ,           0.8,       0.33811, ,           0.8,       0.33811, ,           0.8,       0.33811, ,           0.8,       0.33811, ,           0.8,       0.33811, ,           0.8,       0.33811, ,           0.8,       0.33811, ,           0.8,       0.33811, ,           0.8,       0.33811, , 
