Alpha,T1-15.8 m/s-VLM2, , 
           -1,       6.43577, , 
         -0.8,      6.296763, , 
         -0.6,      6.176346, , 
         -0.4,      6.072397, , 
         -0.2,      5.983807, , 
            0,      5.909764, , 
          0.2,      5.849122, , 
          0.4,      5.800405, , 
          0.6,      5.761903, , 
          0.8,      5.732134, , 
            1,       5.71009, , 
          1.2,      5.694723, , 
          1.4,      5.685415, , 
          1.6,      5.681471, , 
          1.8,      5.682404, , 
            2,      5.687764, , 
          2.2,      5.697149, , 
          2.4,      5.710175, , 
          2.6,      5.726583, , 
          2.8,      5.746034, , 
            3,      5.768443, , 
          3.2,      5.793414, , 
          3.4,      5.820849, , 
          3.6,      5.850534, , 
          3.8,      5.882367, , 
            4,       5.91613, , 
          4.2,      5.951686, , 
          4.4,      5.988975, , 
          4.6,      6.027886, , 
          4.8,      6.068288, , 
            5,      6.110159, , 
          5.2,      6.153371, , 
          5.4,      6.197832, , 
          5.6,      6.243528, , 
          5.8,      6.290329, , 
            6,      6.338171, , 
          6.2,      6.387035, , 
          6.4,      6.436814, , 
          6.6,      6.487497, , 
          6.8,      6.539029, , 
            7,      6.591352, , 
          7.2,      6.644447, , 
          7.4,      6.698305, , 
          7.6,      6.752893, , 
          7.8,      6.808176, , 
            8,      6.864124, , 
          8.2,      6.920752, , 
          8.4,      6.978043, , 
          8.6,      7.036017, , 
          8.8,      7.094739, , 
            9,      7.154261, , 
          9.2,      7.214744, , 
          9.4,      7.276521, , 
          9.6,      7.339903, , 
          9.8,      7.405306, , 
           10,      7.473081, , 
         10.2,      7.543482, , 
         10.4,       7.61689, , 
         10.6,      7.693387, , 
         10.8,      7.772792, , 
           11,      7.854587, , 
         11.2,      7.938149, , 
         11.4,       8.02317, , 
         11.6,       8.10963, , 
         11.8,      8.197679, , 
           12,      8.287684, , 

