Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -1,      4.314036, ,            -1,      4.193019, ,            -1,       3.96772, ,            -1,      3.817166, ,            -1,      6.668357, ,            -1,       6.43518, ,            -1,      3.769023, ,            -1,       3.68612, ,            -1,       3.67184, ,            -1,      3.641494, ,            -1,      3.603508, ,            -1,      3.575312, ,            -1,      3.561135, ,            -1,      3.553597, ,            -1,       6.04198, ,            -1,      5.366497, ,            -1,       4.99865, ,            -1,      4.730164, ,            -1,       4.65847, , 
         -0.8,      4.230946, ,          -0.8,      4.114364, ,          -0.8,      3.897189, ,          -0.8,      3.751603, ,          -0.8,      6.496029, ,          -0.8,      6.271616, ,          -0.8,      3.705034, ,          -0.8,      3.625003, ,          -0.8,      3.611276, ,          -0.8,      3.582106, ,          -0.8,      3.545092, ,          -0.8,       3.51751, ,          -0.8,      3.503708, ,          -0.8,      3.496492, ,          -0.8,      5.893223, ,          -0.8,      5.243298, ,          -0.8,      4.889717, ,          -0.8,      4.631654, ,          -0.8,      4.562618, , 
         -0.6,      4.160114, ,          -0.6,      4.047609, ,          -0.6,      3.838169, ,          -0.6,      3.697323, ,          -0.6,      6.342985, ,          -0.6,      6.126647, ,          -0.6,      3.652304, ,          -0.6,      3.574915, ,          -0.6,      3.561602, ,          -0.6,      3.533311, ,          -0.6,      3.497503, ,          -0.6,      3.470839, ,          -0.6,      3.457518, ,          -0.6,      3.450593, ,          -0.6,      5.761895, ,          -0.6,      5.135499, ,          -0.6,      4.794984, ,          -0.6,      4.546467, ,          -0.6,      4.479908, , 
         -0.4,      4.099855, ,          -0.4,      3.991154, ,          -0.4,      3.788917, ,          -0.4,      3.652612, ,          -0.4,      6.207134, ,          -0.4,      5.998214, ,          -0.4,      3.609057, ,          -0.4,      3.533954, ,          -0.4,      3.520915, ,          -0.4,      3.493206, ,          -0.4,      3.458764, ,          -0.4,      3.433249, ,          -0.4,      3.420495, ,          -0.4,      3.413852, ,          -0.4,      5.645989, ,          -0.4,        5.0412, ,          -0.4,      4.712743, ,          -0.4,      4.473033, ,          -0.4,      4.408744, , 
         -0.2,       4.04879, ,          -0.2,      3.943699, ,          -0.2,      3.748194, ,          -0.2,      3.616053, ,          -0.2,       6.08647, ,          -0.2,      5.884416, ,          -0.2,      3.573869, ,          -0.2,      3.501048, ,          -0.2,      3.488341, ,          -0.2,      3.461338, ,          -0.2,      3.428151, ,          -0.2,      3.403647, ,          -0.2,       3.39138, ,          -0.2,      3.384959, ,          -0.2,      5.543784, ,          -0.2,      4.958965, ,          -0.2,      4.641484, ,          -0.2,      4.409793, ,          -0.2,      4.347597, , 
            0,      4.005908, ,             0,      3.904215, ,             0,      3.715042, ,             0,      3.586723, ,             0,      5.979378, ,             0,      5.783674, ,             0,      3.545762, ,             0,      3.475015, ,             0,      3.462634, ,             0,      3.436325, ,             0,      3.404412, ,             0,       3.38094, ,             0,       3.36917, ,             0,      3.362973, ,             0,      5.453763, ,             0,      4.887395, ,             0,      4.579968, ,             0,      4.355621, ,             0,      4.295363, , 
          0.2,      3.970317, ,           0.2,      3.871799, ,           0.2,       3.68855, ,           0.2,       3.56388, ,           0.2,      5.884714, ,           0.2,      5.694833, ,           0.2,      3.524098, ,           0.2,      3.455335, ,           0.2,      3.443261, ,           0.2,      3.417603, ,           0.2,       3.38674, ,           0.2,      3.364097, ,           0.2,      3.352744, ,           0.2,      3.346768, ,           0.2,      5.374753, ,           0.2,      4.825303, ,           0.2,      4.527134, ,           0.2,      4.309548, ,           0.2,       4.25109, , 
          0.4,      3.941141, ,           0.4,      3.845593, ,           0.4,      3.667867, ,           0.4,      3.546741, ,           0.4,      5.801632, ,           0.4,      5.617015, ,           0.4,      3.508052, ,           0.4,      3.441124, ,           0.4,      3.429352, ,           0.4,      3.404335, ,           0.4,      3.374352, ,           0.4,      3.352378, ,           0.4,      3.341367, ,           0.4,      3.335584, ,           0.4,      5.305817, ,           0.4,      4.771676, ,           0.4,       4.48204, ,           0.4,      4.270686, ,           0.4,      4.213887, , 
          0.6,      3.917782, ,           0.6,       3.82503, ,           0.6,      3.652442, ,           0.6,      3.534623, ,           0.6,      5.729589, ,           0.6,      5.549667, ,           0.6,      3.496941, ,           0.6,      3.431753, ,           0.6,      3.420295, ,           0.6,      3.395946, ,           0.6,      3.366821, ,           0.6,      3.345487, ,           0.6,      3.334791, ,           0.6,      3.329163, ,           0.6,      5.246395, ,           0.6,      4.725934, ,           0.6,      4.444106, ,           0.6,      4.238454, ,           0.6,      4.183172, , 
          0.8,      3.899711, ,           0.8,      3.809584, ,           0.8,      3.641777, ,           0.8,      3.527042, ,           0.8,      5.667864, ,           0.8,      5.492038, ,           0.8,       3.49027, ,           0.8,      3.426701, ,           0.8,      3.415567, ,           0.8,      3.391904, ,           0.8,      3.363626, ,           0.8,      3.342918, ,           0.8,      3.332534, ,           0.8,      3.327065, ,           0.8,      5.195678, ,           0.8,      4.687203, ,           0.8,      4.412599, ,           0.8,      4.212222, ,           0.8,      4.158332, , 
            1,      3.886361, ,             1,      3.798654, ,             1,      3.635313, ,             1,      3.523437, ,             1,      5.614931, ,             1,      5.442734, ,             1,      3.487497, ,             1,      3.425398, ,             1,      3.414554, ,             1,      3.391511, ,             1,      3.364044, ,             1,      3.343947, ,             1,      3.333867, ,             1,      3.328551, ,             1,      5.152497, ,             1,      4.654673, ,             1,      4.386758, ,             1,      4.191266, ,             1,      4.138675, , 
          1.2,      3.877337, ,           1.2,      3.791865, ,           1.2,      3.632697, ,           1.2,      3.523522, ,           1.2,      5.569786, ,           1.2,      5.400857, ,           1.2,      3.488335, ,           1.2,      3.427585, ,           1.2,      3.417027, ,           1.2,       3.39459, ,           1.2,      3.367843, ,           1.2,      3.348272, ,           1.2,      3.338457, ,           1.2,      3.333286, ,           1.2,      5.116133, ,           1.2,      4.627917, ,           1.2,      4.366149, ,           1.2,      4.175145, ,           1.2,      4.123767, , 
          1.4,      3.872269, ,           1.4,      3.788863, ,           1.4,       3.63358, ,           1.4,      3.526972, ,           1.4,      5.531652, ,           1.4,      5.365677, ,           1.4,      3.492492, ,           1.4,      3.432989, ,           1.4,      3.422691, ,           1.4,      3.400809, ,           1.4,      3.374679, ,           1.4,      3.355549, ,           1.4,      3.345965, ,           1.4,      3.340931, ,           1.4,      5.085938, ,           1.4,      4.606423, ,           1.4,      4.350334, ,           1.4,      4.163478, ,           1.4,       4.11323, , 
          1.6,       3.87082, ,           1.6,      3.789345, ,           1.6,      3.637663, ,           1.6,      3.533451, ,           1.6,      5.499691, ,           1.6,      5.336439, ,           1.6,      3.499634, ,           1.6,      3.441306, ,           1.6,       3.43126, ,           1.6,      3.409911, ,           1.6,      3.384372, ,           1.6,      3.365665, ,           1.6,       3.35629, ,           1.6,      3.351361, ,           1.6,      5.061293, ,           1.6,      4.589797, ,           1.6,      4.338952, ,           1.6,      4.155925, ,           1.6,       4.10672, , 
          1.8,       3.87272, ,           1.8,       3.79307, ,           1.8,      3.644751, ,           1.8,      3.542757, ,           1.8,      5.473664, ,           1.8,      5.312889, ,           1.8,      3.509546, ,           1.8,       3.45231, ,           1.8,      3.442505, ,           1.8,      3.421669, ,           1.8,      3.396699, ,           1.8,        3.3784, ,           1.8,      3.369228, ,           1.8,      3.364404, ,           1.8,      5.041922, ,           1.8,       4.57773, ,           1.8,      4.331742, ,           1.8,       4.15226, ,           1.8,      4.104003, , 
            2,       3.87769, ,             2,      3.799758, ,             2,      3.654579, ,             2,      3.554625, ,             2,      5.453488, ,             2,      5.294894, ,             2,      3.521976, ,             2,      3.465741, ,             2,      3.456149, ,             2,      3.435766, ,             2,      3.411343, ,             2,      3.393446, ,             2,      3.384471, ,             2,      3.379745, ,             2,      5.027605, ,             2,      4.569865, ,             2,      4.328323, ,             2,      4.152088, ,             2,      4.104705, , 
          2.2,      3.885543, ,           2.2,       3.80922, ,           2.2,      3.666965, ,           2.2,      3.568885, ,           2.2,      5.438613, ,           2.2,      5.281954, ,           2.2,      3.536763, ,           2.2,      3.481437, ,           2.2,      3.472024, ,           2.2,      3.452018, ,           2.2,       3.42812, ,           2.2,      3.410623, ,           2.2,      3.401843, ,           2.2,      3.397209, ,           2.2,      5.017929, ,           2.2,      4.565931, ,           2.2,      4.328465, ,           2.2,      4.155205, ,           2.2,      4.108625, , 
          2.4,      3.896132, ,           2.4,      3.821295, ,           2.4,      3.681764, ,           2.4,      3.585426, ,           2.4,      5.428802, ,           2.4,      5.273844, ,           2.4,      3.553799, ,           2.4,      3.499319, ,           2.4,      3.490065, ,           2.4,      3.470399, ,           2.4,       3.44695, ,           2.4,      3.429791, ,           2.4,       3.42118, ,           2.4,      3.416632, ,           2.4,      5.012689, ,           2.4,      4.565752, ,           2.4,      4.331988, ,           2.4,      4.161431, ,           2.4,      4.115591, , 
          2.6,      3.909258, ,           2.6,       3.83579, ,           2.6,      3.698772, ,           2.6,      3.604072, ,           2.6,      5.423831, ,           2.6,      5.270336, ,           2.6,      3.572921, ,           2.6,      3.519228, ,           2.6,       3.51011, ,           2.6,      3.490733, ,           2.6,      3.467666, ,           2.6,      3.450794, ,           2.6,      3.442329, ,           2.6,      3.437861, ,           2.6,      5.011649, ,           2.6,      4.569089, ,           2.6,       4.33867, ,           2.6,      4.170556, ,           2.6,      4.125394, , 
          2.8,      3.924808, ,           2.8,       3.85258, ,           2.8,      3.717852, ,           2.8,      3.624676, ,           2.8,      5.423323, ,           2.8,      5.271081, ,           2.8,      3.593987, ,           2.8,      3.541039, ,           2.8,      3.532036, ,           2.8,      3.512904, ,           2.8,      3.490174, ,           2.8,      3.473559, ,           2.8,      3.465223, ,           2.8,      3.460823, ,           2.8,      5.014505, ,           2.8,      4.575707, ,           2.8,      4.348312, ,           2.8,      4.182406, ,           2.8,      4.137873, , 
            3,      3.942695, ,             3,      3.871616, ,             3,      3.738989, ,             3,       3.64722, ,             3,      5.427343, ,             3,      5.276131, ,             3,      3.616964, ,             3,      3.564713, ,             3,      3.555814, ,             3,      3.536905, ,             3,      3.514487, ,             3,      3.498111, ,             3,      3.489891, ,             3,      3.485545, ,             3,      5.021291, ,             3,       4.58561, ,             3,      4.360867, ,             3,      4.196899, ,             3,      4.152943, , 
          3.2,      3.962829, ,           3.2,      3.892797, ,           3.2,      3.762063, ,           3.2,      3.671574, ,           3.2,      5.435852, ,           3.2,      5.285436, ,           3.2,      3.641716, ,           3.2,      3.590109, ,           3.2,      3.581308, ,           3.2,      3.562606, ,           3.2,      3.540476, ,           3.2,       3.52432, ,           3.2,      3.516209, ,           3.2,       3.51192, ,           3.2,       5.03194, ,           3.2,      4.598701, ,           3.2,      4.376255, ,           3.2,      4.213965, ,           3.2,      4.170529, , 
          3.4,      3.985173, ,           3.4,      3.916111, ,           3.4,      3.787093, ,           3.4,      3.697721, ,           3.4,      5.448873, ,           3.4,         5.299, ,           3.4,      3.668217, ,           3.4,      3.617191, ,           3.4,      3.608479, ,           3.4,      3.589966, ,           3.4,      3.568092, ,           3.4,      3.552131, ,           3.4,      3.544118, ,           3.4,      3.539881, ,           3.4,      5.046418, ,           3.4,      4.614891, ,           3.4,      4.394403, ,           3.4,      4.233546, ,           3.4,      4.190576, , 
          3.6,      4.009787, ,           3.6,      3.941612, ,           3.6,      3.814164, ,           3.6,      3.725791, ,           3.6,      5.466426, ,           3.6,      5.316846, ,           3.6,      3.696607, ,           3.6,      3.646105, ,           3.6,      3.637472, ,           3.6,      3.619126, ,           3.6,       3.59749, ,           3.6,      3.581712, ,           3.6,      3.573791, ,           3.6,      3.569603, ,           3.6,      5.064759, ,           3.6,       4.63423, ,           3.6,      4.415366, ,           3.6,      4.255696, ,           3.6,      4.213142, , 
          3.8,      4.036771, ,           3.8,      3.969432, ,           3.8,      3.843484, ,           3.8,      3.756059, ,           3.8,      5.488346, ,           3.8,      5.338838, ,           3.8,      3.727187, ,           3.8,       3.67721, ,           3.8,      3.668657, ,           3.8,      3.650482, ,           3.8,      3.629124, ,           3.8,      3.613564, ,           3.8,      3.605754, ,           3.8,      3.601626, ,           3.8,      5.086871, ,           3.8,      4.656702, ,           3.8,      4.439133, ,           3.8,      4.280413, ,           3.8,       4.23824, , 
            4,      4.066646, ,             4,      4.000177, ,             4,      3.875895, ,             4,      3.789707, ,             4,      5.515028, ,             4,      5.365363, ,             4,      3.761311, ,             4,      3.712249, ,             4,      3.703875, ,             4,       3.68608, ,             4,      3.665289, ,             4,       3.65017, ,             4,      3.642596, ,             4,      3.638621, ,             4,       5.11313, ,             4,       4.68266, ,             4,      4.466072, ,             4,      4.308075, ,             4,      4.266271, , 
          4.2,      4.100234, ,           4.2,       4.03484, ,           4.2,      3.912847, ,           4.2,      3.828714, ,           4.2,      5.546606, ,           4.2,      5.396599, ,           4.2,      3.801192, ,           4.2,      3.753866, ,           4.2,       3.74584, ,           4.2,      3.728784, ,           4.2,      3.709021, ,           4.2,      3.694686, ,           4.2,      3.687524, ,           4.2,        3.6838, ,           4.2,      5.143789, ,           4.2,       4.71249, ,           4.2,      4.496639, ,           4.2,      4.339188, ,           4.2,      4.297792, , 
          4.4,      4.139187, ,           4.4,      4.075322, ,           4.4,      3.956724, ,           4.4,       3.87581, ,           4.4,      5.584105, ,           4.4,      5.433538, ,           4.4,      3.849659, ,           4.4,      3.805084, ,           4.4,      3.797622, ,           4.4,      3.781763, ,           4.4,      3.763365, ,           4.4,      3.750015, ,           4.4,      3.743506, ,           4.4,      3.740418, ,           4.4,      5.179783, ,           4.4,       4.74705, ,           4.4,      4.531798, ,           4.4,      4.374799, ,           4.4,      4.333949, , 
          4.6,      4.184967, ,           4.6,      4.123126, ,           4.6,      4.009205, ,           4.6,      3.932984, ,           4.6,      5.628089, ,           4.6,      5.476795, ,           4.6,      3.908793, ,           4.6,      3.867741, ,           4.6,       3.86085, ,           4.6,      3.846205, ,           4.6,       3.83021, ,           4.6,       3.81883, ,           4.6,      3.812788, ,           4.6,      3.808986, ,           4.6,      5.221813, ,           4.6,      4.787196, ,           4.6,      4.572548, ,           4.6,      4.416012, ,           4.6,      4.375911, , 
          4.8,      4.239026, ,           4.8,      4.179909, ,           4.8,      4.072178, ,           4.8,      4.001071, ,           4.8,      5.679222, ,           4.8,      5.527108, ,           4.8,      3.978398, ,           4.8,      3.939126, ,           4.8,      3.932228, ,           4.8,      3.917571, ,           4.8,      3.902194, ,           4.8,      3.891407, ,           4.8,      3.885114, ,           4.8,      3.880165, ,           4.8,      5.270741, ,           4.8,      4.834003, ,           4.8,      4.620083, ,           4.8,      4.464108, ,           4.8,      4.424982, , 
            5,       4.30233, ,             5,      4.246351, ,             5,        4.1443, ,             5,        4.0763, ,             5,      5.738052, ,             5,      5.585053, ,             5,      4.054273, ,             5,      4.018608, ,             5,      4.013507, ,             5,      4.002667, ,             5,      3.982739, ,             5,      3.966604, ,             5,      3.958039, ,             5,      3.952653, ,             5,       5.32719, ,             5,      4.888165, ,             5,      4.675078, ,             5,      4.519748, ,             5,      4.481894, , 
          5.2,      4.374232, ,           5.2,      4.320719, ,           5.2,      4.222392, ,           5.2,      4.156015, ,           5.2,      5.804798, ,           5.2,      5.650813, ,           5.2,      4.133837, ,           5.2,      4.102199, ,           5.2,      4.099857, ,           5.2,      4.094879, ,           5.2,      4.069514, ,           5.2,      4.046642, ,           5.2,      4.035301, ,           5.2,      4.029564, ,           5.2,      5.391286, ,           5.2,      4.949727, ,           5.2,      4.737639, ,           5.2,      4.583083, ,           5.2,      4.546707, , 
          5.4,      4.453163, ,           5.4,      4.401385, ,           5.4,      4.305797, ,           5.4,      4.240846, ,           5.4,      5.879749, ,           5.4,      5.724539, ,           5.4,       4.21977, ,           5.4,      4.185602, ,           5.4,      4.180682, ,           5.4,      4.170226, ,           5.4,      4.140873, ,           5.4,      4.115649, ,           5.4,      4.103402, ,           5.4,      4.097696, ,           5.4,      5.462942, ,           5.4,      5.018254, ,           5.4,      4.807573, ,           5.4,      4.654083, ,           5.4,      4.619104, , 
          5.6,      4.537995, ,           5.6,      4.487816, ,           5.6,      4.395293, ,           5.6,      4.337369, ,           5.6,      5.962182, ,           5.6,      5.805294, ,           5.6,      4.313124, ,           5.6,      4.265787, ,           5.6,      4.257136, ,           5.6,      4.238753, ,           5.6,      4.211431, ,           5.6,      4.190239, ,           5.6,      4.178874, ,           5.6,      4.171524, ,           5.6,      5.540864, ,           5.6,       5.09195, ,           5.6,      4.883633, ,           5.6,      4.731896, ,           5.6,       4.69815, , 
          5.8,      4.629367, ,           5.8,      4.581298, ,           5.8,      4.493961, ,           5.8,      4.436519, ,           5.8,      6.052184, ,           5.8,      5.893042, ,           5.8,      4.409478, ,           5.8,      4.354813, ,           5.8,      4.344589, ,           5.8,      4.322861, ,           5.8,      4.286613, ,           5.8,      4.257794, ,           5.8,      4.244564, ,           5.8,      4.239853, ,           5.8,      5.624808, ,           5.8,       5.17026, ,           5.8,      4.965432, ,           5.8,      4.816259, ,           5.8,      4.783717, , 
            6,      4.728695, ,             6,      4.683572, ,             6,      4.603626, ,             6,       4.54196, ,             6,      6.152234, ,             6,      5.989801, ,             6,      4.510767, ,             6,      4.442681, ,             6,      4.427884, ,             6,      4.396439, ,             6,      4.370392, ,             6,      4.353872, ,             6,      4.344632, ,             6,      4.337999, ,             6,      5.716011, ,             6,      5.253193, ,             6,      5.053095, ,             6,       4.90739, ,             6,       4.87623, , 
          6.2,      4.837587, ,           6.2,      4.795755, ,           6.2,      4.727511, ,           6.2,      4.651369, ,           6.2,      6.263413, ,           6.2,      6.096989, ,           6.2,      4.608092, ,           6.2,      4.535233, ,           6.2,      4.527956, ,           6.2,      4.512493, ,           6.2,      4.483273, ,           6.2,      4.459499, ,           6.2,      4.446737, ,           6.2,      4.438463, ,           6.2,      5.816463, ,           6.2,      5.343531, ,           6.2,      5.148519, ,           6.2,      5.006549, ,           6.2,      4.977041, , 
          6.4,      4.956546, ,           6.4,      4.917743, ,           6.4,      4.854079, ,           6.4,      4.759573, ,           6.4,          6.39, ,           6.4,      6.218416, ,           6.4,      4.713584, ,           6.4,      4.639948, ,           6.4,      4.632403, ,           6.4,      4.616371, ,           6.4,      4.592127, ,           6.4,      4.573248, ,           6.4,       4.56239, ,           6.4,      4.554101, ,           6.4,       5.92918, ,           6.4,      5.443218, ,           6.4,      5.255147, ,           6.4,      5.118236, ,           6.4,      5.089933, , 

