Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -1,      13.25614, ,            -1,      13.64016, ,            -1,      14.41739, ,            -1,      14.98782, ,            -1,      8.553358, ,            -1,      8.866054, ,            -1,      15.17982, ,            -1,      15.52221, ,            -1,      15.58274, ,            -1,      15.71295, ,            -1,      15.87903, ,            -1,      16.00459, ,            -1,      16.06847, ,            -1,      16.10264, ,            -1,      9.447771, ,            -1,      10.64533, ,            -1,      11.43315, ,            -1,      12.08532, ,            -1,      12.27216, , 
         -0.8,      13.51745, ,          -0.8,      13.90185, ,          -0.8,      14.67914, ,          -0.8,      15.25051, ,          -0.8,      8.782298, ,          -0.8,      9.099212, ,          -0.8,      15.44274, ,          -0.8,      15.78462, ,          -0.8,      15.84478, ,          -0.8,      15.97415, ,          -0.8,      16.14137, ,          -0.8,      16.26826, ,          -0.8,      16.33251, ,          -0.8,       16.3663, ,          -0.8,      9.688007, ,          -0.8,      10.89691, ,          -0.8,      11.68914, ,          -0.8,      12.34352, ,          -0.8,       12.5311, , 
         -0.6,      13.74844, ,          -0.6,      14.13191, ,          -0.6,      14.90556, ,          -0.6,      15.47504, ,          -0.6,      8.996004, ,          -0.6,      9.316227, ,          -0.6,      15.66632, ,          -0.6,      16.00637, ,          -0.6,      16.06636, ,          -0.6,      16.19533, ,          -0.6,      16.36156, ,          -0.6,      16.48756, ,          -0.6,      16.55124, ,          -0.6,      16.58454, ,          -0.6,      9.910368, ,          -0.6,      11.12692, ,          -0.6,       11.9212, ,          -0.6,       12.5758, ,          -0.6,      12.76343, , 
         -0.4,      13.95121, ,          -0.4,      14.33247, ,          -0.4,      15.09989, ,          -0.4,      15.66499, ,          -0.4,      9.194493, ,          -0.4,      9.517218, ,          -0.4,      15.85455, ,          -0.4,      16.19238, ,          -0.4,      16.25249, ,          -0.4,      16.38174, ,          -0.4,      16.54527, ,          -0.4,      16.66852, ,          -0.4,      16.73082, ,          -0.4,      16.76346, ,          -0.4,      10.11518, ,          -0.4,      11.33616, ,          -0.4,       12.1302, ,          -0.4,      12.78312, ,          -0.4,      12.97028, , 
         -0.2,      14.12777, ,          -0.2,      14.50549, ,          -0.2,      15.26442, ,          -0.2,       15.8238, ,          -0.2,      9.378194, ,          -0.2,       9.70261, ,          -0.2,      16.01107, ,          -0.2,      16.34495, ,          -0.2,      16.40464, ,          -0.2,      16.53293, ,          -0.2,      16.69337, ,          -0.2,      16.81384, ,          -0.2,       16.8748, ,          -0.2,      16.90688, ,          -0.2,      10.30287, ,          -0.2,      11.52512, ,          -0.2,      12.31726, ,          -0.2,      12.96719, ,          -0.2,      13.15342, , 
            0,      14.27951, ,             0,      14.65265, ,             0,      15.40103, ,             0,      15.95354, ,             0,      9.547418, ,             0,      9.872796, ,             0,      16.13831, ,             0,       16.4677, ,             0,      16.52673, ,             0,      16.65357, ,             0,      16.81005, ,             0,      16.92703, ,             0,       16.9863, ,             0,      17.01767, ,             0,      10.47398, ,             0,      11.69473, ,             0,      12.48343, ,             0,       13.1291, ,             0,      13.31398, , 
          0.2,      14.40793, ,           0.2,       14.7757, ,           0.2,      15.51195, ,           0.2,      16.05606, ,           0.2,      9.702114, ,           0.2,      10.02786, ,           0.2,      16.23778, ,           0.2,      16.56172, ,           0.2,      16.61994, ,           0.2,      16.74501, ,           0.2,      16.89797, ,           0.2,      17.01197, ,           0.2,      17.06971, ,           0.2,      17.10026, ,           0.2,      10.62888, ,           0.2,      11.84594, ,           0.2,      12.62973, ,           0.2,         13.27, ,           0.2,      13.45316, , 
          0.4,      14.51493, ,           0.4,       14.8767, ,           0.4,      15.59966, ,           0.4,      16.13384, ,           0.4,      9.842028, ,           0.4,       10.1677, ,           0.4,      16.31223, ,           0.4,      16.63029, ,           0.4,      16.68751, ,           0.4,      16.81043, ,           0.4,      16.96015, ,           0.4,      17.07158, ,           0.4,      17.12796, ,           0.4,      17.15772, ,           0.4,      10.76779, ,           0.4,       11.9797, ,           0.4,      12.75733, ,           0.4,      13.39121, ,           0.4,      13.57237, , 
          0.6,      14.60174, ,           0.6,      14.95691, ,           0.6,      15.66573, ,           0.6,       16.1893, ,           0.6,      9.966625, ,           0.6,      10.29188, ,           0.6,      16.36419, ,           0.6,       16.6758, ,           0.6,       16.7318, ,           0.6,      16.85205, ,           0.6,      16.99818, ,           0.6,      17.10682, ,           0.6,      17.16181, ,           0.6,       17.1909, ,           0.6,      10.89044, ,           0.6,      12.09619, ,           0.6,      12.86667, ,           0.6,      13.49342, ,           0.6,      13.67238, , 
          0.8,      14.66962, ,           0.8,      15.01773, ,           0.8,      15.71172, ,           0.8,      16.22419, ,           0.8,      10.07589, ,           0.8,      10.40055, ,           0.8,      16.39555, ,           0.8,      16.70045, ,           0.8,      16.75502, ,           0.8,      16.87218, ,           0.8,      17.01436, ,           0.8,         17.12, ,           0.8,      17.17346, ,           0.8,      17.20176, ,           0.8,      10.99734, ,           0.8,      12.19659, ,           0.8,      12.95891, ,           0.8,      13.57776, ,           0.8,      13.75435, , 
