Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.3440727, , 
         -0.8,     0.3591162, , 
         -0.6,     0.3741522, , 
         -0.4,     0.3891803, , 
         -0.2,        0.4042, , 
            0,      0.419211, , 
          0.2,     0.4342128, , 
          0.4,     0.4492051, , 
          0.6,     0.4641875, , 
          0.8,     0.4791595, , 
            1,     0.4941208, , 
          1.2,     0.5090711, , 
          1.4,     0.5240098, , 
          1.6,     0.5389366, , 
          1.8,     0.5538511, , 
            2,      0.568753, , 
          2.2,     0.5836418, , 
          2.4,     0.5985171, , 
          2.6,     0.6133786, , 
          2.8,     0.6282258, , 
            3,     0.6430584, , 
          3.2,      0.657876, , 
          3.4,     0.6726782, , 
          3.6,     0.6874647, , 
          3.8,     0.7022349, , 
            4,     0.7169887, , 
          4.2,     0.7317255, , 
          4.4,      0.746445, , 
          4.6,     0.7611468, , 
          4.8,     0.7758306, , 
            5,     0.7904959, , 
          5.2,     0.8051425, , 

