Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.5634259, ,            -1,     0.5634259, ,            -1,     0.5634259, ,            -1,     0.5634259, ,            -1,     0.5634259, , 
         -0.8,     0.5633908, ,          -0.8,     0.5633908, ,          -0.8,     0.5633908, ,          -0.8,     0.5633908, ,          -0.8,     0.5633908, , 
         -0.6,     0.5633422, ,          -0.6,     0.5633422, ,          -0.6,     0.5633422, ,          -0.6,     0.5633422, ,          -0.6,     0.5633422, , 
         -0.4,     0.5632815, ,          -0.4,     0.5632815, ,          -0.4,     0.5632815, ,          -0.4,     0.5632815, ,          -0.4,     0.5632815, , 
         -0.2,     0.5632099, ,          -0.2,     0.5632099, ,          -0.2,     0.5632099, ,          -0.2,     0.5632099, ,          -0.2,     0.5632099, , 
            0,     0.5631284, ,             0,     0.5631284, ,             0,     0.5631284, ,             0,     0.5631284, ,             0,     0.5631284, , 
          0.2,     0.5630377, ,           0.2,     0.5630377, ,           0.2,     0.5630377, ,           0.2,     0.5630377, ,           0.2,     0.5630377, , 
          0.4,     0.5629387, ,           0.4,     0.5629387, ,           0.4,     0.5629387, ,           0.4,     0.5629387, ,           0.4,     0.5629387, , 
          0.6,     0.5628319, ,           0.6,     0.5628319, ,           0.6,     0.5628319, ,           0.6,     0.5628319, ,           0.6,     0.5628319, , 
          0.8,      0.562718, ,           0.8,      0.562718, ,           0.8,      0.562718, ,           0.8,      0.562718, ,           0.8,      0.562718, , 
            1,     0.5625972, ,             1,     0.5625972, ,             1,     0.5625972, ,             1,     0.5625972, ,             1,     0.5625972, , 
          1.2,     0.5624701, ,           1.2,     0.5624701, ,           1.2,     0.5624701, ,           1.2,     0.5624701, ,           1.2,     0.5624701, , 
          1.4,     0.5623369, ,           1.4,     0.5623369, ,           1.4,     0.5623369, ,           1.4,     0.5623369, ,           1.4,     0.5623369, , 
          1.6,      0.562198, ,           1.6,      0.562198, ,           1.6,      0.562198, ,           1.6,      0.562198, ,           1.6,      0.562198, , 
          1.8,     0.5620537, ,           1.8,     0.5620537, ,           1.8,     0.5620537, ,           1.8,     0.5620537, ,           1.8,     0.5620537, , 
