Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.2740486, ,            -1,     0.2740486, ,            -1,     0.2740486, ,            -1,     0.2740486, ,            -1,     0.2740486, , 
         -0.8,     0.2856242, ,          -0.8,     0.2856242, ,          -0.8,     0.2856242, ,          -0.8,     0.2856242, ,          -0.8,     0.2856242, , 
         -0.6,     0.2971926, ,          -0.6,     0.2971926, ,          -0.6,     0.2971926, ,          -0.6,     0.2971926, ,          -0.6,     0.2971926, , 
         -0.4,     0.3087536, ,          -0.4,     0.3087536, ,          -0.4,     0.3087536, ,          -0.4,     0.3087536, ,          -0.4,     0.3087536, , 
         -0.2,     0.3203066, ,          -0.2,     0.3203066, ,          -0.2,     0.3203066, ,          -0.2,     0.3203066, ,          -0.2,     0.3203066, , 
            0,     0.3318513, ,             0,     0.3318513, ,             0,     0.3318513, ,             0,     0.3318513, ,             0,     0.3318513, , 
          0.2,     0.3433874, ,           0.2,     0.3433874, ,           0.2,     0.3433874, ,           0.2,     0.3433874, ,           0.2,     0.3433874, , 
          0.4,     0.3549144, ,           0.4,     0.3549144, ,           0.4,     0.3549144, ,           0.4,     0.3549144, ,           0.4,     0.3549144, , 
          0.6,      0.366432, ,           0.6,      0.366432, ,           0.6,      0.366432, ,           0.6,      0.366432, ,           0.6,      0.366432, , 
          0.8,     0.3779398, ,           0.8,     0.3779398, ,           0.8,     0.3779398, ,           0.8,     0.3779398, ,           0.8,     0.3779398, , 
            1,     0.3894374, ,             1,     0.3894374, ,             1,     0.3894374, ,             1,     0.3894374, ,             1,     0.3894374, , 
          1.2,     0.4009245, ,           1.2,     0.4009245, ,           1.2,     0.4009245, ,           1.2,     0.4009245, ,           1.2,     0.4009245, , 
          1.4,     0.4124006, ,           1.4,     0.4124006, ,           1.4,     0.4124006, ,           1.4,     0.4124006, ,           1.4,     0.4124006, , 
          1.6,     0.4238654, ,           1.6,     0.4238654, ,           1.6,     0.4238654, ,           1.6,     0.4238654, ,           1.6,     0.4238654, , 
          1.8,     0.4353185, ,           1.8,     0.4353185, ,           1.8,     0.4353185, ,           1.8,     0.4353185, ,           1.8,     0.4353185, , 
            2,     0.4467596, ,             2,     0.4467596, ,             2,     0.4467596, ,             2,     0.4467596, ,             2,     0.4467596, , 
          2.2,     0.4581882, ,           2.2,     0.4581882, ,           2.2,     0.4581882, ,           2.2,     0.4581882, ,           2.2,     0.4581882, , 
          2.4,     0.4696041, ,           2.4,     0.4696041, ,           2.4,     0.4696041, ,           2.4,     0.4696041, ,           2.4,     0.4696041, , 
          2.6,     0.4810067, ,           2.6,     0.4810067, ,           2.6,     0.4810067, ,           2.6,     0.4810067, ,           2.6,     0.4810067, , 
          2.8,     0.4923958, ,           2.8,     0.4923958, ,           2.8,     0.4923958, ,           2.8,     0.4923958, ,           2.8,     0.4923958, , 
            3,      0.503771, ,             3,      0.503771, ,             3,      0.503771, ,             3,      0.503771, ,             3,      0.503771, , 
          3.2,     0.5151319, ,           3.2,     0.5151319, ,           3.2,     0.5151319, ,           3.2,     0.5151319, ,           3.2,     0.5151319, , 
          3.4,     0.5264782, ,           3.4,     0.5264782, ,           3.4,     0.5264782, ,           3.4,     0.5264782, ,           3.4,     0.5264782, , 
          3.6,     0.5378095, ,           3.6,     0.5378095, ,           3.6,     0.5378095, ,           3.6,     0.5378095, ,           3.6,     0.5378095, , 
          3.8,     0.5491253, ,           3.8,     0.5491253, ,           3.8,     0.5491253, ,           3.8,     0.5491253, ,           3.8,     0.5491253, , 
            4,     0.5604255, ,             4,     0.5604255, ,             4,     0.5604255, ,             4,     0.5604255, ,             4,     0.5604255, , 
          4.2,     0.5717095, ,           4.2,     0.5717095, ,           4.2,     0.5717095, ,           4.2,     0.5717095, ,           4.2,     0.5717095, , 
          4.4,     0.5829771, ,           4.4,     0.5829771, ,           4.4,     0.5829771, ,           4.4,     0.5829771, ,           4.4,     0.5829771, , 
          4.6,     0.5942279, ,           4.6,     0.5942279, ,           4.6,     0.5942279, ,           4.6,     0.5942279, ,           4.6,     0.5942279, , 
          4.8,     0.6054614, ,           4.8,     0.6054614, ,           4.8,     0.6054614, ,           4.8,     0.6054614, ,           4.8,     0.6054614, , 
            5,     0.6166775, ,             5,     0.6166775, ,             5,     0.6166775, ,             5,     0.6166775, ,             5,     0.6166775, , 
          5.2,     0.6278756, ,           5.2,     0.6278756, ,           5.2,     0.6278756, ,           5.2,     0.6278756, ,           5.2,     0.6278756, , 
          5.4,     0.6390555, ,           5.4,     0.6390555, ,           5.4,     0.6390555, ,           5.4,     0.6390555, ,           5.4,     0.6390555, , 
          5.6,     0.6502168, ,           5.6,     0.6502168, ,           5.6,     0.6502168, ,           5.6,     0.6502168, ,           5.6,     0.6502168, , 
          5.8,     0.6613591, ,           5.8,     0.6613591, ,           5.8,     0.6613591, ,           5.8,     0.6613591, ,           5.8,     0.6613591, , 
            6,     0.6724822, ,             6,     0.6724822, ,             6,     0.6724822, ,             6,     0.6724822, ,             6,     0.6724822, , 
          6.2,     0.6835856, ,           6.2,     0.6835856, ,           6.2,     0.6835856, ,           6.2,     0.6835856, ,           6.2,     0.6835856, , 
          6.4,     0.6946689, ,           6.4,     0.6946689, ,           6.4,     0.6946689, ,           6.4,     0.6946689, ,           6.4,     0.6946689, , 
          6.6,      0.705732, ,           6.6,      0.705732, ,           6.6,      0.705732, ,           6.6,      0.705732, ,           6.6,      0.705732, , 
          6.8,     0.7167743, ,           6.8,     0.7167743, ,           6.8,     0.7167743, ,           6.8,     0.7167743, ,           6.8,     0.7167743, , 
            7,     0.7277957, ,             7,     0.7277957, ,             7,     0.7277957, ,             7,     0.7277957, ,             7,     0.7277957, , 
          7.2,     0.7387956, ,           7.2,     0.7387956, ,           7.2,     0.7387956, ,           7.2,     0.7387956, ,           7.2,     0.7387956, , 
          7.4,     0.7497738, ,           7.4,     0.7497738, ,           7.4,     0.7497738, ,           7.4,     0.7497738, ,           7.4,     0.7497738, , 
          7.6,       0.76073, ,           7.6,       0.76073, ,           7.6,       0.76073, ,           7.6,       0.76073, ,           7.6,       0.76073, , 

