Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      11.69482, ,            -1,      12.53917, ,            -1,      9.918555, , 
         -0.8,      11.91849, ,          -0.8,      12.77931, ,          -0.8,      10.12633, , 
         -0.6,      12.10869, ,          -0.6,      12.97603, ,          -0.6,      10.31306, , 
         -0.4,      12.26976, ,          -0.4,      13.13618, ,          -0.4,      10.47932, , 
         -0.2,      12.40508, ,          -0.2,      13.26477, ,          -0.2,      10.62652, , 
            0,      12.51661, ,             0,      13.36698, ,             0,      10.75555, , 
          0.2,      12.60685, ,           0.2,       13.4447, ,           0.2,      10.86772, , 
          0.4,      12.67752, ,           0.4,      13.50103, ,           0.4,      10.96394, , 
          0.6,      12.73055, ,           0.6,        13.538, ,           0.6,      11.04526, , 
          0.8,      12.76741, ,           0.8,      13.55771, ,           0.8,      11.11253, , 
            1,      12.78966, ,             1,      13.56266, ,             1,      11.16699, , 
          1.2,      12.79852, ,           1.2,      13.55362, ,           1.2,      11.20941, , 
          1.4,      12.79507, ,           1.4,      13.53167, ,           1.4,      11.24054, , 
          1.6,      12.78038, ,           1.6,       13.4985, ,           1.6,      11.26124, , 
          1.8,      12.75545, ,           1.8,      13.45472, ,           1.8,      11.27218, , 
            2,      12.72172, ,             2,        13.402, ,             2,      11.27435, , 
          2.2,      12.67971, ,           2.2,      13.34125, ,           2.2,      11.26827, , 
          2.4,      12.63042, ,           2.4,      13.27358, ,           2.4,      11.25469, , 
          2.6,      12.57445, ,           2.6,      13.19975, ,           2.6,      11.23407, , 
          2.8,       12.5125, ,           2.8,      13.12026, ,           2.8,      11.20693, , 
            3,      12.44525, ,             3,      13.03588, ,             3,      11.17383, , 
          3.2,      12.37341, ,           3.2,      12.94717, ,           3.2,       11.1353, , 
          3.4,      12.29736, ,           3.4,      12.85466, ,           3.4,      11.09176, , 
          3.6,      12.21767, ,           3.6,      12.75884, ,           3.6,      11.04362, , 
          3.8,      12.13474, ,           3.8,      12.66025, ,           3.8,      10.99125, , 
            4,      12.04898, ,             4,       12.5594, ,             4,      10.93508, , 
          4.2,      11.96059, ,           4.2,      12.45651, ,           4.2,      10.87531, , 
          4.4,      11.86991, ,           4.4,      12.35192, ,           4.4,      10.81238, , 
          4.6,      11.77712, ,           4.6,      12.24585, ,           4.6,      10.74648, , 
          4.8,      11.68258, ,           4.8,      12.13864, ,           4.8,      10.67787, , 
            5,      11.58634, ,             5,      12.03021, ,             5,      10.60668, , 
          5.2,      11.48858, ,           5.2,      11.92073, ,           5.2,      10.53309, , 
          5.4,      11.38912, ,           5.4,      11.80973, ,           5.4,      10.45714, , 
          5.6,      11.28761, ,           5.6,       11.6963, ,           5.6,      10.37885, , 
          5.8,      11.18304, ,           5.8,      11.57777, ,           5.8,      10.29799, , 
            6,      11.07349, ,             6,      11.45076, ,             6,      10.21398, , 
          6.2,      10.95691, ,           6.2,      11.31293, ,           6.2,      10.12617, , 
          6.4,      10.83192, ,           6.4,      11.16217, ,           6.4,      10.03377, , 
          6.6,      10.69707, ,           6.6,      11.00311, ,           6.6,      9.935871, , 
          6.8,      10.55263, ,           6.8,      10.83711, ,           6.8,      9.832099, , 
            7,      10.40193, ,             7,      10.66372, ,             7,      9.722422, , 
          7.2,      10.24843, ,           7.2,      10.48969, ,           7.2,       9.60713, , 
          7.4,      10.09362, ,           7.4,      10.32809, ,           7.4,      9.486851, , 
          7.6,      9.937101, ,           7.6,      10.17565, ,           7.6,      9.362721, , 
          7.8,      9.777673, ,           7.8,      10.02485, ,           7.8,      9.235631, , 
            8,      9.612455, ,             8,      9.869777, ,             8,      9.105883, , 
          8.2,       9.44196, ,           8.2,      9.724491, ,           8.2,      8.973319, , 
          8.4,      9.262053, ,           8.4,      9.564155, ,           8.4,      8.837648, , 
          8.6,      9.089135, ,           8.6,      9.406877, ,           8.6,      8.696985, , 
          8.8,      8.900159, ,           8.8,      9.240161, ,           8.8,       8.55024, , 

