Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.6484719, ,            -1,     0.6484719, ,            -1,     0.6484719, ,            -1,     0.6484719, ,            -1,     0.6484719, , 
         -0.8,     0.6487105, ,          -0.8,     0.6487105, ,          -0.8,     0.6487105, ,          -0.8,     0.6487105, ,          -0.8,     0.6487105, , 
         -0.6,     0.6489174, ,          -0.6,     0.6489174, ,          -0.6,     0.6489174, ,          -0.6,     0.6489174, ,          -0.6,     0.6489174, , 
         -0.4,      0.649097, ,          -0.4,      0.649097, ,          -0.4,      0.649097, ,          -0.4,      0.649097, ,          -0.4,      0.649097, , 
         -0.2,     0.6492527, ,          -0.2,     0.6492527, ,          -0.2,     0.6492527, ,          -0.2,     0.6492527, ,          -0.2,     0.6492527, , 
            0,     0.6493878, ,             0,     0.6493878, ,             0,     0.6493878, ,             0,     0.6493878, ,             0,     0.6493878, , 
          0.2,     0.6495048, ,           0.2,     0.6495048, ,           0.2,     0.6495048, ,           0.2,     0.6495048, ,           0.2,     0.6495048, , 
          0.4,     0.6496058, ,           0.4,     0.6496058, ,           0.4,     0.6496058, ,           0.4,     0.6496058, ,           0.4,     0.6496058, , 
          0.6,     0.6496929, ,           0.6,     0.6496929, ,           0.6,     0.6496929, ,           0.6,     0.6496929, ,           0.6,     0.6496929, , 
          0.8,     0.6497675, ,           0.8,     0.6497675, ,           0.8,     0.6497675, ,           0.8,     0.6497675, ,           0.8,     0.6497675, , 
            1,     0.6498311, ,             1,     0.6498311, ,             1,     0.6498311, ,             1,     0.6498311, ,             1,     0.6498311, , 
          1.2,     0.6498849, ,           1.2,     0.6498849, ,           1.2,     0.6498849, ,           1.2,     0.6498849, ,           1.2,     0.6498849, , 
          1.4,     0.6499299, ,           1.4,     0.6499299, ,           1.4,     0.6499299, ,           1.4,     0.6499299, ,           1.4,     0.6499299, , 
          1.6,     0.6499671, ,           1.6,     0.6499671, ,           1.6,     0.6499671, ,           1.6,     0.6499671, ,           1.6,     0.6499671, , 
          1.8,     0.6499974, ,           1.8,     0.6499974, ,           1.8,     0.6499974, ,           1.8,     0.6499974, ,           1.8,     0.6499974, , 
            2,     0.6500214, ,             2,     0.6500214, ,             2,     0.6500214, ,             2,     0.6500214, ,             2,     0.6500214, , 
          2.2,     0.6500397, ,           2.2,     0.6500397, ,           2.2,     0.6500397, ,           2.2,     0.6500397, ,           2.2,     0.6500397, , 
          2.4,      0.650053, ,           2.4,      0.650053, ,           2.4,      0.650053, ,           2.4,      0.650053, ,           2.4,      0.650053, , 
          2.6,     0.6500618, ,           2.6,     0.6500618, ,           2.6,     0.6500618, ,           2.6,     0.6500618, ,           2.6,     0.6500618, , 
          2.8,     0.6500665, ,           2.8,     0.6500665, ,           2.8,     0.6500665, ,           2.8,     0.6500665, ,           2.8,     0.6500665, , 
            3,     0.6500675, ,             3,     0.6500675, ,             3,     0.6500675, ,             3,     0.6500675, ,             3,     0.6500675, , 
          3.2,     0.6500652, ,           3.2,     0.6500652, ,           3.2,     0.6500652, ,           3.2,     0.6500652, ,           3.2,     0.6500652, , 
          3.4,     0.6500599, ,           3.4,     0.6500599, ,           3.4,     0.6500599, ,           3.4,     0.6500599, ,           3.4,     0.6500599, , 
          3.6,      0.650052, ,           3.6,      0.650052, ,           3.6,      0.650052, ,           3.6,      0.650052, ,           3.6,      0.650052, , 
          3.8,     0.6500417, ,           3.8,     0.6500417, ,           3.8,     0.6500417, ,           3.8,     0.6500417, ,           3.8,     0.6500417, , 
            4,     0.6500293, ,             4,     0.6500293, ,             4,     0.6500293, ,             4,     0.6500293, ,             4,     0.6500293, , 
          4.2,      0.650015, ,           4.2,      0.650015, ,           4.2,      0.650015, ,           4.2,      0.650015, ,           4.2,      0.650015, , 
          4.4,      0.649999, ,           4.4,      0.649999, ,           4.4,      0.649999, ,           4.4,      0.649999, ,           4.4,      0.649999, , 
          4.6,     0.6499815, ,           4.6,     0.6499815, ,           4.6,     0.6499815, ,           4.6,     0.6499815, ,           4.6,     0.6499815, , 
          4.8,     0.6499628, ,           4.8,     0.6499628, ,           4.8,     0.6499628, ,           4.8,     0.6499628, ,           4.8,     0.6499628, , 
            5,     0.6499429, ,             5,     0.6499429, ,             5,     0.6499429, ,             5,     0.6499429, ,             5,     0.6499429, , 
          5.2,      0.649922, ,           5.2,      0.649922, ,           5.2,      0.649922, ,           5.2,      0.649922, ,           5.2,      0.649922, , 
          5.4,     0.6499003, ,           5.4,     0.6499003, ,           5.4,     0.6499003, ,           5.4,     0.6499003, ,           5.4,     0.6499003, , 
          5.6,     0.6498779, ,           5.6,     0.6498779, ,           5.6,     0.6498779, ,           5.6,     0.6498779, ,           5.6,     0.6498779, , 

