Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      3.286721, ,            -1,      3.019506, ,            -1,       2.95794, ,            -1,      4.529031, ,            -1,      3.965782, , 
         -0.8,      3.222899, ,          -0.8,       2.96513, ,          -0.8,      2.905852, ,          -0.8,      4.417453, ,          -0.8,      3.875914, , 
         -0.6,      3.168409, ,          -0.6,      2.919685, ,          -0.6,      2.862433, ,          -0.6,      4.319504, ,          -0.6,       3.79764, , 
         -0.4,      3.122057, ,          -0.4,      2.881786, ,          -0.4,      2.826587, ,          -0.4,      4.233602, ,          -0.4,       3.72952, , 
         -0.2,      3.082901, ,          -0.2,      2.850271, ,          -0.2,      2.797016, ,          -0.2,      4.158324, ,          -0.2,      3.670382, , 
            0,      3.050216, ,             0,      2.824489, ,             0,      2.773029, ,             0,      4.092632, ,             0,      3.619373, , 
          0.2,      3.023186, ,           0.2,      2.803834, ,           0.2,      2.753986, ,           0.2,      4.035257, ,           0.2,      3.575461, , 
          0.4,      3.001225, ,           0.4,      2.787597, ,           0.4,      2.739253, ,           0.4,      3.985435, ,           0.4,      3.537929, , 
          0.6,      2.983823, ,           0.6,      2.775514, ,           0.6,      2.728552, ,           0.6,      3.942516, ,           0.6,      3.506216, , 
          0.8,      2.970496, ,           0.8,      2.767177, ,           0.8,      2.721408, ,           0.8,      3.905804, ,           0.8,      3.479759, , 
            1,      2.960891, ,             1,      2.762225, ,             1,      2.717564, ,             1,      3.874908, ,             1,      3.458155, , 
          1.2,      2.954669, ,           1.2,      2.760356, ,           1.2,      2.716703, ,           1.2,      3.849354, ,           1.2,      3.440979, , 
          1.4,      2.951598, ,           1.4,      2.761284, ,           1.4,      2.718526, ,           1.4,      3.828729, ,           1.4,      3.427911, , 
          1.6,      2.951472, ,           1.6,      2.764774, ,           1.6,      2.722819, ,           1.6,      3.812822, ,           1.6,      3.418676, , 
          1.8,      2.954128, ,           1.8,      2.770618, ,           1.8,       2.72937, ,           1.8,      3.801348, ,           1.8,      3.413062, , 
            2,       2.95947, ,             2,      2.778784, ,             2,      2.738154, ,             2,      3.794063, ,             2,      3.410875, , 
          2.2,       2.96736, ,           2.2,      2.789195, ,           2.2,      2.749086, ,           2.2,       3.79092, ,           2.2,      3.412005, , 
          2.4,      2.977774, ,           2.4,      2.801837, ,           2.4,      2.762129, ,           2.4,      3.791823, ,           2.4,      3.416422, , 
          2.6,      2.990835, ,           2.6,      2.816908, ,           2.6,      2.777558, ,           2.6,       3.79687, ,           2.6,      3.424186, , 
          2.8,      3.006993, ,           2.8,      2.835269, ,           2.8,      2.796435, ,           2.8,      3.806171, ,           2.8,      3.435424, , 
            3,      3.027754, ,             3,      2.860126, ,             3,      2.822732, ,             3,      3.820213, ,             3,       3.45076, , 
          3.2,      3.056264, ,           3.2,      2.896394, ,           3.2,      2.861747, ,           3.2,      3.840088, ,           3.2,      3.471432, , 
          3.4,      3.096172, ,           3.4,      2.948914, ,           3.4,      2.918432, ,           3.4,      3.867203, ,           3.4,      3.499297, , 
          3.6,      3.150289, ,           3.6,       3.01425, ,           3.6,      2.985828, ,           3.6,      3.903207, ,           3.6,      3.536367, , 
          3.8,      3.217944, ,           3.8,       3.09288, ,           3.8,       3.06322, ,           3.8,      3.949298, ,           3.8,      3.583883, , 
            4,      3.294252, ,             4,      3.178554, ,             4,      3.148801, ,             4,      4.005977, ,             4,      3.642427, , 
          4.2,      3.377625, ,           4.2,      3.255424, ,           4.2,      3.209961, ,           4.2,      4.072052, ,           4.2,      3.711625, , 
          4.4,      3.470495, ,           4.4,      3.330915, ,           4.4,      3.279942, ,           4.4,      4.144902, ,           4.4,      3.790206, , 
          4.6,      3.577999, ,           4.6,      3.414015, ,           4.6,      3.351716, ,           4.6,      4.223771, ,           4.6,      3.877815, , 
          4.8,      3.705376, ,           4.8,      3.504377, ,           4.8,        3.4557, ,           4.8,      4.310514, ,           4.8,      3.975937, , 
            5,      3.836942, ,             5,      3.610404, ,             5,      3.568679, ,             5,      4.411175, ,             5,      4.089806, , 

