Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.3559159, , 
         -0.8,     0.3715468, , 
         -0.6,     0.3871701, , 
         -0.4,     0.4027854, , 
         -0.2,     0.4183924, , 
            0,     0.4339907, , 
          0.2,     0.4495799, , 
          0.4,     0.4651595, , 
          0.6,     0.4807292, , 
          0.8,     0.4962887, , 
            1,     0.5118374, , 
          1.2,      0.527375, , 
          1.4,     0.5429012, , 
          1.6,     0.5584155, , 
          1.8,     0.5739175, , 
            2,     0.5894068, , 
          2.2,     0.6048832, , 
          2.4,     0.6203461, , 
          2.6,     0.6357952, , 
          2.8,     0.6512301, , 
            3,     0.6666504, , 
          3.2,     0.6820557, , 
          3.4,     0.6974457, , 
          3.6,       0.71282, , 
          3.8,     0.7281781, , 
            4,     0.7435198, , 
          4.2,     0.7588445, , 
          4.4,     0.7741521, , 
          4.6,      0.789442, , 
          4.8,     0.8047139, , 
            5,     0.8199674, , 

