Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      17.41338, ,            -1,      18.95765, ,            -1,      19.35295, ,            -1,      12.62442, ,            -1,      14.42446, , 
         -0.8,      17.75896, ,          -0.8,      19.30594, ,          -0.8,      19.70047, ,          -0.8,      12.94461, ,          -0.8,      14.75997, , 
         -0.6,      18.06502, ,          -0.6,      19.60697, ,          -0.6,       19.9998, ,          -0.6,       13.2393, ,          -0.6,      15.06511, , 
         -0.4,      18.33377, ,          -0.4,      19.86527, ,          -0.4,      20.25386, ,          -0.4,      13.50894, ,          -0.4,      15.34107, , 
         -0.2,      18.56708, ,          -0.2,      20.08529, ,          -0.2,      20.46834, ,          -0.2,      13.75437, ,          -0.2,      15.58894, , 
            0,      18.76642, ,             0,      20.26893, ,             0,      20.64567, ,             0,      13.97592, ,             0,      15.80924, , 
          0.2,      18.93453, ,           0.2,      20.41848, ,           0.2,      20.78865, ,           0.2,      14.17531, ,           0.2,      16.00392, , 
          0.4,      19.07334, ,           0.4,       20.5376, ,           0.4,      20.90063, ,           0.4,       14.3531, ,           0.4,      16.17413, , 
          0.6,      19.18477, ,           0.6,      20.62715, ,           0.6,      20.98272, ,           0.6,      14.50985, ,           0.6,       16.3208, , 
          0.8,        19.271, ,           0.8,       20.6894, ,           0.8,      21.03789, ,           0.8,      14.64666, ,           0.8,      16.44519, , 
            1,      19.33363, ,             1,      20.72654, ,             1,       21.0677, ,             1,      14.76381, ,             1,      16.54818, , 
          1.2,      19.37441, ,           1.2,       20.7406, ,           1.2,      21.07438, ,           1.2,      14.86212, ,           1.2,      16.63099, , 
          1.4,      19.39461, ,           1.4,      20.73362, ,           1.4,      21.06023, ,           1.4,      14.94242, ,           1.4,      16.69454, , 
          1.6,      19.39544, ,           1.6,      20.70741, ,           1.6,      21.02697, ,           1.6,      15.00494, ,           1.6,      16.73975, , 
          1.8,      19.37797, ,           1.8,      20.66366, ,           1.8,      20.97643, ,           1.8,      15.05037, ,           1.8,      16.76735, , 
            2,      19.34293, ,             2,      20.60284, ,             2,      20.90903, ,             2,      15.07935, ,             2,      16.77812, , 
          2.2,      19.29141, ,           2.2,      20.52582, ,           2.2,      20.82576, ,           2.2,      15.09189, ,           2.2,      16.77255, , 
          2.4,      19.22382, ,           2.4,      20.43306, ,           2.4,      20.72727, ,           2.4,      15.08829, ,           2.4,      16.75082, , 
          2.6,      19.13972, ,           2.6,      20.32357, ,           2.6,      20.61195, ,           2.6,      15.06817, ,           2.6,      16.71275, , 
          2.8,      19.03668, ,           2.8,      20.19174, ,           2.8,      20.47259, ,           2.8,      15.03124, ,           2.8,      16.65794, , 
            3,       18.9059, ,             3,      20.01596, ,             3,      20.28157, ,             3,      14.97583, ,             3,      16.58374, , 
          3.2,      18.72921, ,           3.2,      19.76491, ,           3.2,      20.00461, ,           3.2,      14.89809, ,           3.2,      16.48474, , 
          3.4,      18.48734, ,           3.4,      19.41229, ,           3.4,       19.6154, ,           3.4,      14.79331, ,           3.4,      16.35315, , 
          3.6,      18.16914, ,           3.6,      18.99076, ,           3.6,      19.17187, ,           3.6,      14.65644, ,           3.6,      16.18129, , 
          3.8,      17.78636, ,           3.8,      18.50706, ,           3.8,       18.6866, ,           3.8,      14.48485, ,           3.8,      15.96621, , 
            4,      17.37348, ,             4,      18.00724, ,             4,      18.17774, ,             4,      14.27926, ,             4,      15.70892, , 
          4.2,      16.94368, ,           4.2,      17.58116, ,           4.2,      17.83069, ,           4.2,       14.0468, ,           4.2,      15.41524, , 
          4.4,       16.4892, ,           4.4,      17.18183, ,           4.4,      17.44945, ,           4.4,      13.79907, ,           4.4,      15.09474, , 
          4.6,      15.99254, ,           4.6,      16.76266, ,           4.6,      17.07496, ,           4.6,      13.54049, ,           4.6,      14.75271, , 
          4.8,      15.44132, ,           4.8,      16.32938, ,           4.8,      16.55997, ,           4.8,      13.26701, ,           4.8,       14.3875, , 
            5,      14.91034, ,             5,      15.84862, ,             5,      16.03441, ,             5,      12.96311, ,             5,      13.98561, , 

