Alpha,T1-15.8 m/s-VLM2, , 
           -1,      3.401793, , 
         -0.8,      3.337302, , 
         -0.6,      3.282551, , 
         -0.4,      3.236121, , 
         -0.2,      3.197056, , 
            0,      3.164533, , 
          0.2,        3.1379, , 
          0.4,      3.116382, , 
          0.6,      3.099554, , 
          0.8,      3.086942, , 
            1,      3.078145, , 
          1.2,       3.07282, , 
          1.4,      3.070678, , 
          1.6,      3.071484, , 
          1.8,      3.075029, , 
            2,      3.081178, , 
          2.2,      3.089964, , 
          2.4,      3.101151, , 
          2.6,      3.114757, , 
          2.8,      3.130944, , 
            3,      3.150311, , 
          3.2,      3.174508, , 
          3.4,        3.2065, , 
          3.6,      3.249569, , 
          3.8,      3.306488, , 
            4,      3.375498, , 
          4.2,      3.452511, , 
          4.4,      3.536312, , 
          4.6,      3.629154, , 
          4.8,       3.73602, , 
            5,      3.861691, , 
          5.2,      3.990941, , 

