Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      3.263457, ,            -1,      2.997188, ,            -1,      3.939736, , 
         -0.8,      3.199739, ,          -0.8,      2.942958, ,          -0.8,      3.850083, , 
         -0.6,      3.145278, ,          -0.6,      2.897564, ,          -0.6,      3.771955, , 
         -0.4,      3.098923, ,          -0.4,      2.859626, ,          -0.4,      3.703929, , 
         -0.2,      3.059758, ,          -0.2,      2.828032, ,          -0.2,      3.644859, , 
            0,      3.027035, ,             0,      2.802157, ,             0,      3.593893, , 
          0.2,      2.999923, ,           0.2,      2.781346, ,           0.2,      3.549976, , 
          0.4,      2.977849, ,           0.4,      2.764981, ,           0.4,      3.512424, , 
          0.6,      2.960296, ,           0.6,      2.752732, ,           0.6,      3.480641, , 
          0.8,      2.946808, ,           0.8,      2.744232, ,           0.8,      3.454136, , 
            1,      2.937014, ,             1,      2.739088, ,             1,      3.432449, , 
          1.2,      2.930609, ,           1.2,      2.737001, ,           1.2,      3.415187, , 
          1.4,      2.927337, ,           1.4,      2.737692, ,           1.4,      3.402009, , 
          1.6,      2.927014, ,           1.6,      2.740935, ,           1.6,      3.392673, , 
          1.8,      2.929491, ,           1.8,      2.746517, ,           1.8,      3.386949, , 
            2,      2.934668, ,             2,      2.754486, ,             2,       3.38468, , 
          2.2,      2.942388, ,           2.2,       2.76469, ,           2.2,      3.385738, , 
          2.4,      2.952636, ,           2.4,      2.777127, ,           2.4,      3.390096, , 
          2.6,      2.965577, ,           2.6,      2.792075, ,           2.6,      3.397816, , 
          2.8,       2.98186, ,           2.8,      2.810711, ,           2.8,      3.409183, , 
            3,      3.003224, ,             3,      2.836779, ,             3,      3.424841, , 
          3.2,      3.032998, ,           3.2,      2.875065, ,           3.2,      3.446113, , 
          3.4,      3.074596, ,           3.4,      2.929931, ,           3.4,        3.4749, , 
          3.6,      3.131346, ,           3.6,      2.997325, ,           3.6,      3.513496, , 
          3.8,        3.2008, ,           3.8,      3.078067, ,           3.8,      3.562803, , 
            4,      3.278424, ,             4,      3.162804, ,             4,      3.623263, , 
          4.2,      3.363217, ,           4.2,      3.238411, ,           4.2,      3.694133, , 
          4.4,      3.458485, ,           4.4,      3.317306, ,           4.4,      3.774433, , 
          4.6,      3.569387, ,           4.6,      3.397863, ,           4.6,       3.86414, , 
          4.8,      3.700203, ,           4.8,      3.496186, ,           4.8,      3.964715, , 
            5,      3.838212, ,             5,      3.602265, ,             5,      4.082692, , 

