Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.6210727, , 
         -0.8,     0.6211978, , 
         -0.6,     0.6212983, , 
         -0.4,     0.6213774, , 
         -0.2,     0.6214377, , 
            0,     0.6214817, , 
          0.2,     0.6215111, , 
          0.4,     0.6215276, , 
          0.6,     0.6215326, , 
          0.8,     0.6215273, , 
            1,     0.6215128, , 
          1.2,     0.6214898, , 
          1.4,     0.6214591, , 
          1.6,     0.6214216, , 
          1.8,     0.6213777, , 
            2,     0.6213279, , 
          2.2,     0.6212728, , 
          2.4,     0.6212128, , 
          2.6,     0.6211483, , 
          2.8,     0.6210795, , 
            3,     0.6210067, , 
          3.2,     0.6209303, , 
          3.4,     0.6208505, , 
          3.6,     0.6207675, , 
          3.8,     0.6206816, , 
            4,     0.6205928, , 
          4.2,     0.6205013, , 
          4.4,     0.6204074, , 
          4.6,     0.6203112, , 
          4.8,     0.6202128, , 
            5,     0.6201123, , 
          5.2,     0.6200098, , 
          5.4,     0.6199054, , 
          5.6,     0.6197993, , 
          5.8,     0.6196916, , 
            6,     0.6195822, , 
          6.2,     0.6194714, , 
          6.4,     0.6193591, , 
          6.6,     0.6192455, , 
          6.8,     0.6191306, , 
            7,     0.6190146, , 
          7.2,     0.6188974, , 

