Alpha,T1-15.8 m/s-VLM2, , 
           -5,      6.061599, , 
         -4.8,      6.010504, , 
         -4.6,       5.96341, , 
         -4.4,      5.920098, , 
         -4.2,      5.880347, , 
           -4,      5.843972, , 
         -3.8,      5.810781, , 
         -3.6,      5.780648, , 
         -3.4,      5.753452, , 
         -3.2,      5.729107, , 
           -3,      5.707582, , 
         -2.8,      5.688911, , 
         -2.6,      5.673158, , 
         -2.4,      5.660391, , 
         -2.2,       5.65062, , 
           -2,      5.643948, , 
         -1.8,      5.640396, , 
         -1.6,      5.639975, , 
         -1.4,      5.642767, , 
         -1.2,      5.648887, , 
           -1,      5.658584, , 
         -0.8,      5.671852, , 
         -0.6,       5.68847, , 
         -0.4,      5.708585, , 
         -0.2,      5.732286, , 
            0,      5.759617, , 
          0.2,      5.790721, , 
          0.4,      5.825393, , 
          0.6,      5.864276, , 
          0.8,      5.907286, , 
            1,      5.954527, , 
          1.2,      6.006783, , 
          1.4,      6.064192, , 
          1.6,      6.127889, , 
          1.8,      6.198406, , 
            2,      6.276296, , 
          2.2,      6.362373, , 
          2.4,      6.457936, , 
          2.6,      6.563906, , 
          2.8,      6.682467, , 
            3,      6.814545, , 
          3.2,      6.967293, , 
          3.4,      7.145035, , 
          3.6,      7.355815, , 
          3.8,      7.601707, , 
            4,      7.867366, , 
          4.2,      8.148437, , 
          4.4,      8.439494, , 

