Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -5,       5.83005, ,            -5,      5.959557, ,            -5,      5.363594, , 
         -4.8,      5.872806, ,          -4.8,      6.003211, ,          -4.8,      5.391896, , 
         -4.6,      5.914747, ,          -4.6,      6.044048, ,          -4.6,      5.417988, , 
         -4.4,      5.954288, ,          -4.4,      6.081773, ,          -4.4,      5.441919, , 
         -4.2,      5.990763, ,          -4.2,       6.11687, ,          -4.2,      5.463738, , 
           -4,      6.020451, ,            -4,      6.151135, ,            -4,      5.483487, , 
         -3.8,      6.046947, ,          -3.8,       6.18327, ,          -3.8,      5.501227, , 
         -3.6,      6.071043, ,          -3.6,      6.212933, ,          -3.6,      5.517004, , 
         -3.4,      6.093026, ,          -3.4,      6.240157, ,          -3.4,      5.530897, , 
         -3.2,      6.113611, ,          -3.2,      6.263938, ,          -3.2,      5.542914, , 
           -3,      6.132133, ,            -3,        6.2853, ,            -3,      5.553145, , 
         -2.8,      6.150534, ,          -2.8,      6.303776, ,          -2.8,       5.56161, , 
         -2.6,      6.167301, ,          -2.6,      6.320179, ,          -2.6,      5.568383, , 
         -2.4,      6.182122, ,          -2.4,      6.334593, ,          -2.4,      5.573504, , 
         -2.2,      6.195089, ,          -2.2,      6.346629, ,          -2.2,      5.577019, , 
           -2,      6.204906, ,            -2,      6.356669, ,            -2,      5.578972, , 
         -1.8,      6.210736, ,          -1.8,      6.366303, ,          -1.8,      5.579397, , 
         -1.6,       6.21495, ,          -1.6,      6.374516, ,          -1.6,      5.578338, , 
         -1.4,      6.217507, ,          -1.4,      6.381043, ,          -1.4,      5.575807, , 
         -1.2,      6.218601, ,          -1.2,      6.385949, ,          -1.2,      5.571834, , 
           -1,      6.218214, ,            -1,      6.388071, ,            -1,      5.566414, , 
         -0.8,      6.216484, ,          -0.8,      6.388451, ,          -0.8,      5.559589, , 
         -0.6,      6.213432, ,          -0.6,      6.386948, ,          -0.6,       5.55137, , 
         -0.4,      6.209122, ,          -0.4,      6.383762, ,          -0.4,       5.54178, , 
         -0.2,      6.203628, ,          -0.2,      6.379295, ,          -0.2,      5.530858, , 
            0,      6.196986, ,             0,      6.373592, ,             0,      5.518632, , 
          0.2,       6.18926, ,           0.2,      6.366753, ,           0.2,      5.505135, , 
          0.4,      6.180477, ,           0.4,      6.358007, ,           0.4,      5.490367, , 
          0.6,      6.170693, ,           0.6,      6.348245, ,           0.6,      5.474347, , 
          0.8,      6.159937, ,           0.8,      6.337857, ,           0.8,      5.457095, , 
            1,      6.148239, ,             1,      6.326735, ,             1,      5.438646, , 
          1.2,       6.13562, ,           1.2,      6.314788, ,           1.2,      5.419048, , 
          1.4,      6.122065, ,           1.4,      6.302042, ,           1.4,      5.398284, , 
          1.6,      6.107622, ,           1.6,      6.288574, ,           1.6,       5.37632, , 
          1.8,      6.092253, ,           1.8,      6.274141, ,           1.8,      5.353175, , 
            2,      6.076027, ,             2,      6.259019, ,             2,      5.328941, , 
          2.2,      6.058945, ,           2.2,      6.243189, ,           2.2,      5.303689, , 
          2.4,      6.041019, ,           2.4,      6.226679, ,           2.4,      5.277418, , 
          2.6,      6.022255, ,           2.6,       6.20949, ,           2.6,      5.250105, , 
          2.8,      6.002672, ,           2.8,      6.191631, ,           2.8,      5.221845, , 
            3,      5.982306, ,             3,      6.173098, ,             3,      5.192714, , 
          3.2,      5.961171, ,           3.2,       6.15385, ,           3.2,      5.162719, , 
          3.4,      5.939279, ,           3.4,      6.133897, ,           3.4,      5.131933, , 
          3.6,      5.916624, ,           3.6,      6.113269, ,           3.6,      5.100442, , 
          3.8,      5.893182, ,           3.8,       6.09195, ,           3.8,      5.068231, , 
            4,      5.868976, ,             4,      6.069977, ,             4,      5.035331, , 
          4.2,      5.844039, ,           4.2,      6.047337, ,           4.2,      5.001787, , 
          4.4,      5.818437, ,           4.4,      6.024076, ,           4.4,      4.967675, , 
          4.6,      5.792206, ,           4.6,        6.0002, ,           4.6,      4.932941, , 
          4.8,      5.765344, ,           4.8,      5.975735, ,           4.8,      4.897726, , 
            5,      5.737878, ,             5,      5.950718, ,             5,      4.862069, , 
          5.2,      5.709806, ,           5.2,      5.925166, ,           5.2,      4.825977, , 
          5.4,      5.681165, ,           5.4,      5.899128, ,           5.4,      4.789564, , 
          5.6,      5.651925, ,           5.6,      5.872626, ,           5.6,      4.752812, , 
          5.8,      5.622147, ,           5.8,      5.845708, ,           5.8,       4.71583, , 
            6,      5.591897, ,             6,      5.818427, ,             6,      4.678608, , 
          6.2,      5.561118, ,           6.2,      5.790796, ,           6.2,      4.641235, , 
          6.4,       5.52976, ,           6.4,       5.76287, ,           6.4,      4.603702, , 
          6.6,      5.497933, ,           6.6,      5.734692, ,           6.6,      4.565988, , 
          6.8,      5.465642, ,           6.8,      5.706272, ,           6.8,      4.528202, , 
            7,      5.432869, ,             7,      5.677655, ,             7,       4.49032, , 
          7.2,      5.399497, ,           7.2,      5.648856, ,           7.2,       4.45239, , 
          7.4,      5.365519, ,           7.4,      5.619878, ,           7.4,      4.414452, , 
          7.6,      5.331068, ,           7.6,      5.590742, ,           7.6,      4.376537, , 
          7.8,      5.295908, ,           7.8,      5.561493, ,           7.8,      4.338684, , 
            8,      5.260013, ,             8,      5.532144, ,             8,      4.300915, , 

