Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -5,       7.46795, ,            -5,      7.236687, ,            -5,      7.193414, ,            -5,      9.297868, ,            -5,      8.457047, , 
         -4.8,      7.414721, ,          -4.8,      7.177315, ,          -4.8,      7.134745, ,          -4.8,      9.260147, ,          -4.8,      8.411344, , 
         -4.6,      7.365942, ,          -4.6,      7.124268, ,          -4.6,       7.08518, ,          -4.6,      9.227771, ,          -4.6,      8.370306, , 
         -4.4,       7.32131, ,          -4.4,      7.076516, ,          -4.4,      7.039848, ,          -4.4,      9.200567, ,          -4.4,      8.333736, , 
         -4.2,      7.280598, ,          -4.2,      7.033464, ,          -4.2,      6.997551, ,          -4.2,      9.178387, ,          -4.2,      8.301476, , 
           -4,      7.243673, ,            -4,      6.994368, ,            -4,      6.957726, ,            -4,      9.161122, ,            -4,      8.273407, , 
         -3.8,      7.210265, ,          -3.8,      6.959245, ,          -3.8,      6.921787, ,          -3.8,      9.148594, ,          -3.8,      8.249371, , 
         -3.6,      7.180223, ,          -3.6,      6.928894, ,          -3.6,      6.890768, ,          -3.6,      9.140797, ,          -3.6,      8.229358, , 
         -3.4,       7.15333, ,          -3.4,      6.901169, ,          -3.4,      6.862657, ,          -3.4,      9.137493, ,          -3.4,      8.213278, , 
         -3.2,      7.129418, ,          -3.2,      6.875982, ,          -3.2,      6.836989, ,          -3.2,      9.138673, ,          -3.2,      8.201173, , 
           -3,      7.108362, ,            -3,      6.853636, ,            -3,      6.814513, ,            -3,      9.144455, ,            -3,      8.193045, , 
         -2.8,      7.089991, ,          -2.8,       6.83403, ,          -2.8,      6.794838, ,          -2.8,      9.154732, ,          -2.8,      8.188823, , 
         -2.6,      7.074211, ,          -2.6,      6.817384, ,          -2.6,       6.77825, ,          -2.6,      9.169454, ,          -2.6,      8.188506, , 
         -2.4,      7.060882, ,          -2.4,       6.80313, ,          -2.4,      6.764116, ,          -2.4,      9.188447, ,          -2.4,      8.192024, , 
         -2.2,      7.049934, ,          -2.2,      6.791138, ,          -2.2,      6.752334, ,          -2.2,      9.211763, ,          -2.2,      8.199475, , 
           -2,      7.041277, ,            -2,      6.781278, ,            -2,      6.742764, ,            -2,      9.239195, ,            -2,      8.210834, , 
         -1.8,      7.034864, ,          -1.8,      6.773398, ,          -1.8,      6.735201, ,          -1.8,      9.270771, ,          -1.8,      8.226193, , 
         -1.6,      7.030649, ,          -1.6,      6.767427, ,          -1.6,      6.728858, ,          -1.6,      9.306213, ,          -1.6,      8.245425, , 
         -1.4,      7.028693, ,          -1.4,      6.763221, ,          -1.4,      6.724232, ,          -1.4,      9.345609, ,          -1.4,      8.268766, , 
         -1.2,      7.028969, ,          -1.2,      6.760722, ,          -1.2,      6.721241, ,          -1.2,      9.388686, ,          -1.2,      8.296272, , 
           -1,      7.031565, ,            -1,      6.759893, ,            -1,        6.7198, ,            -1,      9.435475, ,            -1,      8.328135, , 
         -0.8,      7.036419, ,          -0.8,      6.760722, ,          -0.8,      6.719895, ,          -0.8,      9.485866, ,          -0.8,      8.364097, , 
         -0.6,      7.043608, ,          -0.6,       6.76326, ,          -0.6,      6.721754, ,          -0.6,      9.539919, ,          -0.6,      8.404247, , 
