Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -5,     0.7830386, ,            -5,     0.7830386, ,            -5,     0.7830386, ,            -5,     0.7830386, ,            -5,     0.7830386, , 
         -4.8,     0.7961688, ,          -4.8,     0.7961688, ,          -4.8,     0.7961688, ,          -4.8,     0.7961688, ,          -4.8,     0.7961688, , 
         -4.6,     0.8092814, ,          -4.6,     0.8092814, ,          -4.6,     0.8092814, ,          -4.6,     0.8092814, ,          -4.6,     0.8092814, , 
         -4.4,     0.8223761, ,          -4.4,     0.8223761, ,          -4.4,     0.8223761, ,          -4.4,     0.8223761, ,          -4.4,     0.8223761, , 
         -4.2,     0.8354524, ,          -4.2,     0.8354524, ,          -4.2,     0.8354524, ,          -4.2,     0.8354524, ,          -4.2,     0.8354524, , 
           -4,       0.84851, ,            -4,       0.84851, ,            -4,       0.84851, ,            -4,       0.84851, ,            -4,       0.84851, , 
         -3.8,     0.8615485, ,          -3.8,     0.8615485, ,          -3.8,     0.8615485, ,          -3.8,     0.8615485, ,          -3.8,     0.8615485, , 
         -3.6,     0.8745674, ,          -3.6,     0.8745674, ,          -3.6,     0.8745674, ,          -3.6,     0.8745674, ,          -3.6,     0.8745674, , 
         -3.4,     0.8875664, ,          -3.4,     0.8875664, ,          -3.4,     0.8875664, ,          -3.4,     0.8875664, ,          -3.4,     0.8875664, , 
         -3.2,     0.9005451, ,          -3.2,     0.9005451, ,          -3.2,     0.9005451, ,          -3.2,     0.9005451, ,          -3.2,     0.9005451, , 
           -3,     0.9135031, ,            -3,     0.9135031, ,            -3,     0.9135031, ,            -3,     0.9135031, ,            -3,     0.9135031, , 
         -2.8,       0.92644, ,          -2.8,       0.92644, ,          -2.8,       0.92644, ,          -2.8,       0.92644, ,          -2.8,       0.92644, , 
         -2.6,     0.9393554, ,          -2.6,     0.9393554, ,          -2.6,     0.9393554, ,          -2.6,     0.9393554, ,          -2.6,     0.9393554, , 
         -2.4,      0.952249, ,          -2.4,      0.952249, ,          -2.4,      0.952249, ,          -2.4,      0.952249, ,          -2.4,      0.952249, , 
         -2.2,     0.9651203, ,          -2.2,     0.9651203, ,          -2.2,     0.9651203, ,          -2.2,     0.9651203, ,          -2.2,     0.9651203, , 
           -2,      0.977969, ,            -2,      0.977969, ,            -2,      0.977969, ,            -2,      0.977969, ,            -2,      0.977969, , 
         -1.8,     0.9907948, ,          -1.8,     0.9907948, ,          -1.8,     0.9907948, ,          -1.8,     0.9907948, ,          -1.8,     0.9907948, , 
         -1.6,      1.003597, ,          -1.6,      1.003597, ,          -1.6,      1.003597, ,          -1.6,      1.003597, ,          -1.6,      1.003597, , 
         -1.4,      1.016376, ,          -1.4,      1.016376, ,          -1.4,      1.016376, ,          -1.4,      1.016376, ,          -1.4,      1.016376, , 
         -1.2,       1.02913, ,          -1.2,       1.02913, ,          -1.2,       1.02913, ,          -1.2,       1.02913, ,          -1.2,       1.02913, , 
           -1,       1.04186, ,            -1,       1.04186, ,            -1,       1.04186, ,            -1,       1.04186, ,            -1,       1.04186, , 
         -0.8,      1.054565, ,          -0.8,      1.054565, ,          -0.8,      1.054565, ,          -0.8,      1.054565, ,          -0.8,      1.054565, , 
         -0.6,      1.067245, ,          -0.6,      1.067245, ,          -0.6,      1.067245, ,          -0.6,      1.067245, ,          -0.6,      1.067245, , 
         -0.4,      1.079899, ,          -0.4,      1.079899, ,          -0.4,      1.079899, ,          -0.4,      1.079899, ,          -0.4,      1.079899, , 
         -0.2,      1.092527, ,          -0.2,      1.092527, ,          -0.2,      1.092527, ,          -0.2,      1.092527, ,          -0.2,      1.092527, , 
            0,      1.105129, ,             0,      1.105129, ,             0,      1.105129, ,             0,      1.105129, ,             0,      1.105129, , 
          0.2,      1.117704, ,           0.2,      1.117704, ,           0.2,      1.117704, ,           0.2,      1.117704, ,           0.2,      1.117704, , 
          0.4,      1.130252, ,           0.4,      1.130252, ,           0.4,      1.130252, ,           0.4,      1.130252, ,           0.4,      1.130252, , 
          0.6,      1.142773, ,           0.6,      1.142773, ,           0.6,      1.142773, ,           0.6,      1.142773, ,           0.6,      1.142773, , 
