Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.3099774, ,            -1,     0.3099774, ,            -1,     0.3099774, ,            -1,     0.3099774, ,            -1,     0.3099774, , 
         -0.8,     0.3230415, ,          -0.8,     0.3230415, ,          -0.8,     0.3230415, ,          -0.8,     0.3230415, ,          -0.8,     0.3230415, , 
         -0.6,     0.3360981, ,          -0.6,     0.3360981, ,          -0.6,     0.3360981, ,          -0.6,     0.3360981, ,          -0.6,     0.3360981, , 
         -0.4,     0.3491467, ,          -0.4,     0.3491467, ,          -0.4,     0.3491467, ,          -0.4,     0.3491467, ,          -0.4,     0.3491467, , 
         -0.2,      0.362187, ,          -0.2,      0.362187, ,          -0.2,      0.362187, ,          -0.2,      0.362187, ,          -0.2,      0.362187, , 
            0,     0.3752185, ,             0,     0.3752185, ,             0,     0.3752185, ,             0,     0.3752185, ,             0,     0.3752185, , 
          0.2,      0.388241, ,           0.2,      0.388241, ,           0.2,      0.388241, ,           0.2,      0.388241, ,           0.2,      0.388241, , 
          0.4,     0.4012539, ,           0.4,     0.4012539, ,           0.4,     0.4012539, ,           0.4,     0.4012539, ,           0.4,     0.4012539, , 
          0.6,     0.4142569, ,           0.6,     0.4142569, ,           0.6,     0.4142569, ,           0.6,     0.4142569, ,           0.6,     0.4142569, , 
          0.8,     0.4272495, ,           0.8,     0.4272495, ,           0.8,     0.4272495, ,           0.8,     0.4272495, ,           0.8,     0.4272495, , 
            1,     0.4402315, ,             1,     0.4402315, ,             1,     0.4402315, ,             1,     0.4402315, ,             1,     0.4402315, , 
          1.2,     0.4532025, ,           1.2,     0.4532025, ,           1.2,     0.4532025, ,           1.2,     0.4532025, ,           1.2,     0.4532025, , 
          1.4,     0.4661619, ,           1.4,     0.4661619, ,           1.4,     0.4661619, ,           1.4,     0.4661619, ,           1.4,     0.4661619, , 
          1.6,     0.4791095, ,           1.6,     0.4791095, ,           1.6,     0.4791095, ,           1.6,     0.4791095, ,           1.6,     0.4791095, , 
          1.8,     0.4920448, ,           1.8,     0.4920448, ,           1.8,     0.4920448, ,           1.8,     0.4920448, ,           1.8,     0.4920448, , 
            2,     0.5049675, ,             2,     0.5049675, ,             2,     0.5049675, ,             2,     0.5049675, ,             2,     0.5049675, , 
          2.2,     0.5178772, ,           2.2,     0.5178772, ,           2.2,     0.5178772, ,           2.2,     0.5178772, ,           2.2,     0.5178772, , 
          2.4,     0.5307734, ,           2.4,     0.5307734, ,           2.4,     0.5307734, ,           2.4,     0.5307734, ,           2.4,     0.5307734, , 
          2.6,     0.5436559, ,           2.6,     0.5436559, ,           2.6,     0.5436559, ,           2.6,     0.5436559, ,           2.6,     0.5436559, , 
          2.8,     0.5565242, ,           2.8,     0.5565242, ,           2.8,     0.5565242, ,           2.8,     0.5565242, ,           2.8,     0.5565242, , 
            3,     0.5693779, ,             3,     0.5693779, ,             3,     0.5693779, ,             3,     0.5693779, ,             3,     0.5693779, , 
          3.2,     0.5822167, ,           3.2,     0.5822167, ,           3.2,     0.5822167, ,           3.2,     0.5822167, ,           3.2,     0.5822167, , 
          3.4,     0.5950402, ,           3.4,     0.5950402, ,           3.4,     0.5950402, ,           3.4,     0.5950402, ,           3.4,     0.5950402, , 
          3.6,     0.6078479, ,           3.6,     0.6078479, ,           3.6,     0.6078479, ,           3.6,     0.6078479, ,           3.6,     0.6078479, , 
          3.8,     0.6206396, ,           3.8,     0.6206396, ,           3.8,     0.6206396, ,           3.8,     0.6206396, ,           3.8,     0.6206396, , 
            4,     0.6334149, ,             4,     0.6334149, ,             4,     0.6334149, ,             4,     0.6334149, ,             4,     0.6334149, , 
          4.2,     0.6461733, ,           4.2,     0.6461733, ,           4.2,     0.6461733, ,           4.2,     0.6461733, ,           4.2,     0.6461733, , 
          4.4,     0.6589145, ,           4.4,     0.6589145, ,           4.4,     0.6589145, ,           4.4,     0.6589145, ,           4.4,     0.6589145, , 
          4.6,     0.6716381, ,           4.6,     0.6716381, ,           4.6,     0.6716381, ,           4.6,     0.6716381, ,           4.6,     0.6716381, , 
          4.8,     0.6843437, ,           4.8,     0.6843437, ,           4.8,     0.6843437, ,           4.8,     0.6843437, ,           4.8,     0.6843437, , 
            5,     0.6970311, ,             5,     0.6970311, ,             5,     0.6970311, ,             5,     0.6970311, ,             5,     0.6970311, , 
          5.2,     0.7096997, ,           5.2,     0.7096997, ,           5.2,     0.7096997, ,           5.2,     0.7096997, ,           5.2,     0.7096997, , 
          5.4,     0.7223493, ,           5.4,     0.7223493, ,           5.4,     0.7223493, ,           5.4,     0.7223493, ,           5.4,     0.7223493, , 
          5.6,     0.7349794, ,           5.6,     0.7349794, ,           5.6,     0.7349794, ,           5.6,     0.7349794, ,           5.6,     0.7349794, , 
          5.8,     0.7475898, ,           5.8,     0.7475898, ,           5.8,     0.7475898, ,           5.8,     0.7475898, ,           5.8,     0.7475898, , 
            6,       0.76018, ,             6,       0.76018, ,             6,       0.76018, ,             6,       0.76018, ,             6,       0.76018, , 
          6.2,     0.7727497, ,           6.2,     0.7727497, ,           6.2,     0.7727497, ,           6.2,     0.7727497, ,           6.2,     0.7727497, , 
          6.4,     0.7852985, ,           6.4,     0.7852985, ,           6.4,     0.7852985, ,           6.4,     0.7852985, ,           6.4,     0.7852985, , 

