Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.2237597, , 
         -0.8,     0.2326145, , 
         -0.6,     0.2414628, , 
         -0.4,     0.2503042, , 
         -0.2,     0.2591385, , 
            0,     0.2679654, , 
          0.2,     0.2767844, , 
          0.4,     0.2855953, , 
          0.6,     0.2943976, , 
          0.8,     0.3031912, , 
            1,     0.3119757, , 
          1.2,     0.3207507, , 
          1.4,     0.3295159, , 
          1.6,      0.338271, , 
          1.8,     0.3470156, , 
            2,     0.3557495, , 
          2.2,     0.3644723, , 
          2.4,     0.3731837, , 
          2.6,     0.3818834, , 
          2.8,      0.390571, , 
            3,     0.3992462, , 
          3.2,     0.4079088, , 
          3.4,     0.4165583, , 
          3.6,     0.4251945, , 
          3.8,     0.4338171, , 
            4,     0.4424257, , 
          4.2,       0.45102, , 
          4.4,     0.4595997, , 
          4.6,     0.4681646, , 
          4.8,     0.4767143, , 
            5,     0.4852484, , 
          5.2,     0.4937667, , 
          5.4,     0.5022689, , 
          5.6,     0.5107546, , 
          5.8,     0.5192237, , 
            6,     0.5276756, , 
          6.2,     0.5361103, , 
          6.4,     0.5445273, , 
          6.6,     0.5529263, , 
          6.8,     0.5613071, , 
            7,     0.5696694, , 
          7.2,     0.5780129, , 
          7.4,     0.5863373, , 
          7.6,     0.5946422, , 
          7.8,     0.6029275, , 
            8,     0.6111927, , 
          8.2,     0.6194377, , 
          8.4,     0.6276622, , 
          8.6,     0.6358658, , 
          8.8,     0.6440483, , 
            9,     0.6522093, , 
          9.2,     0.6603488, , 
          9.4,     0.6684662, , 
          9.6,     0.6765615, , 
          9.8,     0.6846342, , 
           10,     0.6926842, , 
         10.2,     0.7007112, , 
         10.4,     0.7087148, , 
         10.6,     0.7166949, , 
         10.8,     0.7246512, , 

