Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.3461792, ,            -1,     0.3461792, ,            -1,     0.3461792, , 
         -0.8,     0.3610221, ,          -0.8,     0.3610221, ,          -0.8,     0.3610221, , 
         -0.6,     0.3758574, ,          -0.6,     0.3758574, ,          -0.6,     0.3758574, , 
         -0.4,     0.3906845, ,          -0.4,     0.3906845, ,          -0.4,     0.3906845, , 
         -0.2,     0.4055032, ,          -0.2,     0.4055032, ,          -0.2,     0.4055032, , 
            0,     0.4203131, ,             0,     0.4203131, ,             0,     0.4203131, , 
          0.2,     0.4351136, ,           0.2,     0.4351136, ,           0.2,     0.4351136, , 
          0.4,     0.4499045, ,           0.4,     0.4499045, ,           0.4,     0.4499045, , 
          0.6,     0.4646853, ,           0.6,     0.4646853, ,           0.6,     0.4646853, , 
          0.8,     0.4794557, ,           0.8,     0.4794557, ,           0.8,     0.4794557, , 
            1,     0.4942152, ,             1,     0.4942152, ,             1,     0.4942152, , 
          1.2,     0.5089635, ,           1.2,     0.5089635, ,           1.2,     0.5089635, , 
          1.4,     0.5237001, ,           1.4,     0.5237001, ,           1.4,     0.5237001, , 
          1.6,     0.5384247, ,           1.6,     0.5384247, ,           1.6,     0.5384247, , 
          1.8,     0.5531368, ,           1.8,     0.5531368, ,           1.8,     0.5531368, , 
            2,     0.5678362, ,             2,     0.5678362, ,             2,     0.5678362, , 
          2.2,     0.5825223, ,           2.2,     0.5825223, ,           2.2,     0.5825223, , 
          2.4,     0.5971948, ,           2.4,     0.5971948, ,           2.4,     0.5971948, , 
          2.6,     0.6118534, ,           2.6,     0.6118534, ,           2.6,     0.6118534, , 
          2.8,     0.6264975, ,           2.8,     0.6264975, ,           2.8,     0.6264975, , 
            3,     0.6411269, ,             3,     0.6411269, ,             3,     0.6411269, , 
          3.2,     0.6557412, ,           3.2,     0.6557412, ,           3.2,     0.6557412, , 
          3.4,     0.6703399, ,           3.4,     0.6703399, ,           3.4,     0.6703399, , 
          3.6,     0.6849227, ,           3.6,     0.6849227, ,           3.6,     0.6849227, , 
          3.8,     0.6994892, ,           3.8,     0.6994892, ,           3.8,     0.6994892, , 
            4,      0.714039, ,             4,      0.714039, ,             4,      0.714039, , 
          4.2,     0.7285718, ,           4.2,     0.7285718, ,           4.2,     0.7285718, , 
          4.4,     0.7430871, ,           4.4,     0.7430871, ,           4.4,     0.7430871, , 
          4.6,     0.7575846, ,           4.6,     0.7575846, ,           4.6,     0.7575846, , 
          4.8,     0.7720639, ,           4.8,     0.7720639, ,           4.8,     0.7720639, , 
            5,     0.7865246, ,             5,     0.7865246, ,             5,     0.7865246, , 
          5.2,     0.8009663, ,           5.2,     0.8009663, ,           5.2,     0.8009663, , 

