Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      2.107674, ,            -2,      2.063352, ,            -2,      2.302282, , 
         -1.8,      2.092349, ,          -1.8,       2.04777, ,          -1.8,      2.287322, , 
         -1.6,      2.077936, ,          -1.6,      2.032968, ,          -1.6,      2.273274, , 
         -1.4,      2.064342, ,          -1.4,      2.019082, ,          -1.4,        2.2601, , 
         -1.2,      2.051357, ,          -1.2,       2.00602, ,          -1.2,      2.247773, , 
           -1,      2.039128, ,            -1,      1.993628, ,            -1,      2.236263, , 
         -0.8,      2.027617, ,          -0.8,      1.981972, ,          -0.8,      2.225536, , 
         -0.6,      2.016805, ,          -0.6,      1.971111, ,          -0.6,      2.215555, , 
         -0.4,      2.006658, ,          -0.4,      1.960932, ,          -0.4,      2.206271, , 
         -0.2,      1.997157, ,          -0.2,      1.951298, ,          -0.2,      2.197681, , 
            0,      1.988335, ,             0,      1.942253, ,             0,      2.189747, , 
          0.2,      1.980217, ,           0.2,      1.933747, ,           0.2,      2.182444, , 
          0.4,      1.972656, ,           0.4,      1.925766, ,           0.4,       2.17575, , 
          0.6,      1.965629, ,           0.6,      1.918289, ,           0.6,      2.169659, , 
          0.8,      1.959107, ,           0.8,      1.911288, ,           0.8,      2.164136, , 
            1,      1.953068, ,             1,      1.904755, ,             1,      2.159168, , 
          1.2,      1.947515, ,           1.2,      1.898689, ,           1.2,      2.154742, , 
          1.4,      1.942438, ,           1.4,       1.89306, ,           1.4,      2.150836, , 
          1.6,      1.937822, ,           1.6,      1.887851, ,           1.6,      2.147439, , 
          1.8,      1.933649, ,           1.8,       1.88311, ,           1.8,      2.144552, , 
            2,      1.929909, ,             2,      1.878757, ,             2,      2.142162, , 
          2.2,      1.926575, ,           2.2,      1.874763, ,           2.2,      2.140249, , 
          2.4,      1.923641, ,           2.4,      1.871113, ,           2.4,      2.138785, , 
          2.6,      1.921138, ,           2.6,      1.867806, ,           2.6,      2.137781, , 
          2.8,      1.919015, ,           2.8,      1.864824, ,           2.8,      2.137216, , 
            3,      1.917239, ,             3,       1.86215, ,             3,      2.137066, , 
          3.2,      1.915807, ,           3.2,      1.859776, ,           3.2,      2.137338, , 
          3.4,      1.914804, ,           3.4,      1.857711, ,           3.4,      2.138068, , 
          3.6,      1.914144, ,           3.6,       1.85592, ,           3.6,      2.139256, , 
          3.8,      1.913804, ,           3.8,      1.854348, ,           3.8,      2.140845, , 
            4,      1.913832, ,             4,      1.853017, ,             4,      2.142848, , 
          4.2,      1.914182, ,           4.2,      1.851944, ,           4.2,      2.145252, , 
          4.4,      1.914843, ,           4.4,      1.851131, ,           4.4,      2.148034, , 
          4.6,      1.915898, ,           4.6,      1.850561, ,           4.6,      2.151232, , 
          4.8,      1.917291, ,           4.8,      1.850244, ,           4.8,      2.154814, , 
            5,      1.919044, ,             5,      1.850158, ,             5,      2.158796, , 
          5.2,      1.921183, ,           5.2,      1.850291, ,           5.2,      2.163215, , 
          5.4,      1.923577, ,           5.4,      1.850699, ,           5.4,      2.168073, , 
          5.6,      1.926318, ,           5.6,      1.851429, ,           5.6,      2.173333, , 
          5.8,      1.929339, ,           5.8,      1.852384, ,           5.8,      2.178988, , 
            6,      1.932864, ,             6,      1.853589, ,             6,      2.185079, , 
          6.2,      1.936678, ,           6.2,      1.855073, ,           6.2,      2.191632, , 
          6.4,      1.940834, ,           6.4,       1.85686, ,           6.4,       2.19876, , 
          6.6,      1.945276, ,           6.6,      1.858879, ,           6.6,      2.206534, , 
          6.8,          1.95, ,           6.8,      1.861208, ,           6.8,      2.215361, , 
            7,      1.954969, ,             7,        1.8639, ,             7,      2.224045, , 

