Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      1.403798, ,            -2,      1.355873, ,            -2,      1.347528, ,            -2,      1.817672, ,            -2,      1.602639, , 
         -1.8,      1.394006, ,          -1.8,      1.345751, ,          -1.8,       1.33744, ,          -1.8,      1.809388, ,          -1.8,       1.59402, , 
         -1.6,      1.384895, ,          -1.6,      1.336261, ,          -1.6,      1.327971, ,          -1.6,      1.802016, ,          -1.6,      1.586203, , 
         -1.4,      1.376328, ,          -1.4,       1.32738, ,          -1.4,      1.319099, ,          -1.4,      1.795525, ,          -1.4,      1.579152, , 
         -1.2,        1.3684, ,          -1.2,      1.319066, ,          -1.2,      1.310782, ,          -1.2,        1.7899, ,          -1.2,      1.572869, , 
           -1,      1.361099, ,            -1,      1.311304, ,            -1,      1.303002, ,            -1,      1.785123, ,            -1,      1.567322, , 
         -0.8,      1.354383, ,          -0.8,      1.304066, ,          -0.8,      1.295733, ,          -0.8,       1.78114, ,          -0.8,      1.562501, , 
         -0.6,      1.348253, ,          -0.6,      1.297324, ,          -0.6,      1.288962, ,          -0.6,      1.777878, ,          -0.6,        1.5584, , 
         -0.4,      1.342757, ,          -0.4,      1.291049, ,          -0.4,      1.282652, ,          -0.4,      1.775086, ,          -0.4,      1.554967, , 
         -0.2,      1.337909, ,          -0.2,      1.285227, ,          -0.2,      1.276308, ,          -0.2,      1.773307, ,          -0.2,      1.552221, , 
            0,      1.333575, ,             0,      1.279856, ,             0,      1.270402, ,             0,      1.772201, ,             0,      1.550144, , 
          0.2,      1.329783, ,           0.2,      1.274902, ,           0.2,      1.265193, ,           0.2,      1.771796, ,           0.2,      1.548737, , 
          0.4,      1.326542, ,           0.4,      1.270344, ,           0.4,      1.260492, ,           0.4,      1.772127, ,           0.4,      1.548069, , 
          0.6,      1.323773, ,           0.6,      1.266154, ,           0.6,      1.257112, ,           0.6,      1.773088, ,           0.6,      1.548014, , 
          0.8,      1.321541, ,           0.8,      1.262355, ,           0.8,      1.252944, ,           0.8,      1.774753, ,           0.8,      1.548616, , 
            1,      1.319779, ,             1,      1.258945, ,             1,      1.249123, ,             1,      1.777012, ,             1,      1.549888, , 
          1.2,      1.318586, ,           1.2,      1.255888, ,           1.2,      1.245706, ,           1.2,      1.779906, ,           1.2,      1.551814, , 
          1.4,       1.31794, ,           1.4,      1.253211, ,           1.4,      1.242795, ,           1.4,      1.783386, ,           1.4,      1.554378, , 
          1.6,      1.317844, ,           1.6,       1.25087, ,           1.6,      1.240379, ,           1.6,      1.787457, ,           1.6,      1.557614, , 
          1.8,      1.318278, ,           1.8,      1.248934, ,           1.8,      1.237996, ,           1.8,      1.792174, ,           1.8,      1.561556, , 
            2,      1.319256, ,             2,      1.247405, ,             2,       1.23618, ,             2,      1.797434, ,             2,      1.566157, , 
          2.2,       1.32082, ,           2.2,      1.246228, ,           2.2,       1.23441, ,           2.2,        1.8033, ,           2.2,      1.571519, , 
          2.4,      1.322952, ,           2.4,      1.245459, ,           2.4,      1.233063, ,           2.4,      1.809778, ,           2.4,      1.577647, , 
          2.6,      1.325613, ,           2.6,      1.245184, ,           2.6,      1.232098, ,           2.6,      1.816965, ,           2.6,      1.584657, , 
          2.8,      1.328737, ,           2.8,      1.245342, ,           2.8,      1.231547, ,           2.8,      1.825003, ,           2.8,      1.592832, , 
            3,      1.332271, ,             3,      1.246052, ,             3,      1.231747, ,             3,      1.833743, ,             3,      1.601933, , 
          3.2,      1.336295, ,           3.2,      1.247244, ,           3.2,       1.23202, ,           3.2,      1.842968, ,           3.2,      1.611683, , 
          3.4,      1.340747, ,           3.4,      1.248985, ,           3.4,      1.232771, ,           3.4,      1.853174, ,           3.4,      1.622844, , 
          3.6,      1.345697, ,           3.6,      1.251275, ,           3.6,      1.233958, ,           3.6,      1.864558, ,           3.6,      1.635778, , 
          3.8,      1.350962, ,           3.8,      1.254206, ,           3.8,      1.235623, ,           3.8,      1.877074, ,           3.8,      1.650403, , 
            4,      1.356624, ,             4,      1.257757, ,             4,      1.237881, ,             4,       1.88971, ,             4,      1.665093, , 
          4.2,      1.362687, ,           4.2,      1.262033, ,           4.2,      1.240715, ,           4.2,      1.901693, ,           4.2,       1.67878, , 
          4.4,       1.36922, ,           4.4,       1.26715, ,           4.4,      1.244342, ,           4.4,      1.912883, ,           4.4,      1.691486, , 
          4.6,      1.376169, ,           4.6,      1.273185, ,           4.6,      1.248746, ,           4.6,      1.923766, ,           4.6,      1.703665, , 
          4.8,      1.383785, ,           4.8,      1.280638, ,           4.8,      1.254306, , , , ,           4.8,      1.715673, , 
            5,      1.392309, ,             5,      1.289705, ,             5,      1.261228, , , , ,             5,      1.728775, , 
          5.2,      1.402413, ,           5.2,      1.300965, ,           5.2,      1.269953, , , , , , , , 
          5.4,      1.411863, ,           5.4,      1.313347, ,           5.4,      1.279761, , , , , , , , 
, , ,           5.6,      1.325307, ,           5.6,      1.290064, , , , , , , , 
, , ,           5.8,      1.337302, ,           5.8,      1.301841, , , , , , , , 
, , ,             6,      1.348954, ,             6,      1.315476, , , , , , , , 
, , , , , ,           6.2,      1.330762, , , , , , , , 
, , , , , ,           6.4,      1.346438, , , , , , , , 

