Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      1.099059, ,            -2,      1.049571, ,            -2,      1.305002, , 
         -1.8,      1.091503, ,          -1.8,       1.04132, ,          -1.8,      1.299781, , 
         -1.6,       1.08462, ,          -1.6,      1.033605, ,          -1.6,      1.295428, , 
         -1.4,      1.078387, ,          -1.4,      1.026402, ,          -1.4,      1.291906, , 
         -1.2,      1.072759, ,          -1.2,      1.019706, ,          -1.2,      1.289257, , 
           -1,      1.067779, ,            -1,      1.013486, ,            -1,      1.287441, , 
         -0.8,       1.06341, ,          -0.8,      1.007709, ,          -0.8,      1.286493, , 
         -0.6,      1.059662, ,          -0.6,       1.00235, ,          -0.6,      1.286392, , 
         -0.4,      1.056514, ,          -0.4,     0.9974315, ,          -0.4,      1.287146, , 
         -0.2,      1.054001, ,          -0.2,     0.9929449, ,          -0.2,      1.288704, , 
            0,      1.052158, ,             0,     0.9888997, ,             0,      1.291107, , 
          0.2,      1.051019, ,           0.2,     0.9853278, ,           0.2,      1.294366, , 
          0.4,      1.050551, ,           0.4,     0.9822154, ,           0.4,      1.298533, , 
          0.6,      1.050762, ,           0.6,     0.9796133, ,           0.6,      1.303641, , 
          0.8,      1.051663, ,           0.8,     0.9775134, ,           0.8,      1.309601, , 
            1,      1.053276, ,             1,     0.9760058, ,             1,       1.31663, , 
          1.2,      1.055487, ,           1.2,     0.9750638, ,           1.2,      1.324886, , 
          1.4,      1.058288, ,           1.4,     0.9747115, ,           1.4,      1.334771, , 
          1.6,      1.061678, ,           1.6,     0.9750747, ,           1.6,      1.345122, , 
          1.8,      1.065633, ,           1.8,     0.9760323, ,           1.8,      1.357124, , 
            2,      1.070124, ,             2,      0.977687, ,             2,      1.370994, , 
          2.2,       1.07509, ,           2.2,      0.980056, ,           2.2,      1.387323, , 
          2.4,      1.080568, ,           2.4,     0.9831229, ,           2.4,       1.40395, , 
          2.6,      1.086526, ,           2.6,     0.9870113, ,           2.6,      1.419548, , 
          2.8,      1.093075, ,           2.8,     0.9918865, ,           2.8,      1.434284, , 
            3,      1.100235, ,             3,      0.998164, ,             3,      1.448546, , 
          3.2,      1.108288, ,           3.2,      1.006056, ,           3.2,      1.463068, , 
          3.4,      1.118196, ,           3.4,      1.016324, ,           3.4,      1.480434, , 
          3.6,      1.127954, ,           3.6,      1.028487, , , , , 
, , ,           3.8,      1.040477, , , , , 
, , ,             4,       1.05246, , , , , 
, , ,           4.2,      1.064175, , , , , 

