Alpha,T1-15.8 m/s-VLM2, , 
           -2,      1.031267, , 
         -1.8,      1.024242, , 
         -1.6,      1.017864, , 
         -1.4,      1.012106, , 
         -1.2,      1.007043, , 
           -1,      1.002606, , 
         -0.8,     0.9988256, , 
         -0.6,     0.9956516, , 
         -0.4,     0.9931892, , 
         -0.2,     0.9914347, , 
            0,     0.9904294, , 
          0.2,     0.9901336, , 
          0.4,     0.9904776, , 
          0.6,     0.9916742, , 
          0.8,      0.993537, , 
            1,     0.9960105, , 
          1.2,     0.9990899, , 
          1.4,      1.002826, , 
          1.6,      1.007084, , 
          1.8,      1.011905, , 
            2,      1.017196, , 
          2.2,      1.023104, , 
          2.4,        1.0295, , 
          2.6,      1.036526, , 
          2.8,      1.044457, , 
            3,      1.053927, , 
          3.2,      1.063999, , 

