Alpha,T1-15.8 m/s-VLM2, , 
           -4,      1.549435, , 
         -3.8,      1.515266, , 
         -3.6,      1.483369, , 
         -3.4,      1.453568, , 
         -3.2,      1.425709, , 
           -3,      1.399655, , 
         -2.8,      1.375281, , 
         -2.6,      1.352459, , 
         -2.4,      1.331089, , 
         -2.2,      1.311065, , 
           -2,      1.292306, , 
         -1.8,      1.274719, , 
         -1.6,      1.258243, , 
         -1.4,      1.242803, , 
         -1.2,      1.228341, , 
           -1,      1.214809, , 
         -0.8,      1.202175, , 
         -0.6,      1.190356, , 
         -0.4,      1.179341, , 
         -0.2,      1.169114, , 
            0,      1.159627, , 
          0.2,      1.150843, , 
          0.4,       1.14275, , 
          0.6,      1.135353, , 
          0.8,      1.128635, , 
            1,      1.122545, , 
          1.2,      1.117093, , 
          1.4,      1.112241, , 
          1.6,      1.107943, , 
          1.8,      1.104188, , 
            2,       1.10092, , 
          2.2,      1.098116, , 
          2.4,      1.095749, , 
          2.6,      1.093783, , 
          2.8,        1.0922, , 
            3,      1.090991, , 
          3.2,      1.090133, , 
          3.4,      1.089621, , 
          3.6,      1.089486, , 
          3.8,      1.089693, , 
            4,      1.090285, , 
          4.2,      1.091288, , 
          4.4,      1.092781, , 
          4.6,      1.094855, , 
          4.8,      1.097648, , 
            5,      1.101601, , 
          5.2,      1.107509, , 
          5.4,      1.118325, , 
          5.6,      1.159478, , 

