Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -2,     0.6609039, ,            -2,     0.6609039, ,            -2,     0.6609039, ,            -2,     0.6609039, ,            -2,     0.6609039, ,            -2,     0.6609039, ,            -2,     0.6609039, ,            -2,     0.6609039, ,            -2,     0.6609039, ,            -2,     0.6609039, ,            -2,     0.6609039, , 
         -1.8,     0.6708777, ,          -1.8,     0.6708777, ,          -1.8,     0.6708777, ,          -1.8,     0.6708777, ,          -1.8,     0.6708777, ,          -1.8,     0.6708777, ,          -1.8,     0.6708777, ,          -1.8,     0.6708777, ,          -1.8,     0.6708777, ,          -1.8,     0.6708777, ,          -1.8,     0.6708777, , 
         -1.6,     0.6808317, ,          -1.6,     0.6808317, ,          -1.6,     0.6808317, ,          -1.6,     0.6808317, ,          -1.6,     0.6808317, ,          -1.6,     0.6808317, ,          -1.6,     0.6808317, ,          -1.6,     0.6808317, ,          -1.6,     0.6808317, ,          -1.6,     0.6808317, ,          -1.6,     0.6808317, , 
         -1.4,     0.6907653, ,          -1.4,     0.6907653, ,          -1.4,     0.6907653, ,          -1.4,     0.6907653, ,          -1.4,     0.6907653, ,          -1.4,     0.6907653, ,          -1.4,     0.6907653, ,          -1.4,     0.6907653, ,          -1.4,     0.6907653, ,          -1.4,     0.6907653, ,          -1.4,     0.6907653, , 
         -1.2,     0.7006782, ,          -1.2,     0.7006782, ,          -1.2,     0.7006782, ,          -1.2,     0.7006782, ,          -1.2,     0.7006782, ,          -1.2,     0.7006782, ,          -1.2,     0.7006782, ,          -1.2,     0.7006782, ,          -1.2,     0.7006782, ,          -1.2,     0.7006782, ,          -1.2,     0.7006782, , 
           -1,     0.7105701, ,            -1,     0.7105701, ,            -1,     0.7105701, ,            -1,     0.7105701, ,            -1,     0.7105701, ,            -1,     0.7105701, ,            -1,     0.7105701, ,            -1,     0.7105701, ,            -1,     0.7105701, ,            -1,     0.7105701, ,            -1,     0.7105701, , 
         -0.8,     0.7204407, ,          -0.8,     0.7204407, ,          -0.8,     0.7204407, ,          -0.8,     0.7204407, ,          -0.8,     0.7204407, ,          -0.8,     0.7204407, ,          -0.8,     0.7204407, ,          -0.8,     0.7204407, ,          -0.8,     0.7204407, ,          -0.8,     0.7204407, ,          -0.8,     0.7204407, , 
         -0.6,     0.7302895, ,          -0.6,     0.7302895, ,          -0.6,     0.7302895, ,          -0.6,     0.7302895, ,          -0.6,     0.7302895, ,          -0.6,     0.7302895, ,          -0.6,     0.7302895, ,          -0.6,     0.7302895, ,          -0.6,     0.7302895, ,          -0.6,     0.7302895, ,          -0.6,     0.7302895, , 
         -0.4,     0.7401163, ,          -0.4,     0.7401163, ,          -0.4,     0.7401163, ,          -0.4,     0.7401163, ,          -0.4,     0.7401163, ,          -0.4,     0.7401163, ,          -0.4,     0.7401163, ,          -0.4,     0.7401163, ,          -0.4,     0.7401163, ,          -0.4,     0.7401163, ,          -0.4,     0.7401163, , 
         -0.2,     0.7499208, ,          -0.2,     0.7499208, ,          -0.2,     0.7499208, ,          -0.2,     0.7499208, ,          -0.2,     0.7499208, ,          -0.2,     0.7499208, ,          -0.2,     0.7499208, ,          -0.2,     0.7499208, ,          -0.2,     0.7499208, ,          -0.2,     0.7499208, ,          -0.2,     0.7499208, , 
            0,     0.7597025, ,             0,     0.7597025, ,             0,     0.7597025, ,             0,     0.7597025, ,             0,     0.7597025, ,             0,     0.7597025, ,             0,     0.7597025, ,             0,     0.7597025, ,             0,     0.7597025, ,             0,     0.7597025, ,             0,     0.7597025, , 
          0.2,     0.7694611, ,           0.2,     0.7694611, ,           0.2,     0.7694611, ,           0.2,     0.7694611, ,           0.2,     0.7694611, ,           0.2,     0.7694611, ,           0.2,     0.7694611, ,           0.2,     0.7694611, ,           0.2,     0.7694611, ,           0.2,     0.7694611, ,           0.2,     0.7694611, , 
          0.4,     0.7791963, ,           0.4,     0.7791963, ,           0.4,     0.7791963, ,           0.4,     0.7791963, ,           0.4,     0.7791963, ,           0.4,     0.7791963, ,           0.4,     0.7791963, ,           0.4,     0.7791963, ,           0.4,     0.7791963, ,           0.4,     0.7791963, ,           0.4,     0.7791963, , 
          0.6,     0.7889078, ,           0.6,     0.7889078, ,           0.6,     0.7889078, ,           0.6,     0.7889078, ,           0.6,     0.7889078, ,           0.6,     0.7889078, ,           0.6,     0.7889078, ,           0.6,     0.7889078, ,           0.6,     0.7889078, ,           0.6,     0.7889078, ,           0.6,     0.7889078, , 
          0.8,     0.7985952, ,           0.8,     0.7985952, ,           0.8,     0.7985952, ,           0.8,     0.7985952, ,           0.8,     0.7985952, ,           0.8,     0.7985952, ,           0.8,     0.7985952, ,           0.8,     0.7985952, ,           0.8,     0.7985952, ,           0.8,     0.7985952, ,           0.8,     0.7985952, , 
            1,     0.8082582, ,             1,     0.8082582, ,             1,     0.8082582, ,             1,     0.8082582, ,             1,     0.8082582, ,             1,     0.8082582, ,             1,     0.8082582, ,             1,     0.8082582, ,             1,     0.8082582, ,             1,     0.8082582, ,             1,     0.8082582, , 
          1.2,     0.8178965, ,           1.2,     0.8178965, ,           1.2,     0.8178965, ,           1.2,     0.8178965, ,           1.2,     0.8178965, ,           1.2,     0.8178965, ,           1.2,     0.8178965, ,           1.2,     0.8178965, ,           1.2,     0.8178965, ,           1.2,     0.8178965, ,           1.2,     0.8178965, , 
          1.4,     0.8275098, ,           1.4,     0.8275098, ,           1.4,     0.8275098, ,           1.4,     0.8275098, ,           1.4,     0.8275098, ,           1.4,     0.8275098, ,           1.4,     0.8275098, ,           1.4,     0.8275098, ,           1.4,     0.8275098, ,           1.4,     0.8275098, ,           1.4,     0.8275098, , 
          1.6,     0.8370976, ,           1.6,     0.8370976, ,           1.6,     0.8370976, ,           1.6,     0.8370976, ,           1.6,     0.8370976, ,           1.6,     0.8370976, ,           1.6,     0.8370976, ,           1.6,     0.8370976, ,           1.6,     0.8370976, ,           1.6,     0.8370976, ,           1.6,     0.8370976, , 
          1.8,     0.8466598, ,           1.8,     0.8466598, ,           1.8,     0.8466598, ,           1.8,     0.8466598, ,           1.8,     0.8466598, ,           1.8,     0.8466598, ,           1.8,     0.8466598, ,           1.8,     0.8466598, ,           1.8,     0.8466598, ,           1.8,     0.8466598, ,           1.8,     0.8466598, , 
            2,     0.8561959, ,             2,     0.8561959, ,             2,     0.8561959, ,             2,     0.8561959, ,             2,     0.8561959, ,             2,     0.8561959, ,             2,     0.8561959, ,             2,     0.8561959, ,             2,     0.8561959, ,             2,     0.8561959, ,             2,     0.8561959, , 
          2.2,     0.8657057, ,           2.2,     0.8657057, ,           2.2,     0.8657057, ,           2.2,     0.8657057, ,           2.2,     0.8657057, ,           2.2,     0.8657057, ,           2.2,     0.8657057, ,           2.2,     0.8657057, ,           2.2,     0.8657057, ,           2.2,     0.8657057, ,           2.2,     0.8657057, , 
          2.4,     0.8751889, ,           2.4,     0.8751889, ,           2.4,     0.8751889, ,           2.4,     0.8751889, ,           2.4,     0.8751889, ,           2.4,     0.8751889, ,           2.4,     0.8751889, ,           2.4,     0.8751889, ,           2.4,     0.8751889, ,           2.4,     0.8751889, ,           2.4,     0.8751889, , 
          2.6,     0.8846451, ,           2.6,     0.8846451, ,           2.6,     0.8846451, ,           2.6,     0.8846451, ,           2.6,     0.8846451, ,           2.6,     0.8846451, ,           2.6,     0.8846451, ,           2.6,     0.8846451, ,           2.6,     0.8846451, ,           2.6,     0.8846451, ,           2.6,     0.8846451, , 
          2.8,     0.8940739, ,           2.8,     0.8940739, ,           2.8,     0.8940739, ,           2.8,     0.8940739, ,           2.8,     0.8940739, ,           2.8,     0.8940739, ,           2.8,     0.8940739, ,           2.8,     0.8940739, ,           2.8,     0.8940739, ,           2.8,     0.8940739, ,           2.8,     0.8940739, , 
            3,     0.9034752, ,             3,     0.9034752, ,             3,     0.9034752, ,             3,     0.9034752, ,             3,     0.9034752, ,             3,     0.9034752, ,             3,     0.9034752, ,             3,     0.9034752, ,             3,     0.9034752, ,             3,     0.9034752, ,             3,     0.9034752, , 
          3.2,     0.9128486, ,           3.2,     0.9128486, ,           3.2,     0.9128486, ,           3.2,     0.9128486, ,           3.2,     0.9128486, ,           3.2,     0.9128486, ,           3.2,     0.9128486, ,           3.2,     0.9128486, ,           3.2,     0.9128486, ,           3.2,     0.9128486, ,           3.2,     0.9128486, , 
          3.4,     0.9221938, ,           3.4,     0.9221938, ,           3.4,     0.9221938, ,           3.4,     0.9221938, ,           3.4,     0.9221938, ,           3.4,     0.9221938, ,           3.4,     0.9221938, ,           3.4,     0.9221938, ,           3.4,     0.9221938, ,           3.4,     0.9221938, ,           3.4,     0.9221938, , 
          3.6,     0.9315105, ,           3.6,     0.9315105, ,           3.6,     0.9315105, ,           3.6,     0.9315105, ,           3.6,     0.9315105, ,           3.6,     0.9315105, ,           3.6,     0.9315105, ,           3.6,     0.9315105, ,           3.6,     0.9315105, ,           3.6,     0.9315105, ,           3.6,     0.9315105, , 
