Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -2,     0.9146835, ,            -2,     0.9146835, ,            -2,     0.9146835, ,            -2,     0.9146835, ,            -2,     0.9146835, ,            -2,     0.9146835, ,            -2,     0.9146835, ,            -2,     0.9146835, ,            -2,     0.9146835, ,            -2,     0.9146835, ,            -2,     0.9146835, , 
         -1.8,     0.9296319, ,          -1.8,     0.9296319, ,          -1.8,     0.9296319, ,          -1.8,     0.9296319, ,          -1.8,     0.9296319, ,          -1.8,     0.9296319, ,          -1.8,     0.9296319, ,          -1.8,     0.9296319, ,          -1.8,     0.9296319, ,          -1.8,     0.9296319, ,          -1.8,     0.9296319, , 
         -1.6,     0.9445597, ,          -1.6,     0.9445597, ,          -1.6,     0.9445597, ,          -1.6,     0.9445597, ,          -1.6,     0.9445597, ,          -1.6,     0.9445597, ,          -1.6,     0.9445597, ,          -1.6,     0.9445597, ,          -1.6,     0.9445597, ,          -1.6,     0.9445597, ,          -1.6,     0.9445597, , 
         -1.4,     0.9594665, ,          -1.4,     0.9594665, ,          -1.4,     0.9594665, ,          -1.4,     0.9594665, ,          -1.4,     0.9594665, ,          -1.4,     0.9594665, ,          -1.4,     0.9594665, ,          -1.4,     0.9594665, ,          -1.4,     0.9594665, ,          -1.4,     0.9594665, ,          -1.4,     0.9594665, , 
         -1.2,     0.9743518, ,          -1.2,     0.9743518, ,          -1.2,     0.9743518, ,          -1.2,     0.9743518, ,          -1.2,     0.9743518, ,          -1.2,     0.9743518, ,          -1.2,     0.9743518, ,          -1.2,     0.9743518, ,          -1.2,     0.9743518, ,          -1.2,     0.9743518, ,          -1.2,     0.9743518, , 
           -1,     0.9892152, ,            -1,     0.9892152, ,            -1,     0.9892152, ,            -1,     0.9892152, ,            -1,     0.9892152, ,            -1,     0.9892152, ,            -1,     0.9892152, ,            -1,     0.9892152, ,            -1,     0.9892152, ,            -1,     0.9892152, ,            -1,     0.9892152, , 
         -0.8,      1.004056, ,          -0.8,      1.004056, ,          -0.8,      1.004056, ,          -0.8,      1.004056, ,          -0.8,      1.004056, ,          -0.8,      1.004056, ,          -0.8,      1.004056, ,          -0.8,      1.004056, ,          -0.8,      1.004056, ,          -0.8,      1.004056, ,          -0.8,      1.004056, , 
         -0.6,      1.018875, ,          -0.6,      1.018875, ,          -0.6,      1.018875, ,          -0.6,      1.018875, ,          -0.6,      1.018875, ,          -0.6,      1.018875, ,          -0.6,      1.018875, ,          -0.6,      1.018875, ,          -0.6,      1.018875, ,          -0.6,      1.018875, ,          -0.6,      1.018875, , 
         -0.4,       1.03367, ,          -0.4,       1.03367, ,          -0.4,       1.03367, ,          -0.4,       1.03367, ,          -0.4,       1.03367, ,          -0.4,       1.03367, ,          -0.4,       1.03367, ,          -0.4,       1.03367, ,          -0.4,       1.03367, ,          -0.4,       1.03367, ,          -0.4,       1.03367, , 
         -0.2,      1.048443, ,          -0.2,      1.048443, ,          -0.2,      1.048443, ,          -0.2,      1.048443, ,          -0.2,      1.048443, ,          -0.2,      1.048443, ,          -0.2,      1.048443, ,          -0.2,      1.048443, ,          -0.2,      1.048443, ,          -0.2,      1.048443, ,          -0.2,      1.048443, , 
            0,      1.063191, ,             0,      1.063191, ,             0,      1.063191, ,             0,      1.063191, ,             0,      1.063191, ,             0,      1.063191, ,             0,      1.063191, ,             0,      1.063191, ,             0,      1.063191, ,             0,      1.063191, ,             0,      1.063191, , 
          0.2,      1.077915, ,           0.2,      1.077915, ,           0.2,      1.077915, ,           0.2,      1.077915, ,           0.2,      1.077915, ,           0.2,      1.077915, ,           0.2,      1.077915, ,           0.2,      1.077915, ,           0.2,      1.077915, ,           0.2,      1.077915, ,           0.2,      1.077915, , 
          0.4,      1.092614, ,           0.4,      1.092614, ,           0.4,      1.092614, ,           0.4,      1.092614, ,           0.4,      1.092614, ,           0.4,      1.092614, ,           0.4,      1.092614, ,           0.4,      1.092614, ,           0.4,      1.092614, ,           0.4,      1.092614, ,           0.4,      1.092614, , 
          0.6,      1.107288, ,           0.6,      1.107288, ,           0.6,      1.107288, ,           0.6,      1.107288, ,           0.6,      1.107288, ,           0.6,      1.107288, ,           0.6,      1.107288, ,           0.6,      1.107288, ,           0.6,      1.107288, ,           0.6,      1.107288, ,           0.6,      1.107288, , 
          0.8,      1.121937, ,           0.8,      1.121937, ,           0.8,      1.121937, ,           0.8,      1.121937, ,           0.8,      1.121937, ,           0.8,      1.121937, ,           0.8,      1.121937, ,           0.8,      1.121937, ,           0.8,      1.121937, ,           0.8,      1.121937, ,           0.8,      1.121937, , 
            1,       1.13656, ,             1,       1.13656, ,             1,       1.13656, ,             1,       1.13656, ,             1,       1.13656, ,             1,       1.13656, ,             1,       1.13656, ,             1,       1.13656, ,             1,       1.13656, ,             1,       1.13656, ,             1,       1.13656, , 
          1.2,      1.151157, ,           1.2,      1.151157, ,           1.2,      1.151157, ,           1.2,      1.151157, ,           1.2,      1.151157, ,           1.2,      1.151157, ,           1.2,      1.151157, ,           1.2,      1.151157, ,           1.2,      1.151157, ,           1.2,      1.151157, ,           1.2,      1.151157, , 
          1.4,      1.165727, ,           1.4,      1.165727, ,           1.4,      1.165727, ,           1.4,      1.165727, ,           1.4,      1.165727, ,           1.4,      1.165727, ,           1.4,      1.165727, ,           1.4,      1.165727, ,           1.4,      1.165727, ,           1.4,      1.165727, ,           1.4,      1.165727, , 
          1.6,      1.180271, ,           1.6,      1.180271, ,           1.6,      1.180271, ,           1.6,      1.180271, ,           1.6,      1.180271, ,           1.6,      1.180271, ,           1.6,      1.180271, ,           1.6,      1.180271, ,           1.6,      1.180271, ,           1.6,      1.180271, ,           1.6,      1.180271, , 
          1.8,      1.194786, ,           1.8,      1.194786, ,           1.8,      1.194786, ,           1.8,      1.194786, ,           1.8,      1.194786, ,           1.8,      1.194786, ,           1.8,      1.194786, ,           1.8,      1.194786, ,           1.8,      1.194786, ,           1.8,      1.194786, ,           1.8,      1.194786, , 
            2,      1.209275, ,             2,      1.209275, ,             2,      1.209275, ,             2,      1.209275, ,             2,      1.209275, ,             2,      1.209275, ,             2,      1.209275, ,             2,      1.209275, ,             2,      1.209275, ,             2,      1.209275, ,             2,      1.209275, , 
          2.2,      1.223735, ,           2.2,      1.223735, ,           2.2,      1.223735, ,           2.2,      1.223735, ,           2.2,      1.223735, ,           2.2,      1.223735, ,           2.2,      1.223735, ,           2.2,      1.223735, ,           2.2,      1.223735, ,           2.2,      1.223735, ,           2.2,      1.223735, , 
          2.4,      1.238166, ,           2.4,      1.238166, ,           2.4,      1.238166, ,           2.4,      1.238166, ,           2.4,      1.238166, ,           2.4,      1.238166, ,           2.4,      1.238166, ,           2.4,      1.238166, ,           2.4,      1.238166, ,           2.4,      1.238166, ,           2.4,      1.238166, , 
          2.6,      1.252569, ,           2.6,      1.252569, ,           2.6,      1.252569, ,           2.6,      1.252569, ,           2.6,      1.252569, ,           2.6,      1.252569, ,           2.6,      1.252569, ,           2.6,      1.252569, ,           2.6,      1.252569, ,           2.6,      1.252569, ,           2.6,      1.252569, , 
          2.8,      1.266943, ,           2.8,      1.266943, ,           2.8,      1.266943, ,           2.8,      1.266943, ,           2.8,      1.266943, ,           2.8,      1.266943, ,           2.8,      1.266943, ,           2.8,      1.266943, ,           2.8,      1.266943, ,           2.8,      1.266943, ,           2.8,      1.266943, , 
            3,      1.281287, ,             3,      1.281287, ,             3,      1.281287, ,             3,      1.281287, ,             3,      1.281287, ,             3,      1.281287, ,             3,      1.281287, ,             3,      1.281287, ,             3,      1.281287, ,             3,      1.281287, ,             3,      1.281287, , 
          3.2,      1.295601, ,           3.2,      1.295601, ,           3.2,      1.295601, ,           3.2,      1.295601, ,           3.2,      1.295601, ,           3.2,      1.295601, ,           3.2,      1.295601, ,           3.2,      1.295601, ,           3.2,      1.295601, ,           3.2,      1.295601, ,           3.2,      1.295601, , 
          3.4,      1.309884, ,           3.4,      1.309884, ,           3.4,      1.309884, ,           3.4,      1.309884, ,           3.4,      1.309884, ,           3.4,      1.309884, ,           3.4,      1.309884, ,           3.4,      1.309884, ,           3.4,      1.309884, ,           3.4,      1.309884, ,           3.4,      1.309884, , 
          3.6,      1.324137, ,           3.6,      1.324137, ,           3.6,      1.324137, ,           3.6,      1.324137, ,           3.6,      1.324137, ,           3.6,      1.324137, ,           3.6,      1.324137, ,           3.6,      1.324137, ,           3.6,      1.324137, ,           3.6,      1.324137, ,           3.6,      1.324137, , 
          3.8,      1.338359, ,           3.8,      1.338359, ,           3.8,      1.338359, ,           3.8,      1.338359, ,           3.8,      1.338359, ,           3.8,      1.338359, ,           3.8,      1.338359, ,           3.8,      1.338359, ,           3.8,      1.338359, ,           3.8,      1.338359, ,           3.8,      1.338359, , 
            4,      1.352549, ,             4,      1.352549, ,             4,      1.352549, ,             4,      1.352549, ,             4,      1.352549, ,             4,      1.352549, ,             4,      1.352549, ,             4,      1.352549, ,             4,      1.352549, ,             4,      1.352549, ,             4,      1.352549, , 
          4.2,      1.366708, ,           4.2,      1.366708, ,           4.2,      1.366708, ,           4.2,      1.366708, ,           4.2,      1.366708, ,           4.2,      1.366708, ,           4.2,      1.366708, ,           4.2,      1.366708, ,           4.2,      1.366708, ,           4.2,      1.366708, ,           4.2,      1.366708, , 
          4.4,      1.380834, ,           4.4,      1.380834, ,           4.4,      1.380834, ,           4.4,      1.380834, ,           4.4,      1.380834, ,           4.4,      1.380834, ,           4.4,      1.380834, ,           4.4,      1.380834, ,           4.4,      1.380834, ,           4.4,      1.380834, ,           4.4,      1.380834, , 
          4.6,      1.394928, ,           4.6,      1.394928, ,           4.6,      1.394928, ,           4.6,      1.394928, ,           4.6,      1.394928, ,           4.6,      1.394928, ,           4.6,      1.394928, ,           4.6,      1.394928, ,           4.6,      1.394928, ,           4.6,      1.394928, ,           4.6,      1.394928, , 
          4.8,       1.40899, ,           4.8,       1.40899, ,           4.8,       1.40899, ,           4.8,       1.40899, ,           4.8,       1.40899, ,           4.8,       1.40899, ,           4.8,       1.40899, ,           4.8,       1.40899, ,           4.8,       1.40899, ,           4.8,       1.40899, ,           4.8,       1.40899, , 
, , , , , , , , ,             5,      1.423017, ,             5,      1.423017, ,             5,      1.423017, ,             5,      1.423017, ,             5,      1.423017, , , , , , , , , , , 

