Alpha,T1-15.8 m/s-VLM2, , 
           -4,      8.888138, , 
         -3.8,       9.00106, , 
         -3.6,      9.107866, , 
         -3.4,      9.208631, , 
         -3.2,      9.303417, , 
           -3,      9.392281, , 
         -2.8,      9.475289, , 
         -2.6,      9.552612, , 
         -2.4,      9.624315, , 
         -2.2,      9.690564, , 
           -2,      9.751428, , 
         -1.8,      9.807122, , 
         -1.6,      9.857651, , 
         -1.4,        9.9032, , 
         -1.2,      9.943867, , 
           -1,      9.979695, , 
         -0.8,      10.01063, , 
         -0.6,      10.03709, , 
         -0.4,       10.0589, , 
         -0.2,      10.07598, , 
            0,      10.08851, , 
          0.2,      10.09664, , 
          0.4,      10.10029, , 
          0.6,      10.09927, , 
          0.8,      10.09359, , 
            1,      10.08359, , 
          1.2,      10.06909, , 
          1.4,      10.05033, , 
          1.6,      10.02767, , 
          1.8,      10.00115, , 
            2,      9.971242, , 
          2.2,      9.938134, , 
          2.4,      9.902043, , 
          2.6,      9.863297, , 
          2.8,      9.822036, , 
            3,      9.778347, , 
          3.2,      9.732455, , 
          3.4,      9.684398, , 
          3.6,      9.633934, , 
          3.8,      9.581377, , 
            4,      9.526391, , 
          4.2,       9.46878, , 
          4.4,      9.407911, , 
          4.6,      9.343086, , 
          4.8,      9.273245, , 
            5,      9.194851, , 
          5.2,      9.101684, , 
          5.4,       8.97071, , 
          5.6,      8.611585, , 

