Alpha,T1-15.8 m/s-VLM2, , 
           -2,      7.197178, , 
         -1.8,      7.160861, , 
         -1.6,      7.128264, , 
         -1.4,      7.099178, , 
         -1.2,      7.073479, , 
           -1,      7.050952, , 
         -0.8,      7.031465, , 
         -0.6,      7.014826, , 
         -0.4,       7.00095, , 
         -0.2,      6.989688, , 
            0,      6.980939, , 
          0.2,      6.974549, , 
          0.4,      6.970511, , 
          0.6,      6.968797, , 
          0.8,      6.969184, , 
            1,      6.971575, , 
          1.2,      6.976055, , 
          1.4,      6.982653, , 
          1.6,      6.991175, , 
          1.8,      7.001561, , 
            2,      7.013805, , 
          2.2,      7.027944, , 
          2.4,      7.044029, , 
          2.6,        7.0621, , 
          2.8,      7.082019, , 
            3,      7.103667, , 
          3.2,      7.127029, , 
          3.4,      7.152087, , 
          3.6,      7.178798, , 
          3.8,      7.207044, , 
            4,      7.236804, , 
          4.2,       7.26793, , 
          4.4,      7.300448, , 
          4.6,      7.334233, , 
          4.8,       7.36934, , 
            5,      7.405702, , 
          5.2,      7.443366, , 
          5.4,      7.482475, , 
          5.6,      7.522847, , 
          5.8,      7.564793, , 
            6,      7.608317, , 
          6.2,      7.653899, , 
          6.4,      7.701625, , 
          6.6,       7.75199, , 
          6.8,      7.806477, , 
            7,      7.865911, , 
          7.2,      7.935771, , 
          7.4,      8.028348, , 
          7.6,       8.23733, , 

