Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      4.142579, ,            -2,      4.104894, ,            -2,      4.081904, ,            -2,      4.067436, ,            -2,      4.058886, ,            -2,      4.051139, ,            -2,      4.697567, ,            -2,       4.45373, ,            -2,      4.201295, , 
         -1.8,      4.092468, ,          -1.8,      4.053894, ,          -1.8,      4.030796, ,          -1.8,      4.016445, ,          -1.8,      4.006901, ,          -1.8,      4.001852, ,          -1.8,      4.644911, ,          -1.8,       4.40384, ,          -1.8,      4.152803, , 
         -1.6,      4.045144, ,          -1.6,      4.005737, ,          -1.6,       3.98239, ,          -1.6,       3.96867, ,          -1.6,      3.958709, ,          -1.6,      3.954074, ,          -1.6,      4.595152, ,          -1.6,      4.356735, ,          -1.6,      4.107007, , 
         -1.4,      4.000433, ,          -1.4,      3.960213, ,          -1.4,      3.936624, ,          -1.4,      3.923742, ,          -1.4,      3.913826, ,          -1.4,      3.908845, ,          -1.4,      4.548192, ,          -1.4,      4.312247, ,          -1.4,      4.063713, , 
         -1.2,      3.958209, ,          -1.2,      3.917219, ,          -1.2,      3.893473, ,          -1.2,      3.881026, ,          -1.2,       3.87087, ,          -1.2,       3.86544, ,          -1.2,      4.503913, ,          -1.2,       4.27028, ,          -1.2,      4.022827, , 
           -1,      3.918301, ,            -1,      3.876573, ,            -1,      3.852678, ,            -1,      3.840467, ,            -1,      3.830149, ,            -1,      3.824669, ,            -1,      4.462168, ,            -1,      4.230676, ,            -1,      3.984187, , 
         -0.8,      3.880593, ,          -0.8,      3.838165, ,          -0.8,      3.814107, ,          -0.8,      3.802086, ,          -0.8,      3.791754, ,          -0.8,      3.786182, ,          -0.8,       4.42285, ,          -0.8,      4.193328, ,          -0.8,       3.94768, , 
         -0.6,      3.844965, ,          -0.6,       3.80184, ,          -0.6,       3.77765, ,          -0.6,      3.765886, ,          -0.6,      3.755795, ,          -0.6,      3.749953, ,          -0.6,      4.385814, ,          -0.6,      4.158111, ,          -0.6,      3.913185, , 
         -0.4,       3.81131, ,          -0.4,      3.767517, ,          -0.4,      3.743192, ,          -0.4,      3.731014, ,          -0.4,      3.722197, ,          -0.4,      3.715602, ,          -0.4,      4.350939, ,          -0.4,      4.124913, ,          -0.4,      3.880597, , 
         -0.2,      3.779516, ,          -0.2,      3.735077, ,          -0.2,      3.710621, ,          -0.2,      3.698362, ,          -0.2,      3.690252, ,          -0.2,      3.683479, ,          -0.2,      4.318147, ,          -0.2,      4.093647, ,          -0.2,      3.849823, , 
