Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -4,     0.7847261, ,            -4,     0.7847261, ,            -4,     0.7847261, ,            -4,     0.7847261, ,            -4,     0.7847261, ,            -4,     0.7847261, ,            -4,     0.7847261, ,            -4,     0.7847261, ,            -4,     0.7847261, , 
         -3.8,     0.8003604, ,          -3.8,     0.8003604, ,          -3.8,     0.8003604, ,          -3.8,     0.8003604, ,          -3.8,     0.8003604, ,          -3.8,     0.8003604, ,          -3.8,     0.8003604, ,          -3.8,     0.8003604, ,          -3.8,     0.8003604, , 
         -3.6,     0.8159783, ,          -3.6,     0.8159783, ,          -3.6,     0.8159783, ,          -3.6,     0.8159783, ,          -3.6,     0.8159783, ,          -3.6,     0.8159783, ,          -3.6,     0.8159783, ,          -3.6,     0.8159783, ,          -3.6,     0.8159783, , 
         -3.4,     0.8315793, ,          -3.4,     0.8315793, ,          -3.4,     0.8315793, ,          -3.4,     0.8315793, ,          -3.4,     0.8315793, ,          -3.4,     0.8315793, ,          -3.4,     0.8315793, ,          -3.4,     0.8315793, ,          -3.4,     0.8315793, , 
         -3.2,      0.847163, ,          -3.2,      0.847163, ,          -3.2,      0.847163, ,          -3.2,      0.847163, ,          -3.2,      0.847163, ,          -3.2,      0.847163, ,          -3.2,      0.847163, ,          -3.2,      0.847163, ,          -3.2,      0.847163, , 
           -3,      0.862729, ,            -3,      0.862729, ,            -3,      0.862729, ,            -3,      0.862729, ,            -3,      0.862729, ,            -3,      0.862729, ,            -3,      0.862729, ,            -3,      0.862729, ,            -3,      0.862729, , 
         -2.8,     0.8782769, ,          -2.8,     0.8782769, ,          -2.8,     0.8782769, ,          -2.8,     0.8782769, ,          -2.8,     0.8782769, ,          -2.8,     0.8782769, ,          -2.8,     0.8782769, ,          -2.8,     0.8782769, ,          -2.8,     0.8782769, , 
         -2.6,     0.8938063, ,          -2.6,     0.8938063, ,          -2.6,     0.8938063, ,          -2.6,     0.8938063, ,          -2.6,     0.8938063, ,          -2.6,     0.8938063, ,          -2.6,     0.8938063, ,          -2.6,     0.8938063, ,          -2.6,     0.8938063, , 
         -2.4,     0.9093168, ,          -2.4,     0.9093168, ,          -2.4,     0.9093168, ,          -2.4,     0.9093168, ,          -2.4,     0.9093168, ,          -2.4,     0.9093168, ,          -2.4,     0.9093168, ,          -2.4,     0.9093168, ,          -2.4,     0.9093168, , 
         -2.2,     0.9248078, ,          -2.2,     0.9248078, ,          -2.2,     0.9248078, ,          -2.2,     0.9248078, ,          -2.2,     0.9248078, ,          -2.2,     0.9248078, ,          -2.2,     0.9248078, ,          -2.2,     0.9248078, ,          -2.2,     0.9248078, , 
           -2,     0.9402792, ,            -2,     0.9402792, ,            -2,     0.9402792, ,            -2,     0.9402792, ,            -2,     0.9402792, ,            -2,     0.9402792, ,            -2,     0.9402792, ,            -2,     0.9402792, ,            -2,     0.9402792, , 
         -1.8,     0.9557303, ,          -1.8,     0.9557303, ,          -1.8,     0.9557303, ,          -1.8,     0.9557303, ,          -1.8,     0.9557303, ,          -1.8,     0.9557303, ,          -1.8,     0.9557303, ,          -1.8,     0.9557303, ,          -1.8,     0.9557303, , 
         -1.6,     0.9711609, ,          -1.6,     0.9711609, ,          -1.6,     0.9711609, ,          -1.6,     0.9711609, ,          -1.6,     0.9711609, ,          -1.6,     0.9711609, ,          -1.6,     0.9711609, ,          -1.6,     0.9711609, ,          -1.6,     0.9711609, , 
         -1.4,     0.9865705, ,          -1.4,     0.9865705, ,          -1.4,     0.9865705, ,          -1.4,     0.9865705, ,          -1.4,     0.9865705, ,          -1.4,     0.9865705, ,          -1.4,     0.9865705, ,          -1.4,     0.9865705, ,          -1.4,     0.9865705, , 
         -1.2,      1.001959, ,          -1.2,      1.001959, ,          -1.2,      1.001959, ,          -1.2,      1.001959, ,          -1.2,      1.001959, ,          -1.2,      1.001959, ,          -1.2,      1.001959, ,          -1.2,      1.001959, ,          -1.2,      1.001959, , 
           -1,      1.017325, ,            -1,      1.017325, ,            -1,      1.017325, ,            -1,      1.017325, ,            -1,      1.017325, ,            -1,      1.017325, ,            -1,      1.017325, ,            -1,      1.017325, ,            -1,      1.017325, , 
         -0.8,      1.032669, ,          -0.8,      1.032669, ,          -0.8,      1.032669, ,          -0.8,      1.032669, ,          -0.8,      1.032669, ,          -0.8,      1.032669, ,          -0.8,      1.032669, ,          -0.8,      1.032669, ,          -0.8,      1.032669, , 
         -0.6,      1.047991, ,          -0.6,      1.047991, ,          -0.6,      1.047991, ,          -0.6,      1.047991, ,          -0.6,      1.047991, ,          -0.6,      1.047991, ,          -0.6,      1.047991, ,          -0.6,      1.047991, ,          -0.6,      1.047991, , 
         -0.4,       1.06329, ,          -0.4,       1.06329, ,          -0.4,       1.06329, ,          -0.4,       1.06329, ,          -0.4,       1.06329, ,          -0.4,       1.06329, ,          -0.4,       1.06329, ,          -0.4,       1.06329, ,          -0.4,       1.06329, , 
         -0.2,      1.078565, ,          -0.2,      1.078565, ,          -0.2,      1.078565, ,          -0.2,      1.078565, ,          -0.2,      1.078565, ,          -0.2,      1.078565, ,          -0.2,      1.078565, ,          -0.2,      1.078565, ,          -0.2,      1.078565, , 
            0,      1.093816, ,             0,      1.093816, ,             0,      1.093816, ,             0,      1.093816, ,             0,      1.093816, ,             0,      1.093816, ,             0,      1.093816, ,             0,      1.093816, ,             0,      1.093816, , 
          0.2,      1.109044, ,           0.2,      1.109044, ,           0.2,      1.109044, ,           0.2,      1.109044, ,           0.2,      1.109044, ,           0.2,      1.109044, ,           0.2,      1.109044, ,           0.2,      1.109044, ,           0.2,      1.109044, , 
          0.4,      1.124246, ,           0.4,      1.124246, ,           0.4,      1.124246, ,           0.4,      1.124246, ,           0.4,      1.124246, ,           0.4,      1.124246, ,           0.4,      1.124246, ,           0.4,      1.124246, ,           0.4,      1.124246, , 
          0.6,      1.139424, ,           0.6,      1.139424, ,           0.6,      1.139424, ,           0.6,      1.139424, ,           0.6,      1.139424, ,           0.6,      1.139424, ,           0.6,      1.139424, ,           0.6,      1.139424, ,           0.6,      1.139424, , 
          0.8,      1.154576, ,           0.8,      1.154576, ,           0.8,      1.154576, ,           0.8,      1.154576, ,           0.8,      1.154576, ,           0.8,      1.154576, ,           0.8,      1.154576, ,           0.8,      1.154576, ,           0.8,      1.154576, , 
            1,      1.169703, ,             1,      1.169703, ,             1,      1.169703, ,             1,      1.169703, ,             1,      1.169703, ,             1,      1.169703, ,             1,      1.169703, ,             1,      1.169703, ,             1,      1.169703, , 
          1.2,      1.184803, ,           1.2,      1.184803, ,           1.2,      1.184803, ,           1.2,      1.184803, ,           1.2,      1.184803, ,           1.2,      1.184803, ,           1.2,      1.184803, ,           1.2,      1.184803, ,           1.2,      1.184803, , 
          1.4,      1.199877, ,           1.4,      1.199877, ,           1.4,      1.199877, ,           1.4,      1.199877, ,           1.4,      1.199877, ,           1.4,      1.199877, ,           1.4,      1.199877, ,           1.4,      1.199877, ,           1.4,      1.199877, , 
          1.6,      1.214924, ,           1.6,      1.214924, ,           1.6,      1.214924, ,           1.6,      1.214924, ,           1.6,      1.214924, ,           1.6,      1.214924, ,           1.6,      1.214924, ,           1.6,      1.214924, ,           1.6,      1.214924, , 
          1.8,      1.229944, ,           1.8,      1.229944, ,           1.8,      1.229944, ,           1.8,      1.229944, ,           1.8,      1.229944, ,           1.8,      1.229944, ,           1.8,      1.229944, ,           1.8,      1.229944, ,           1.8,      1.229944, , 
            2,      1.244936, ,             2,      1.244936, ,             2,      1.244936, ,             2,      1.244936, ,             2,      1.244936, ,             2,      1.244936, ,             2,      1.244936, ,             2,      1.244936, ,             2,      1.244936, , 
          2.2,        1.2599, ,           2.2,        1.2599, ,           2.2,        1.2599, ,           2.2,        1.2599, ,           2.2,        1.2599, ,           2.2,        1.2599, ,           2.2,        1.2599, ,           2.2,        1.2599, ,           2.2,        1.2599, , 
          2.4,      1.274836, ,           2.4,      1.274836, ,           2.4,      1.274836, ,           2.4,      1.274836, ,           2.4,      1.274836, ,           2.4,      1.274836, ,           2.4,      1.274836, ,           2.4,      1.274836, ,           2.4,      1.274836, , 
          2.6,      1.289742, ,           2.6,      1.289742, ,           2.6,      1.289742, ,           2.6,      1.289742, ,           2.6,      1.289742, ,           2.6,      1.289742, ,           2.6,      1.289742, ,           2.6,      1.289742, ,           2.6,      1.289742, , 
          2.8,       1.30462, ,           2.8,       1.30462, ,           2.8,       1.30462, ,           2.8,       1.30462, ,           2.8,       1.30462, ,           2.8,       1.30462, ,           2.8,       1.30462, ,           2.8,       1.30462, ,           2.8,       1.30462, , 
            3,      1.319468, ,             3,      1.319468, ,             3,      1.319468, ,             3,      1.319468, ,             3,      1.319468, ,             3,      1.319468, ,             3,      1.319468, ,             3,      1.319468, ,             3,      1.319468, , 
          3.2,      1.334286, ,           3.2,      1.334286, ,           3.2,      1.334286, ,           3.2,      1.334286, ,           3.2,      1.334286, ,           3.2,      1.334286, ,           3.2,      1.334286, ,           3.2,      1.334286, ,           3.2,      1.334286, , 
          3.4,      1.349074, ,           3.4,      1.349074, ,           3.4,      1.349074, ,           3.4,      1.349074, ,           3.4,      1.349074, ,           3.4,      1.349074, ,           3.4,      1.349074, ,           3.4,      1.349074, ,           3.4,      1.349074, , 
          3.6,      1.363831, ,           3.6,      1.363831, ,           3.6,      1.363831, ,           3.6,      1.363831, ,           3.6,      1.363831, ,           3.6,      1.363831, ,           3.6,      1.363831, ,           3.6,      1.363831, ,           3.6,      1.363831, , 
          3.8,      1.378557, ,           3.8,      1.378557, ,           3.8,      1.378557, ,           3.8,      1.378557, ,           3.8,      1.378557, ,           3.8,      1.378557, ,           3.8,      1.378557, ,           3.8,      1.378557, ,           3.8,      1.378557, , 
            4,      1.393252, ,             4,      1.393252, ,             4,      1.393252, ,             4,      1.393252, ,             4,      1.393252, ,             4,      1.393252, ,             4,      1.393252, ,             4,      1.393252, ,             4,      1.393252, , 
          4.2,      1.407915, ,           4.2,      1.407915, ,           4.2,      1.407915, ,           4.2,      1.407915, ,           4.2,      1.407915, ,           4.2,      1.407915, ,           4.2,      1.407915, ,           4.2,      1.407915, ,           4.2,      1.407915, , 
          4.4,      1.422546, ,           4.4,      1.422546, ,           4.4,      1.422546, ,           4.4,      1.422546, ,           4.4,      1.422546, ,           4.4,      1.422546, ,           4.4,      1.422546, ,           4.4,      1.422546, ,           4.4,      1.422546, , 
, , , , , ,           4.6,      1.437144, ,           4.6,      1.437144, ,           4.6,      1.437144, ,           4.6,      1.437144, , , , , , , , , , , 

