Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      6.614336, ,            -2,      6.686118, ,            -2,      6.377005, , 
         -1.8,      6.647787, ,          -1.8,      6.721485, ,          -1.8,      6.402962, , 
         -1.6,      6.678319, ,          -1.6,      6.753928, ,          -1.6,      6.426237, , 
         -1.4,      6.705998, ,          -1.4,      6.783515, ,          -1.4,      6.446896, , 
         -1.2,      6.730884, ,          -1.2,      6.810302, ,          -1.2,       6.46503, , 
           -1,      6.753105, ,            -1,       6.83439, ,            -1,      6.480702, , 
         -0.8,      6.772699, ,          -0.8,      6.855844, ,          -0.8,      6.493954, , 
         -0.6,      6.789785, ,          -0.6,      6.874763, ,          -0.6,      6.504924, , 
         -0.4,       6.80445, ,          -0.4,       6.89127, ,          -0.4,       6.51364, , 
         -0.2,      6.816751, ,          -0.2,      6.905379, ,          -0.2,      6.520161, , 
            0,      6.826809, ,             0,      6.917176, ,             0,      6.524576, , 
          0.2,      6.834699, ,           0.2,      6.926766, ,           0.2,      6.526972, , 
          0.4,       6.84051, ,           0.4,      6.934253, ,           0.4,      6.527386, , 
          0.6,       6.84435, ,           0.6,      6.939748, ,           0.6,      6.525925, , 
          0.8,       6.84627, ,           0.8,      6.943287, ,           0.8,      6.522623, , 
            1,      6.846354, ,             1,       6.94495, ,             1,      6.517537, , 
          1.2,      6.844683, ,           1.2,      6.944839, ,           1.2,      6.510752, , 
          1.4,      6.841315, ,           1.4,      6.942973, ,           1.4,      6.502321, , 
          1.6,      6.836351, ,           1.6,      6.939502, ,           1.6,      6.492334, , 
          1.8,      6.829884, ,           1.8,       6.93452, ,           1.8,      6.480797, , 
            2,      6.821917, ,             2,      6.928096, ,             2,      6.467719, , 
          2.2,      6.812489, ,           2.2,      6.920365, ,           2.2,      6.453224, , 
          2.4,      6.801696, ,           2.4,      6.911263, ,           2.4,      6.437353, , 
          2.6,      6.789623, ,           2.6,      6.900869, ,           2.6,      6.420114, , 
          2.8,      6.776329, ,           2.8,      6.889439, ,           2.8,      6.401579, , 
            3,      6.761873, ,             3,      6.877077, ,             3,      6.381769, , 
          3.2,      6.746216, ,           3.2,      6.863831, ,           3.2,      6.360724, , 
          3.4,       6.72936, ,           3.4,      6.849642, ,           3.4,      6.338464, , 
          3.6,      6.711469, ,           3.6,      6.834419, ,           3.6,      6.315095, , 
          3.8,      6.692558, ,           3.8,      6.818092, ,           3.8,      6.290559, , 
            4,      6.672661, ,             4,      6.800747, ,             4,      6.264837, , 
          4.2,      6.651793, ,           4.2,      6.782468, ,           4.2,      6.237961, , 
          4.4,      6.629938, ,           4.4,      6.763236, ,           4.4,       6.20986, , 
          4.6,      6.607094, ,           4.6,      6.743047, ,           4.6,      6.180597, , 
          4.8,      6.583354, ,           4.8,      6.721709, ,           4.8,      6.150154, , 
            5,      6.558783, ,             5,      6.698824, ,             5,      6.118439, , 
          5.2,      6.533419, ,           5.2,      6.674707, ,           5.2,      6.085272, , 
          5.4,      6.507294, ,           5.4,      6.649719, ,           5.4,      6.050752, , 
          5.6,      6.480472, ,           5.6,      6.623664, ,           5.6,      6.014744, , 
          5.8,      6.452994, ,           5.8,       6.59689, ,           5.8,      5.976876, , 
            6,      6.424916, ,             6,      6.569561, ,             6,      5.937258, , 
          6.2,      6.396311, ,           6.2,      6.541749, ,           6.2,      5.896044, , 
          6.4,      6.367215, ,           6.4,      6.513339, ,           6.4,      5.853372, , 
          6.6,      6.337654, ,           6.6,      6.484509, ,           6.6,      5.808578, , 
          6.8,      6.307649, ,           6.8,       6.45566, ,           6.8,      5.762187, , 
            7,       6.27724, ,             7,      6.426322, ,             7,      5.714597, , 
          7.2,       6.24645, ,           7.2,      6.396713, ,           7.2,      5.665681, , 
          7.4,      6.215264, ,           7.4,      6.366717, ,           7.4,      5.614663, , 
          7.6,      6.183644, ,           7.6,      6.336475, ,           7.6,      5.563857, , 
          7.8,      6.151671, ,           7.8,      6.306388, ,           7.8,      5.510743, , 
            8,      6.119374, ,             8,      6.275921, ,             8,      5.451427, , 

