Alpha,T1-15.8 m/s-VLM2, , 
           -2,     0.7630291, , 
         -1.8,     0.7750006, , 
         -1.6,     0.7869517, , 
         -1.4,      0.798882, , 
         -1.2,     0.8107909, , 
           -1,     0.8226783, , 
         -0.8,     0.8345436, , 
         -0.6,     0.8463865, , 
         -0.4,     0.8582066, , 
         -0.2,     0.8700036, , 
            0,     0.8817771, , 
          0.2,     0.8935267, , 
          0.4,     0.9052519, , 
          0.6,     0.9169526, , 
          0.8,     0.9286282, , 
            1,     0.9402785, , 
          1.2,      0.951903, , 
          1.4,     0.9635014, , 
          1.6,     0.9750734, , 
          1.8,     0.9866185, , 
            2,     0.9981364, , 
          2.2,      1.009627, , 
          2.4,      1.021089, , 
          2.6,      1.032524, , 
          2.8,      1.043929, , 
            3,      1.055306, , 
          3.2,      1.066654, , 
          3.4,      1.077971, , 
          3.6,      1.089259, , 
          3.8,      1.100517, , 
            4,      1.111744, , 
          4.2,       1.12294, , 
          4.4,      1.134104, , 
          4.6,      1.145238, , 
          4.8,      1.156339, , 
            5,      1.167407, , 
          5.2,      1.178444, , 
          5.4,      1.189447, , 
          5.6,      1.200417, , 
          5.8,      1.211354, , 
            6,      1.222256, , 
          6.2,      1.233125, , 
          6.4,      1.243959, , 
          6.6,      1.254758, , 
          6.8,      1.265522, , 
            7,      1.276251, , 
          7.2,      1.286944, , 
          7.4,      1.297601, , 
          7.6,      1.308222, , 

