Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -4,     0.6859896, ,            -4,     0.6859896, ,            -4,     0.6859896, ,            -4,     0.6859896, ,            -4,     0.6859896, ,            -4,     0.6859896, ,            -4,     0.6859896, ,            -4,     0.6859896, ,            -4,     0.6859896, ,            -4,     0.6859896, ,            -4,     0.6859896, ,            -4,     0.6859896, ,            -4,     0.6859896, ,            -4,     0.6859896, ,            -4,     0.6859896, ,            -4,     0.6859896, ,            -4,     0.6859896, ,            -4,     0.6859896, ,            -4,     0.6859896, , 
         -3.8,     0.6992112, ,          -3.8,     0.6992112, ,          -3.8,     0.6992112, ,          -3.8,     0.6992112, ,          -3.8,     0.6992112, ,          -3.8,     0.6992112, ,          -3.8,     0.6992112, ,          -3.8,     0.6992112, ,          -3.8,     0.6992112, ,          -3.8,     0.6992112, ,          -3.8,     0.6992112, ,          -3.8,     0.6992112, ,          -3.8,     0.6992112, ,          -3.8,     0.6992112, ,          -3.8,     0.6992112, ,          -3.8,     0.6992112, ,          -3.8,     0.6992112, ,          -3.8,     0.6992112, ,          -3.8,     0.6992112, , 
         -3.6,     0.7124161, ,          -3.6,     0.7124161, ,          -3.6,     0.7124161, ,          -3.6,     0.7124161, ,          -3.6,     0.7124161, ,          -3.6,     0.7124161, ,          -3.6,     0.7124161, ,          -3.6,     0.7124161, ,          -3.6,     0.7124161, ,          -3.6,     0.7124161, ,          -3.6,     0.7124161, ,          -3.6,     0.7124161, ,          -3.6,     0.7124161, ,          -3.6,     0.7124161, ,          -3.6,     0.7124161, ,          -3.6,     0.7124161, ,          -3.6,     0.7124161, ,          -3.6,     0.7124161, ,          -3.6,     0.7124161, , 
         -3.4,      0.725604, ,          -3.4,      0.725604, ,          -3.4,      0.725604, ,          -3.4,      0.725604, ,          -3.4,      0.725604, ,          -3.4,      0.725604, ,          -3.4,      0.725604, ,          -3.4,      0.725604, ,          -3.4,      0.725604, ,          -3.4,      0.725604, ,          -3.4,      0.725604, ,          -3.4,      0.725604, ,          -3.4,      0.725604, ,          -3.4,      0.725604, ,          -3.4,      0.725604, ,          -3.4,      0.725604, ,          -3.4,      0.725604, ,          -3.4,      0.725604, ,          -3.4,      0.725604, , 
         -3.2,     0.7387746, ,          -3.2,     0.7387746, ,          -3.2,     0.7387746, ,          -3.2,     0.7387746, ,          -3.2,     0.7387746, ,          -3.2,     0.7387746, ,          -3.2,     0.7387746, ,          -3.2,     0.7387746, ,          -3.2,     0.7387746, ,          -3.2,     0.7387746, ,          -3.2,     0.7387746, ,          -3.2,     0.7387746, ,          -3.2,     0.7387746, ,          -3.2,     0.7387746, ,          -3.2,     0.7387746, ,          -3.2,     0.7387746, ,          -3.2,     0.7387746, ,          -3.2,     0.7387746, ,          -3.2,     0.7387746, , 
           -3,     0.7519273, ,            -3,     0.7519273, ,            -3,     0.7519273, ,            -3,     0.7519273, ,            -3,     0.7519273, ,            -3,     0.7519273, ,            -3,     0.7519273, ,            -3,     0.7519273, ,            -3,     0.7519273, ,            -3,     0.7519273, ,            -3,     0.7519273, ,            -3,     0.7519273, ,            -3,     0.7519273, ,            -3,     0.7519273, ,            -3,     0.7519273, ,            -3,     0.7519273, ,            -3,     0.7519273, ,            -3,     0.7519273, ,            -3,     0.7519273, , 
         -2.8,     0.7650618, ,          -2.8,     0.7650618, ,          -2.8,     0.7650618, ,          -2.8,     0.7650618, ,          -2.8,     0.7650618, ,          -2.8,     0.7650618, ,          -2.8,     0.7650618, ,          -2.8,     0.7650618, ,          -2.8,     0.7650618, ,          -2.8,     0.7650618, ,          -2.8,     0.7650618, ,          -2.8,     0.7650618, ,          -2.8,     0.7650618, ,          -2.8,     0.7650618, ,          -2.8,     0.7650618, ,          -2.8,     0.7650618, ,          -2.8,     0.7650618, ,          -2.8,     0.7650618, ,          -2.8,     0.7650618, , 
         -2.6,     0.7781777, ,          -2.6,     0.7781777, ,          -2.6,     0.7781777, ,          -2.6,     0.7781777, ,          -2.6,     0.7781777, ,          -2.6,     0.7781777, ,          -2.6,     0.7781777, ,          -2.6,     0.7781777, ,          -2.6,     0.7781777, ,          -2.6,     0.7781777, ,          -2.6,     0.7781777, ,          -2.6,     0.7781777, ,          -2.6,     0.7781777, ,          -2.6,     0.7781777, ,          -2.6,     0.7781777, ,          -2.6,     0.7781777, ,          -2.6,     0.7781777, ,          -2.6,     0.7781777, ,          -2.6,     0.7781777, , 
         -2.4,     0.7912746, ,          -2.4,     0.7912746, ,          -2.4,     0.7912746, ,          -2.4,     0.7912746, ,          -2.4,     0.7912746, ,          -2.4,     0.7912746, ,          -2.4,     0.7912746, ,          -2.4,     0.7912746, ,          -2.4,     0.7912746, ,          -2.4,     0.7912746, ,          -2.4,     0.7912746, ,          -2.4,     0.7912746, ,          -2.4,     0.7912746, ,          -2.4,     0.7912746, ,          -2.4,     0.7912746, ,          -2.4,     0.7912746, ,          -2.4,     0.7912746, ,          -2.4,     0.7912746, ,          -2.4,     0.7912746, , 
         -2.2,      0.804352, ,          -2.2,      0.804352, ,          -2.2,      0.804352, ,          -2.2,      0.804352, ,          -2.2,      0.804352, ,          -2.2,      0.804352, ,          -2.2,      0.804352, ,          -2.2,      0.804352, ,          -2.2,      0.804352, ,          -2.2,      0.804352, ,          -2.2,      0.804352, ,          -2.2,      0.804352, ,          -2.2,      0.804352, ,          -2.2,      0.804352, ,          -2.2,      0.804352, ,          -2.2,      0.804352, ,          -2.2,      0.804352, ,          -2.2,      0.804352, ,          -2.2,      0.804352, , 
           -2,     0.8174096, ,            -2,     0.8174096, ,            -2,     0.8174096, ,            -2,     0.8174096, ,            -2,     0.8174096, ,            -2,     0.8174096, ,            -2,     0.8174096, ,            -2,     0.8174096, ,            -2,     0.8174096, ,            -2,     0.8174096, ,            -2,     0.8174096, ,            -2,     0.8174096, ,            -2,     0.8174096, ,            -2,     0.8174096, ,            -2,     0.8174096, ,            -2,     0.8174096, ,            -2,     0.8174096, ,            -2,     0.8174096, ,            -2,     0.8174096, , 
