Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -4,      7.151345, ,            -4,      7.104844, ,            -4,      7.027986, ,            -4,      6.981321, ,            -4,      10.15148, ,            -4,      9.520664, ,            -4,      6.965362, ,            -4,      6.941689, ,            -4,      6.937618, ,            -4,      6.929483, ,            -4,      6.920423, ,            -4,      6.914157, ,            -4,      6.911063, ,            -4,      6.909113, ,            -4,      8.626161, ,            -4,      8.006698, ,            -4,      7.531814, ,            -4,      7.350283, ,            -4,      7.306378, , 
         -3.8,      7.071714, ,          -3.8,      7.023752, ,          -3.8,      6.944861, ,          -3.8,      6.897157, ,          -3.8,      10.06068, ,          -3.8,      9.436988, ,          -3.8,       6.88083, ,          -3.8,      6.856608, ,          -3.8,      6.852439, ,          -3.8,      6.844107, ,          -3.8,      6.834803, ,          -3.8,      6.828337, ,          -3.8,      6.825256, ,          -3.8,      6.823423, ,          -3.8,      8.551856, ,          -3.8,      7.933994, ,          -3.8,      7.458023, ,          -3.8,      7.275326, ,          -3.8,      7.230627, , 
         -3.6,      6.998359, ,          -3.6,      6.948999, ,          -3.6,      6.868127, ,          -3.6,      6.819391, ,          -3.6,      9.978136, ,          -3.6,      9.361083, ,          -3.6,      6.802731, ,          -3.6,      6.777977, ,          -3.6,      6.773709, ,          -3.6,       6.76518, ,          -3.6,       6.75564, ,          -3.6,      6.749001, ,          -3.6,      6.745828, ,          -3.6,      6.743989, ,          -3.6,      8.484614, ,          -3.6,      7.867882, ,          -3.6,      7.390377, ,          -3.6,      7.206417, ,          -3.6,      7.160953, , 
         -3.4,       6.93085, ,          -3.4,      6.880121, ,          -3.4,      6.797349, ,          -3.4,      6.747612, ,          -3.4,      9.903909, ,          -3.4,      9.292783, ,          -3.4,      6.730622, ,          -3.4,      6.705356, ,          -3.4,      6.700988, ,          -3.4,      6.692263, ,          -3.4,      6.682491, ,          -3.4,       6.67569, ,          -3.4,      6.672433, ,          -3.4,      6.670543, ,          -3.4,      8.424034, ,          -3.4,      7.807974, ,          -3.4,      7.328519, ,          -3.4,      7.143198, ,          -3.4,      7.096987, , 
         -3.2,      6.868899, ,          -3.2,      6.816872, ,          -3.2,      6.732171, ,          -3.2,       6.68145, ,          -3.2,      9.837376, ,          -3.2,      9.231667, ,          -3.2,      6.664128, ,          -3.2,      6.638385, ,          -3.2,      6.633926, ,          -3.2,      6.625013, ,          -3.2,      6.615012, ,          -3.2,      6.608047, ,          -3.2,      6.604708, ,          -3.2,      6.602769, ,          -3.2,      8.369877, ,          -3.2,       7.75399, ,          -3.2,      7.272153, ,          -3.2,      7.085366, ,          -3.2,      7.038426, , 
           -3,      6.812125, ,            -3,      6.758838, ,            -3,      6.672289, ,            -3,      6.620547, ,            -3,      9.778629, ,            -3,      9.177695, ,            -3,      6.602878, ,            -3,      6.576647, ,            -3,      6.572093, ,            -3,      6.562991, ,            -3,      6.552754, ,            -3,      6.545628, ,            -3,      6.542205, ,            -3,      6.540216, ,            -3,      8.321972, ,            -3,      7.705726, ,            -3,      7.221035, ,            -3,      7.032642, ,            -3,      6.984971, , 
         -2.8,      6.760264, ,          -2.8,      6.705753, ,          -2.8,      6.617356, ,          -2.8,      6.564596, ,          -2.8,      9.727426, ,          -2.8,      9.130619, ,          -2.8,      6.546582, ,          -2.8,      6.519859, ,          -2.8,      6.515204, ,          -2.8,      6.505903, ,          -2.8,      6.495448, ,          -2.8,      6.488172, ,          -2.8,      6.484663, ,          -2.8,      6.482608, ,          -2.8,      8.280038, ,          -2.8,      7.662894, ,          -2.8,      7.174905, ,          -2.8,      6.984769, ,          -2.8,      6.936364, , 
         -2.6,       6.71302, ,          -2.6,      6.657318, ,          -2.6,      6.567118, ,          -2.6,      6.513329, ,          -2.6,      9.683482, ,          -2.6,      9.090164, ,          -2.6,      6.494965, ,          -2.6,      6.467732, ,          -2.6,      6.462983, ,          -2.6,      6.453495, ,          -2.6,      6.442808, ,          -2.6,      6.435341, ,          -2.6,      6.431736, ,          -2.6,       6.42964, ,          -2.6,      8.243813, ,          -2.6,      7.625219, ,          -2.6,      7.133537, ,          -2.6,      6.941502, ,          -2.6,      6.892344, , 
         -2.4,      6.670152, ,          -2.4,      6.613265, ,          -2.4,      6.521296, ,          -2.4,      6.466456, ,          -2.4,      9.646161, ,          -2.4,      9.055783, ,          -2.4,      6.447714, ,          -2.4,      6.420007, ,          -2.4,      6.415163, ,          -2.4,      6.405481, ,          -2.4,      6.394567, ,          -2.4,      6.386873, ,          -2.4,      6.383153, ,          -2.4,      6.380989, ,          -2.4,      8.212892, ,          -2.4,      7.592452, ,          -2.4,      7.096729, ,          -2.4,      6.902641, ,          -2.4,      6.852711, , 
         -2.2,        6.6314, ,          -2.2,      6.573351, ,          -2.2,      6.479634, ,          -2.2,      6.423749, ,          -2.2,      9.615846, ,          -2.2,      9.027743, ,          -2.2,      6.404655, ,          -2.2,      6.376426, ,          -2.2,      6.371482, ,          -2.2,      6.361596, ,          -2.2,      6.350439, ,          -2.2,      6.342547, ,          -2.2,      6.338721, ,          -2.2,      6.336496, ,          -2.2,      8.187357, ,          -2.2,      7.564518, ,          -2.2,       7.06433, ,          -2.2,      6.867996, ,          -2.2,      6.817257, , 
