Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -2,      10.56472, ,            -2,      10.91647, ,            -2,      7.186725, ,            -2,      11.09856, ,            -2,      11.16867, ,            -2,      11.23507, ,            -2,      11.25555, ,            -2,      11.26557, ,            -2,      8.054086, ,            -2,      8.876282, ,            -2,      10.16382, , 
         -1.8,      10.62141, ,          -1.8,      10.98535, ,          -1.8,      7.186255, ,          -1.8,      11.17401, ,          -1.8,      11.24664, ,          -1.8,      11.31559, ,          -1.8,       11.3369, ,          -1.8,      11.34786, ,          -1.8,      8.058954, ,          -1.8,      8.891458, ,          -1.8,      10.20733, , 
         -1.6,      10.67175, ,          -1.6,      11.04807, ,          -1.6,      7.180423, ,          -1.6,      11.24371, ,          -1.6,      11.31897, ,          -1.6,      11.39051, ,          -1.6,      11.41353, ,          -1.6,      11.42906, ,          -1.6,      8.058243, ,          -1.6,      8.900699, ,          -1.6,      10.24439, , 
         -1.4,      10.71554, ,          -1.4,       11.1045, ,          -1.4,      7.169155, ,          -1.4,      11.30773, ,          -1.4,      11.38592, ,          -1.4,      11.46036, ,          -1.4,      11.49018, ,          -1.4,      11.50856, ,          -1.4,      8.051786, ,          -1.4,      8.903819, ,          -1.4,      10.27473, , 
         -1.2,      10.75294, ,          -1.2,      11.15501, ,          -1.2,      7.153108, ,          -1.2,      11.36601, ,          -1.2,      11.44735, ,          -1.2,      11.52789, ,          -1.2,      11.56355, ,          -1.2,      11.58398, ,          -1.2,      8.040284, ,          -1.2,      8.901362, ,          -1.2,      10.29861, , 
           -1,      10.78388, ,            -1,       11.1992, ,            -1,      7.132574, ,            -1,        11.419, ,            -1,       11.5041, ,            -1,       11.5929, ,            -1,      11.63264, ,            -1,        11.655, ,            -1,      8.024005, ,            -1,      8.893553, ,            -1,      10.31594, , 
         -0.8,      10.80859, ,          -0.8,      11.23735, ,          -0.8,      7.109817, ,          -0.8,      11.46633, ,          -0.8,      11.55565, ,          -0.8,       11.6553, ,          -0.8,      11.69791, ,          -0.8,      11.72248, ,          -0.8,      8.005298, ,          -0.8,      8.882261, ,          -0.8,      10.32694, , 
         -0.6,      10.82694, ,          -0.6,      11.26921, ,          -0.6,      7.081331, ,          -0.6,      11.50842, ,          -0.6,      11.60291, ,          -0.6,      11.71347, ,          -0.6,         11.76, ,          -0.6,      11.78557, ,          -0.6,      7.980432, ,          -0.6,      8.864609, ,          -0.6,      10.33162, , 
         -0.4,        10.839, ,          -0.4,      11.29468, ,          -0.4,      7.048644, ,          -0.4,      11.54455, ,          -0.4,      11.64552, ,          -0.4,      11.76689, ,          -0.4,      11.81656, ,          -0.4,       11.8432, ,          -0.4,      7.950985, ,          -0.4,      8.841791, ,          -0.4,         10.33, , 
         -0.2,      10.84481, ,          -0.2,      11.31386, ,          -0.2,      7.012262, ,          -0.2,      11.57446, ,          -0.2,      11.68286, ,          -0.2,      11.81276, ,          -0.2,      11.86468, ,          -0.2,      11.89242, ,          -0.2,      7.917404, ,          -0.2,      8.814168, ,          -0.2,       10.3222, , 
            0,       10.8444, ,             0,      11.32644, ,             0,      6.972478, ,             0,      11.59741, ,             0,      11.71338, ,             0,       11.8506, ,             0,      11.90408, ,             0,      11.93251, ,             0,          7.88, ,             0,      8.782032, ,             0,      10.30829, , 
          0.2,      10.83812, ,           0.2,      11.33256, ,           0.2,      6.929751, ,           0.2,      11.61262, ,           0.2,      11.73442, ,           0.2,      11.87807, ,           0.2,      11.93221, ,           0.2,      11.96026, ,           0.2,      7.839094, ,           0.2,      8.745556, ,           0.2,      10.28853, , 
          0.4,      10.82573, ,           0.4,        11.332, ,           0.4,      6.884035, ,           0.4,      11.61993, ,           0.4,       11.7463, ,           0.4,      11.88646, ,           0.4,      11.93855, ,           0.4,      11.96594, ,           0.4,      7.794459, ,           0.4,      8.704285, ,           0.4,      10.26216, , 
          0.6,      10.80764, ,           0.6,      11.32512, ,           0.6,      6.837292, ,           0.6,      11.61938, ,           0.6,      11.74896, ,           0.6,      11.89558, ,           0.6,      11.94818, ,           0.6,      11.97284, ,           0.6,      7.747403, ,           0.6,      8.658849, ,           0.6,      10.22972, , 
          0.8,      10.78408, ,           0.8,       11.3122, ,           0.8,      6.786962, ,           0.8,      11.61128, ,           0.8,      11.74341, ,           0.8,      11.89025, ,           0.8,       11.9425, ,           0.8,      11.96924, ,           0.8,      7.696276, ,           0.8,      8.608865, ,           0.8,      10.19105, , 
            1,      10.75504, ,             1,      11.29371, ,             1,      6.734719, ,             1,      11.59667, ,             1,      11.73016, ,             1,      11.87597, ,             1,       11.9271, ,             1,      11.95319, ,             1,      7.641866, ,             1,      8.554549, ,             1,      10.14582, , 
          1.2,      10.72066, ,           1.2,      11.26993, ,           1.2,      6.680233, ,           1.2,      11.57611, ,           1.2,       11.7113, ,           1.2,      11.85688, ,           1.2,      11.90759, ,           1.2,      11.93288, ,           1.2,       7.58413, ,           1.2,      8.495373, ,           1.2,      10.09337, , 
          1.4,      10.68104, ,           1.4,      11.24129, ,           1.4,      6.623187, ,           1.4,      11.55038, ,           1.4,      11.68678, ,           1.4,      11.83332, ,           1.4,       11.8836, ,           1.4,      11.90807, ,           1.4,      7.522981, ,           1.4,      8.431178, ,           1.4,      10.03339, , 
          1.6,      10.63627, ,           1.6,      11.20818, ,           1.6,      6.564813, ,           1.6,      11.52014, ,           1.6,      11.65662, ,           1.6,      11.80166, ,           1.6,      11.85073, ,           1.6,      11.87574, ,           1.6,      7.458747, ,           1.6,      8.361856, ,           1.6,      9.965275, , 
          1.8,      10.58619, ,           1.8,      11.17114, ,           1.8,      6.504165, ,           1.8,      11.48587, ,           1.8,        11.623, ,           1.8,       11.7672, ,           1.8,      11.81606, ,           1.8,      11.84091, ,           1.8,      7.390669, ,           1.8,      8.286683, ,           1.8,      9.888535, , 
            2,      10.53068, ,             2,      11.13042, ,             2,      6.441591, ,             2,      11.44792, ,             2,      11.58484, ,             2,      11.72968, ,             2,      11.77784, ,             2,      11.80258, ,             2,      7.318918, ,             2,      8.205628, ,             2,      9.803139, , 
          2.2,      10.46945, ,           2.2,      11.08627, ,           2.2,      6.377157, ,           2.2,      11.40669, ,           2.2,      11.54337, ,           2.2,      11.68818, ,           2.2,      11.73606, ,           2.2,      11.76052, ,           2.2,      7.243412, ,           2.2,      8.118569, ,           2.2,       9.70876, , 
          2.4,      10.40219, ,           2.4,      11.03889, ,           2.4,      6.310834, ,           2.4,      11.36282, ,           2.4,      11.49947, ,           2.4,      11.64384, ,           2.4,      11.69199, ,           2.4,      11.71642, ,           2.4,      7.163945, ,           2.4,      8.025818, ,           2.4,      9.606284, , 
          2.6,      10.32762, ,           2.6,      10.98837, ,           2.6,      6.242313, ,           2.6,      11.31651, ,           2.6,       11.4535, ,           2.6,      11.59755, ,           2.6,      11.64534, ,           2.6,      11.66949, ,           2.6,      7.080096, ,           2.6,      7.927007, ,           2.6,      9.495701, , 
          2.8,      10.24422, ,           2.8,      10.93478, ,           2.8,      6.171841, ,           2.8,      11.26805, ,           2.8,      11.40554, ,           2.8,      11.54942, ,           2.8,      11.59694, ,           2.8,      11.62086, ,           2.8,      6.991966, ,           2.8,      7.822097, ,           2.8,       9.37646, , 
            3,      10.15017, ,             3,      10.87798, ,             3,      6.098992, ,             3,       11.2178, ,             3,      11.35594, ,             3,      11.49957, ,             3,      11.54673, ,             3,      11.57038, ,             3,      6.899423, ,             3,      7.712364, ,             3,      9.251491, , 
          3.2,      10.03989, ,           3.2,       10.8182, ,           3.2,      6.022305, ,           3.2,      11.16589, ,           3.2,      11.30477, ,           3.2,      11.44804, ,           3.2,      11.49474, ,           3.2,      11.51805, ,           3.2,       6.79861, ,           3.2,      7.588781, ,           3.2,      9.103845, , 
          3.4,      9.893076, ,           3.4,      10.75458, ,           3.4,      5.934445, ,           3.4,      11.11219, ,           3.4,      11.25197, ,           3.4,      11.39479, ,           3.4,      11.44088, ,           3.4,       11.4639, ,           3.4,      6.670471, ,           3.4,      7.405676, ,           3.4,      8.847711, , 
          3.6,      9.723877, ,           3.6,      10.68664, ,           3.6,      5.848077, ,           3.6,       11.0567, ,           3.6,      11.19729, ,           3.6,      11.33955, ,           3.6,      11.38515, ,           3.6,      11.40794, ,           3.6,      6.549285, ,           3.6,      7.248661, ,           3.6,      8.641143, , 
          3.8,      9.535932, ,           3.8,       10.6139, ,           3.8,      5.765324, ,           3.8,      10.99949, ,           3.8,      11.14089, ,           3.8,      11.28255, ,           3.8,      11.32761, ,           3.8,      11.35005, ,           3.8,       6.44096, ,           3.8,      7.132588, ,           3.8,      8.511078, , 
            4,      9.333247, ,             4,      10.53346, ,             4,      5.680005, ,             4,      10.94002, ,             4,      11.08239, ,             4,      11.22353, ,             4,      11.26791, ,             4,      11.29008, ,             4,      6.329504, ,             4,      7.019335, ,             4,      8.391012, , 
          4.2,      9.141588, ,           4.2,        10.443, ,           4.2,      5.591321, ,           4.2,      10.87831, ,           4.2,      11.02184, ,           4.2,      11.16251, ,           4.2,      11.20633, ,           4.2,       11.2283, ,           4.2,      6.212704, ,           4.2,      6.902206, ,           4.2,      8.275264, , 
          4.4,      8.924226, ,           4.4,      10.33541, ,           4.4,      5.499005, ,           4.4,      10.81379, ,           4.4,      10.95875, ,           4.4,      11.09936, ,           4.4,      11.14279, ,           4.4,      11.16448, ,           4.4,      6.090373, ,           4.4,      6.780612, ,           4.4,      8.152374, , 
          4.6,      8.392091, ,           4.6,       10.1747, ,           4.6,      5.402634, ,           4.6,       10.7459, ,           4.6,      10.89281, ,           4.6,      11.03388, ,           4.6,      11.07703, ,           4.6,      11.09855, ,           4.6,      5.962202, ,           4.6,      6.653482, ,           4.6,      7.940103, , 
          4.8,       8.25892, ,           4.8,      9.721149, ,           4.8,      5.300759, ,           4.8,      10.67426, ,           4.8,      10.82382, ,           4.8,       10.9659, ,           4.8,      11.00894, ,           4.8,       11.0304, ,           4.8,      5.826321, ,           4.8,      6.517894, ,           4.8,      7.831165, , 
, , , , , , , , ,             5,      10.59805, ,             5,      10.75163, ,             5,      10.89561, ,             5,      10.93862, ,             5,      10.96003, , , , , , , , , , , 

