Alpha,T1-15.8 m/s-VLM2, , 
           -4,      5.286867, , 
         -3.8,      5.211305, , 
         -3.6,      5.141316, , 
         -3.4,      5.076571, , 
         -3.2,      5.016644, , 
           -3,      4.961283, , 
         -2.8,      4.910186, , 
         -2.6,      4.863135, , 
         -2.4,      4.819909, , 
         -2.2,      4.780334, , 
           -2,      4.744277, , 
         -1.8,      4.711666, , 
         -1.6,      4.682327, , 
         -1.4,      4.656312, , 
         -1.2,      4.633458, , 
           -1,      4.613897, , 
         -0.8,      4.597517, , 
         -0.6,      4.584417, , 
         -0.4,      4.574653, , 
         -0.2,      4.568078, , 
            0,      4.564782, , 
          0.2,      4.564464, , 
          0.4,      4.567036, , 
          0.6,      4.572298, , 
          0.8,      4.579984, , 
            1,       4.58994, , 
          1.2,       4.60191, , 
          1.4,       4.61572, , 
          1.6,      4.631277, , 
          1.8,      4.648534, , 
            2,      4.667503, , 
          2.2,      4.688065, , 
          2.4,      4.710358, , 
          2.6,      4.734469, , 
          2.8,      4.760616, , 
            3,      4.789137, , 
          3.2,      4.820556, , 
          3.4,      4.855584, , 
          3.6,      4.896346, , 
          3.8,      4.945946, , 
            4,      5.017794, , 
          4.2,      5.208192, , 

