Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -2,       8.96542, ,            -2,      8.849455, ,            -2,      11.29079, ,            -2,      8.788122, ,            -2,      8.764405, ,            -2,      8.739832, ,            -2,      8.730042, ,            -2,      8.724484, ,            -2,      10.40306, ,            -2,      9.802249, ,            -2,      9.111915, , 
         -1.8,      8.924388, ,          -1.8,       8.80546, ,          -1.8,       11.2494, ,          -1.8,      8.743022, ,          -1.8,      8.718932, ,          -1.8,      8.694347, ,          -1.8,       8.68561, ,          -1.8,      8.680447, ,          -1.8,      10.36816, ,          -1.8,      9.767938, ,          -1.8,      9.074392, , 
         -1.6,      8.887474, ,          -1.6,      8.765631, ,          -1.6,      11.21293, ,          -1.6,      8.702101, ,          -1.6,      8.677658, ,          -1.6,       8.65297, ,          -1.6,      8.644976, ,          -1.6,      8.640277, ,          -1.6,      10.33801, ,          -1.6,      9.737982, ,          -1.6,      9.040865, , 
         -1.4,      8.854454, ,          -1.4,      8.729741, ,          -1.4,      11.18146, ,          -1.4,      8.665129, ,          -1.4,      8.640349, ,          -1.4,      8.615657, ,          -1.4,      8.607813, ,          -1.4,      8.603652, ,          -1.4,       10.3123, ,          -1.4,      9.712123, ,          -1.4,      9.011123, , 
         -1.2,      8.825149, ,          -1.2,      8.697616, ,          -1.2,      11.15475, ,          -1.2,      8.631909, ,          -1.2,      8.606776, ,          -1.2,       8.58218, ,          -1.2,      8.574063, ,          -1.2,      8.570242, ,          -1.2,      10.29082, ,          -1.2,      9.690171, ,          -1.2,      8.984984, , 
           -1,      8.799379, ,            -1,      8.669098, ,            -1,      11.13293, ,            -1,      8.602267, ,            -1,      8.576764, ,            -1,      8.552249, ,            -1,      8.543978, ,            -1,      8.540111, ,            -1,      10.27368, ,            -1,      9.672127, ,            -1,      8.962305, , 
         -0.8,      8.776998, ,          -0.8,      8.643978, ,          -0.8,      11.11567, ,          -0.8,       8.57603, ,          -0.8,      8.550125, ,          -0.8,      8.525603, ,          -0.8,      8.517344, ,          -0.8,      8.513282, ,          -0.8,      10.26053, ,          -0.8,       9.65772, ,          -0.8,      8.942923, , 
         -0.6,      8.757825, ,          -0.6,      8.622131, ,          -0.6,      11.10264, ,          -0.6,      8.553039, ,          -0.6,      8.526717, ,          -0.6,      8.502114, ,          -0.6,      8.493916, ,          -0.6,      8.489821, ,          -0.6,      10.25117, ,          -0.6,      9.646799, ,          -0.6,      8.926738, , 
         -0.4,       8.74168, ,          -0.4,      8.603383, ,          -0.4,      11.09386, ,          -0.4,      8.533108, ,          -0.4,      8.506395, ,          -0.4,      8.481595, ,          -0.4,      8.473513, ,          -0.4,      8.469438, ,          -0.4,      10.24552, ,          -0.4,      9.639262, ,          -0.4,      8.913566, , 
         -0.2,      8.728448, ,          -0.2,      8.587548, ,          -0.2,      11.08924, ,          -0.2,      8.516091, ,          -0.2,      8.488958, ,          -0.2,      8.463903, ,          -0.2,      8.455903, ,          -0.2,      8.451848, ,          -0.2,      10.24346, ,          -0.2,      9.634985, ,          -0.2,      8.903272, , 
