Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -4,      1.897403, ,            -4,      1.884938, ,            -4,       1.86434, ,            -4,      1.851837, ,            -4,      2.707794, ,            -4,      2.536289, ,            -4,      1.847562, ,            -4,      1.841221, ,            -4,       1.84013, ,            -4,      1.837951, ,            -4,      1.835525, ,            -4,      1.833847, ,            -4,      1.833018, ,            -4,      1.832496, ,            -4,      2.294166, ,            -4,      2.127168, ,            -4,      1.999492, ,            -4,      1.950761, ,            -4,      1.938981, , 
         -3.8,      1.858236, ,          -3.8,      1.845506, ,          -3.8,      1.824571, ,          -3.8,      1.811916, ,          -3.8,      2.657579, ,          -3.8,       2.48971, ,          -3.8,      1.807585, ,          -3.8,      1.801161, ,          -3.8,      1.800055, ,          -3.8,      1.797845, ,          -3.8,      1.795378, ,          -3.8,      1.793663, ,          -3.8,      1.792846, ,          -3.8,       1.79236, ,          -3.8,      2.252503, ,          -3.8,      2.087581, ,          -3.8,      1.960872, ,          -3.8,      1.912311, ,          -3.8,      1.900436, , 
         -3.6,      1.821646, ,          -3.6,       1.80867, ,          -3.6,      1.787417, ,          -3.6,      1.774612, ,          -3.6,      2.610788, ,          -3.6,       2.44633, ,          -3.6,      1.770236, ,          -3.6,      1.763734, ,          -3.6,      1.762613, ,          -3.6,      1.760373, ,          -3.6,      1.757867, ,          -3.6,      1.756123, ,          -3.6,       1.75529, ,          -3.6,      1.754807, ,          -3.6,      2.213723, ,          -3.6,       2.05069, ,          -3.6,      1.924797, ,          -3.6,      1.876369, ,          -3.6,      1.864407, , 
         -3.4,      1.787432, ,          -3.4,      1.774222, ,          -3.4,      1.752674, ,          -3.4,       1.73973, ,          -3.4,      2.567319, ,          -3.4,      2.405995, ,          -3.4,      1.735309, ,          -3.4,      1.728734, ,          -3.4,      1.727598, ,          -3.4,      1.725328, ,          -3.4,      1.722786, ,          -3.4,      1.721016, ,          -3.4,      1.720169, ,          -3.4,      1.719677, ,          -3.4,      2.177623, ,          -3.4,      2.016303, ,          -3.4,      1.891085, ,          -3.4,      1.842758, ,          -3.4,      1.830714, , 
         -3.2,       1.75544, ,          -3.2,      1.742017, ,          -3.2,       1.72017, ,          -3.2,      1.707092, ,          -3.2,      2.526898, ,          -3.2,      2.368495, ,          -3.2,      1.702626, ,          -3.2,      1.695989, ,          -3.2,       1.69484, ,          -3.2,      1.692542, ,          -3.2,      1.689964, ,          -3.2,      1.688169, ,          -3.2,      1.687309, ,          -3.2,      1.686809, ,          -3.2,      2.144051, ,          -3.2,      1.984263, ,          -3.2,      1.859581, ,          -3.2,      1.811321, ,          -3.2,      1.799199, , 
           -3,        1.7255, ,            -3,      1.711876, ,            -3,      1.689754, ,            -3,      1.676533, ,            -3,      2.489447, ,            -3,      2.333725, ,            -3,      1.672019, ,            -3,      1.665318, ,            -3,      1.664154, ,            -3,      1.661829, ,            -3,      1.659214, ,            -3,      1.657394, ,            -3,       1.65652, ,            -3,      1.656012, ,            -3,      2.112879, ,            -3,       1.95444, ,            -3,       1.83015, ,            -3,      1.781913, ,            -3,      1.769713, , 
         -2.8,      1.697479, ,          -2.8,      1.683665, ,          -2.8,      1.661271, ,          -2.8,      1.647909, ,          -2.8,       2.45481, ,          -2.8,      2.301534, ,          -2.8,      1.643347, ,          -2.8,       1.63658, ,          -2.8,      1.635402, ,          -2.8,      1.633047, ,          -2.8,        1.6304, ,          -2.8,      1.628558, ,          -2.8,       1.62767, ,          -2.8,       1.62715, ,          -2.8,       2.08396, ,          -2.8,      1.926691, ,          -2.8,      1.802659, ,          -2.8,      1.754405, ,          -2.8,      1.742127, , 
         -2.6,      1.671242, ,          -2.6,      1.657249, ,          -2.6,      1.634595, ,          -2.6,      1.621091, ,          -2.6,      2.422826, ,          -2.6,      2.271773, ,          -2.6,       1.61648, ,          -2.6,      1.609645, ,          -2.6,      1.608453, ,          -2.6,      1.606071, ,          -2.6,      1.603389, ,          -2.6,      1.601515, ,          -2.6,       1.60061, ,          -2.6,      1.600084, ,          -2.6,      2.057157, ,          -2.6,       1.90088, ,          -2.6,       1.77699, ,          -2.6,      1.728675, ,          -2.6,      1.716314, , 
         -2.4,      1.646674, ,          -2.4,      1.632504, ,          -2.4,      1.609602, ,          -2.4,       1.59595, ,          -2.4,      2.393254, ,          -2.4,      2.244229, ,          -2.4,      1.591285, ,          -2.4,       1.58439, ,          -2.4,      1.583184, ,          -2.4,      1.580775, ,          -2.4,      1.578059, ,          -2.4,      1.576144, ,          -2.4,      1.575219, ,          -2.4,       1.57468, ,          -2.4,      2.032303, ,          -2.4,      1.876887, ,          -2.4,      1.753036, ,          -2.4,      1.704618, ,          -2.4,      1.692169, , 
         -2.2,      1.623658, ,          -2.2,      1.609319, ,          -2.2,      1.586177, ,          -2.2,      1.572381, ,          -2.2,      2.366117, ,          -2.2,      2.218903, ,          -2.2,      1.567668, ,          -2.2,      1.560701, ,          -2.2,      1.559481, ,          -2.2,      1.557041, ,          -2.2,      1.554288, ,          -2.2,       1.55234, ,          -2.2,      1.551396, ,          -2.2,      1.550847, ,          -2.2,      2.009361, ,          -2.2,      1.854638, ,          -2.2,      1.730707, ,          -2.2,      1.682137, ,          -2.2,      1.669591, , 
