Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-23.8 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -4,     0.7598112, ,            -4,     0.7598112, ,            -4,     0.7598112, , 
         -3.8,     0.7748375, ,          -3.8,     0.7748375, ,          -3.8,     0.7748375, , 
         -3.6,     0.7898472, ,          -3.6,     0.7898472, ,          -3.6,     0.7898472, , 
         -3.4,       0.80484, ,          -3.4,       0.80484, ,          -3.4,       0.80484, , 
         -3.2,     0.8198154, ,          -3.2,     0.8198154, ,          -3.2,     0.8198154, , 
           -3,     0.8347731, ,            -3,     0.8347731, ,            -3,     0.8347731, , 
         -2.8,     0.8497126, ,          -2.8,     0.8497126, ,          -2.8,     0.8497126, , 
         -2.6,     0.8646335, ,          -2.6,     0.8646335, ,          -2.6,     0.8646335, , 
         -2.4,     0.8795354, ,          -2.4,     0.8795354, ,          -2.4,     0.8795354, , 
         -2.2,     0.8944179, ,          -2.2,     0.8944179, ,          -2.2,     0.8944179, , 
           -2,     0.9092805, ,            -2,     0.9092805, ,            -2,     0.9092805, , 
         -1.8,     0.9241229, ,          -1.8,     0.9241229, ,          -1.8,     0.9241229, , 
         -1.6,     0.9389447, ,          -1.6,     0.9389447, ,          -1.6,     0.9389447, , 
         -1.4,     0.9537454, ,          -1.4,     0.9537454, ,          -1.4,     0.9537454, , 
         -1.2,     0.9685246, ,          -1.2,     0.9685246, ,          -1.2,     0.9685246, , 
           -1,      0.983282, ,            -1,      0.983282, ,            -1,      0.983282, , 
         -0.8,     0.9980171, ,          -0.8,     0.9980171, ,          -0.8,     0.9980171, , 
         -0.6,       1.01273, ,          -0.6,       1.01273, ,          -0.6,       1.01273, , 
         -0.4,      1.027419, ,          -0.4,      1.027419, ,          -0.4,      1.027419, , 
         -0.2,      1.042085, ,          -0.2,      1.042085, ,          -0.2,      1.042085, , 
            0,      1.056727, ,             0,      1.056727, ,             0,      1.056727, , 
          0.2,      1.071345, ,           0.2,      1.071345, ,           0.2,      1.071345, , 
          0.4,      1.085938, ,           0.4,      1.085938, ,           0.4,      1.085938, , 
          0.6,      1.100506, ,           0.6,      1.100506, ,           0.6,      1.100506, , 
          0.8,      1.115049, ,           0.8,      1.115049, ,           0.8,      1.115049, , 
            1,      1.129565, ,             1,      1.129565, ,             1,      1.129565, , 
          1.2,      1.144056, ,           1.2,      1.144056, ,           1.2,      1.144056, , 
          1.4,       1.15852, ,           1.4,       1.15852, ,           1.4,       1.15852, , 
          1.6,      1.172957, ,           1.6,      1.172957, ,           1.6,      1.172957, , 
          1.8,      1.187367, ,           1.8,      1.187367, ,           1.8,      1.187367, , 
            2,      1.201749, ,             2,      1.201749, ,             2,      1.201749, , 
          2.2,      1.216103, ,           2.2,      1.216103, ,           2.2,      1.216103, , 
          2.4,      1.230428, ,           2.4,      1.230428, ,           2.4,      1.230428, , 
          2.6,      1.244724, ,           2.6,      1.244724, ,           2.6,      1.244724, , 
          2.8,      1.258992, ,           2.8,      1.258992, ,           2.8,      1.258992, , 
            3,      1.273229, ,             3,      1.273229, ,             3,      1.273229, , 
          3.2,      1.287437, ,           3.2,      1.287437, ,           3.2,      1.287437, , 
          3.4,      1.301614, ,           3.4,      1.301614, ,           3.4,      1.301614, , 
          3.6,      1.315761, ,           3.6,      1.315761, ,           3.6,      1.315761, , 
          3.8,      1.329876, ,           3.8,      1.329876, ,           3.8,      1.329876, , 
            4,       1.34396, ,             4,       1.34396, ,             4,       1.34396, , 
          4.2,      1.358012, ,           4.2,      1.358012, ,           4.2,      1.358012, , 
          4.4,      1.372032, ,           4.4,      1.372032, ,           4.4,      1.372032, , 
          4.6,       1.38602, ,           4.6,       1.38602, ,           4.6,       1.38602, , 
          4.8,      1.399975, ,           4.8,      1.399975, ,           4.8,      1.399975, , 
, , ,             5,      1.413896, , , , , 

