Alpha,T1-15.8 m/s-VLM2, , 
           -4,      6.419324, , 
         -3.8,      6.339451, , 
         -3.6,      6.265704, , 
         -3.4,      6.197679, , 
         -3.2,      6.135019, , 
           -3,       6.07741, , 
         -2.8,      6.024562, , 
         -2.6,      5.976151, , 
         -2.4,      5.931946, , 
         -2.2,      5.891679, , 
           -2,      5.855162, , 
         -1.8,       5.82214, , 
         -1.6,        5.7925, , 
         -1.4,      5.766038, , 
         -1.2,      5.742614, , 
           -1,      5.722135, , 
         -0.8,      5.704569, , 
         -0.6,      5.689632, , 
         -0.4,      5.677373, , 
         -0.2,      5.667813, , 
            0,      5.660818, , 
          0.2,      5.656292, , 
          0.4,       5.65426, , 
          0.6,      5.654825, , 
          0.8,      5.657986, , 
            1,      5.663561, , 
          1.2,      5.671665, , 
          1.4,      5.682184, , 
          1.6,      5.694941, , 
          1.8,      5.709941, , 
            2,      5.726954, , 
          2.2,      5.745905, , 
          2.4,      5.766707, , 
          2.6,      5.789207, , 
          2.8,       5.81336, , 
            3,      5.839155, , 
          3.2,      5.866497, , 
          3.4,      5.895404, , 
          3.6,      5.926065, , 
          3.8,      5.958339, , 
            4,      5.992481, , 
          4.2,      6.028673, , 
          4.4,      6.067388, , 
          4.6,      6.109168, , 
          4.8,      6.154827, , 
            5,      6.206895, , 
          5.2,      6.269927, , 
          5.4,      6.360723, , 
          5.6,      6.623671, , 

