Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,     0.5845402, ,            -2,     0.5845402, ,            -2,     0.5845402, ,            -2,     0.5845402, ,            -2,     0.5845402, ,            -2,     0.5845402, ,            -2,     0.5845402, ,            -2,     0.5845402, ,            -2,     0.5845402, , 
         -1.8,     0.5930551, ,          -1.8,     0.5930551, ,          -1.8,     0.5930551, ,          -1.8,     0.5930551, ,          -1.8,     0.5930551, ,          -1.8,     0.5930551, ,          -1.8,     0.5930551, ,          -1.8,     0.5930551, ,          -1.8,     0.5930551, , 
         -1.6,     0.6015505, ,          -1.6,     0.6015505, ,          -1.6,     0.6015505, ,          -1.6,     0.6015505, ,          -1.6,     0.6015505, ,          -1.6,     0.6015505, ,          -1.6,     0.6015505, ,          -1.6,     0.6015505, ,          -1.6,     0.6015505, , 
         -1.4,     0.6100261, ,          -1.4,     0.6100261, ,          -1.4,     0.6100261, ,          -1.4,     0.6100261, ,          -1.4,     0.6100261, ,          -1.4,     0.6100261, ,          -1.4,     0.6100261, ,          -1.4,     0.6100261, ,          -1.4,     0.6100261, , 
         -1.2,     0.6184816, ,          -1.2,     0.6184816, ,          -1.2,     0.6184816, ,          -1.2,     0.6184816, ,          -1.2,     0.6184816, ,          -1.2,     0.6184816, ,          -1.2,     0.6184816, ,          -1.2,     0.6184816, ,          -1.2,     0.6184816, , 
           -1,     0.6269167, ,            -1,     0.6269167, ,            -1,     0.6269167, ,            -1,     0.6269167, ,            -1,     0.6269167, ,            -1,     0.6269167, ,            -1,     0.6269167, ,            -1,     0.6269167, ,            -1,     0.6269167, , 
         -0.8,     0.6353311, ,          -0.8,     0.6353311, ,          -0.8,     0.6353311, ,          -0.8,     0.6353311, ,          -0.8,     0.6353311, ,          -0.8,     0.6353311, ,          -0.8,     0.6353311, ,          -0.8,     0.6353311, ,          -0.8,     0.6353311, , 
         -0.6,     0.6437244, ,          -0.6,     0.6437244, ,          -0.6,     0.6437244, ,          -0.6,     0.6437244, ,          -0.6,     0.6437244, ,          -0.6,     0.6437244, ,          -0.6,     0.6437244, ,          -0.6,     0.6437244, ,          -0.6,     0.6437244, , 
         -0.4,     0.6520964, ,          -0.4,     0.6520964, ,          -0.4,     0.6520964, ,          -0.4,     0.6520964, ,          -0.4,     0.6520964, ,          -0.4,     0.6520964, ,          -0.4,     0.6520964, ,          -0.4,     0.6520964, ,          -0.4,     0.6520964, , 
         -0.2,     0.6604468, ,          -0.2,     0.6604468, ,          -0.2,     0.6604468, ,          -0.2,     0.6604468, ,          -0.2,     0.6604468, ,          -0.2,     0.6604468, ,          -0.2,     0.6604468, ,          -0.2,     0.6604468, ,          -0.2,     0.6604468, , 
            0,     0.6687752, ,             0,     0.6687752, ,             0,     0.6687752, ,             0,     0.6687752, ,             0,     0.6687752, ,             0,     0.6687752, ,             0,     0.6687752, ,             0,     0.6687752, ,             0,     0.6687752, , 
          0.2,     0.6770813, ,           0.2,     0.6770813, ,           0.2,     0.6770813, ,           0.2,     0.6770813, ,           0.2,     0.6770813, ,           0.2,     0.6770813, ,           0.2,     0.6770813, ,           0.2,     0.6770813, ,           0.2,     0.6770813, , 
          0.4,     0.6853649, ,           0.4,     0.6853649, ,           0.4,     0.6853649, ,           0.4,     0.6853649, ,           0.4,     0.6853649, ,           0.4,     0.6853649, ,           0.4,     0.6853649, ,           0.4,     0.6853649, ,           0.4,     0.6853649, , 
          0.6,     0.6936257, ,           0.6,     0.6936257, ,           0.6,     0.6936257, ,           0.6,     0.6936257, ,           0.6,     0.6936257, ,           0.6,     0.6936257, ,           0.6,     0.6936257, ,           0.6,     0.6936257, ,           0.6,     0.6936257, , 
          0.8,     0.7018633, ,           0.8,     0.7018633, ,           0.8,     0.7018633, ,           0.8,     0.7018633, ,           0.8,     0.7018633, ,           0.8,     0.7018633, ,           0.8,     0.7018633, ,           0.8,     0.7018633, ,           0.8,     0.7018633, , 
            1,     0.7100774, ,             1,     0.7100774, ,             1,     0.7100774, ,             1,     0.7100774, ,             1,     0.7100774, ,             1,     0.7100774, ,             1,     0.7100774, ,             1,     0.7100774, ,             1,     0.7100774, , 
          1.2,     0.7182679, ,           1.2,     0.7182679, ,           1.2,     0.7182679, ,           1.2,     0.7182679, ,           1.2,     0.7182679, ,           1.2,     0.7182679, ,           1.2,     0.7182679, ,           1.2,     0.7182679, ,           1.2,     0.7182679, , 
          1.4,     0.7264343, ,           1.4,     0.7264343, ,           1.4,     0.7264343, ,           1.4,     0.7264343, ,           1.4,     0.7264343, ,           1.4,     0.7264343, ,           1.4,     0.7264343, ,           1.4,     0.7264343, ,           1.4,     0.7264343, , 
          1.6,     0.7345763, ,           1.6,     0.7345763, ,           1.6,     0.7345763, ,           1.6,     0.7345763, ,           1.6,     0.7345763, ,           1.6,     0.7345763, ,           1.6,     0.7345763, ,           1.6,     0.7345763, ,           1.6,     0.7345763, , 
          1.8,     0.7426938, ,           1.8,     0.7426938, ,           1.8,     0.7426938, ,           1.8,     0.7426938, ,           1.8,     0.7426938, ,           1.8,     0.7426938, ,           1.8,     0.7426938, ,           1.8,     0.7426938, ,           1.8,     0.7426938, , 
            2,     0.7507864, ,             2,     0.7507864, ,             2,     0.7507864, ,             2,     0.7507864, ,             2,     0.7507864, ,             2,     0.7507864, ,             2,     0.7507864, ,             2,     0.7507864, ,             2,     0.7507864, , 
          2.2,     0.7588538, ,           2.2,     0.7588538, ,           2.2,     0.7588538, ,           2.2,     0.7588538, ,           2.2,     0.7588538, ,           2.2,     0.7588538, ,           2.2,     0.7588538, ,           2.2,     0.7588538, ,           2.2,     0.7588538, , 
          2.4,     0.7668958, ,           2.4,     0.7668958, ,           2.4,     0.7668958, ,           2.4,     0.7668958, ,           2.4,     0.7668958, ,           2.4,     0.7668958, ,           2.4,     0.7668958, ,           2.4,     0.7668958, ,           2.4,     0.7668958, , 
          2.6,      0.774912, ,           2.6,      0.774912, ,           2.6,      0.774912, ,           2.6,      0.774912, ,           2.6,      0.774912, ,           2.6,      0.774912, ,           2.6,      0.774912, ,           2.6,      0.774912, ,           2.6,      0.774912, , 
          2.8,     0.7829023, ,           2.8,     0.7829023, ,           2.8,     0.7829023, ,           2.8,     0.7829023, ,           2.8,     0.7829023, ,           2.8,     0.7829023, ,           2.8,     0.7829023, ,           2.8,     0.7829023, ,           2.8,     0.7829023, , 
            3,     0.7908662, ,             3,     0.7908662, ,             3,     0.7908662, ,             3,     0.7908662, ,             3,     0.7908662, ,             3,     0.7908662, ,             3,     0.7908662, ,             3,     0.7908662, ,             3,     0.7908662, , 
          3.2,     0.7988036, ,           3.2,     0.7988036, ,           3.2,     0.7988036, ,           3.2,     0.7988036, ,           3.2,     0.7988036, ,           3.2,     0.7988036, ,           3.2,     0.7988036, ,           3.2,     0.7988036, ,           3.2,     0.7988036, , 
          3.4,     0.8067142, ,           3.4,     0.8067142, ,           3.4,     0.8067142, ,           3.4,     0.8067142, ,           3.4,     0.8067142, ,           3.4,     0.8067142, ,           3.4,     0.8067142, ,           3.4,     0.8067142, ,           3.4,     0.8067142, , 
          3.6,     0.8145977, ,           3.6,     0.8145977, ,           3.6,     0.8145977, ,           3.6,     0.8145977, ,           3.6,     0.8145977, ,           3.6,     0.8145977, ,           3.6,     0.8145977, ,           3.6,     0.8145977, ,           3.6,     0.8145977, , 
          3.8,     0.8224539, ,           3.8,     0.8224539, ,           3.8,     0.8224539, ,           3.8,     0.8224539, ,           3.8,     0.8224539, ,           3.8,     0.8224539, ,           3.8,     0.8224539, ,           3.8,     0.8224539, ,           3.8,     0.8224539, , 
            4,     0.8302824, ,             4,     0.8302824, ,             4,     0.8302824, ,             4,     0.8302824, ,             4,     0.8302824, ,             4,     0.8302824, ,             4,     0.8302824, ,             4,     0.8302824, ,             4,     0.8302824, , 
          4.2,      0.838083, ,           4.2,      0.838083, ,           4.2,      0.838083, ,           4.2,      0.838083, ,           4.2,      0.838083, ,           4.2,      0.838083, ,           4.2,      0.838083, ,           4.2,      0.838083, ,           4.2,      0.838083, , 
          4.4,     0.8458555, ,           4.4,     0.8458555, ,           4.4,     0.8458555, ,           4.4,     0.8458555, ,           4.4,     0.8458555, ,           4.4,     0.8458555, ,           4.4,     0.8458555, ,           4.4,     0.8458555, ,           4.4,     0.8458555, , 
          4.6,     0.8535997, ,           4.6,     0.8535997, ,           4.6,     0.8535997, ,           4.6,     0.8535997, ,           4.6,     0.8535997, ,           4.6,     0.8535997, ,           4.6,     0.8535997, ,           4.6,     0.8535997, ,           4.6,     0.8535997, , 
