Alpha,T1-15.8 m/s-VLM2, , 
           -2,      5.729814, , 
         -1.8,      5.658773, , 
         -1.6,      5.591502, , 
         -1.4,      5.527821, , 
         -1.2,      5.467465, , 
           -1,      5.410268, , 
         -0.8,      5.356032, , 
         -0.6,      5.304574, , 
         -0.4,      5.255749, , 
         -0.2,      5.209443, , 
            0,      5.165477, , 
          0.2,      5.123737, , 
          0.4,       5.08413, , 
          0.6,       5.04651, , 
          0.8,      5.010825, , 
            1,      4.977029, , 
          1.2,      4.944986, , 
          1.4,      4.914612, , 
          1.6,      4.885864, , 
          1.8,      4.858652, , 
            2,      4.832909, , 
          2.2,      4.808561, , 
          2.4,      4.785534, , 
          2.6,      4.763779, , 
          2.8,      4.743256, , 
            3,      4.723913, , 
          3.2,      4.705664, , 
          3.4,      4.688473, , 
          3.6,      4.672305, , 
          3.8,      4.657117, , 
            4,      4.642875, , 
          4.2,      4.629526, , 
          4.4,      4.617037, , 
          4.6,      4.605368, , 
          4.8,      4.594488, , 
            5,       4.58437, , 
          5.2,      4.574977, , 
          5.4,      4.566288, , 
          5.6,      4.558268, , 
          5.8,        4.5509, , 
            6,       4.54415, , 
          6.2,      4.538003, , 
          6.4,      4.532418, , 
          6.6,      4.527379, , 
          6.8,      4.522878, , 
            7,      4.518897, , 
          7.2,      4.515424, , 
          7.4,      4.512433, , 
          7.6,      4.509919, , 
          7.8,      4.507856, , 
            8,      4.506221, , 

