Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -2,      3.006524, ,             0,      2.680071, ,             0,      3.483488, ,             0,      2.657033, ,             0,      2.648288, ,             0,      2.640212, ,             0,      2.637691, ,             0,      2.636398, ,             0,      3.212484, ,             0,      3.017129, ,             0,       2.78208, , 
         -1.8,       2.97021, ,           0.2,      2.659768, ,           0.2,      3.462365, ,           0.2,      2.636516, ,           0.2,      2.627685, ,           0.2,      2.619505, ,           0.2,      2.616983, ,           0.2,      2.615688, ,           0.2,      3.193579, ,           0.2,       2.99856, ,           0.2,      2.762865, , 
         -1.6,      2.936024, ,           0.4,      2.640667, ,           0.4,      3.442851, ,           0.4,      2.617193, ,           0.4,      2.608287, ,           0.4,      2.600006, ,           0.4,      2.597466, ,           0.4,      2.596176, ,           0.4,       3.17608, ,           0.4,      2.981295, ,           0.4,      2.744845, , 
         -1.4,      2.903832, ,           0.6,      2.622711, ,           0.6,      3.424926, ,           0.6,       2.59901, ,           0.6,      2.590027, ,           0.6,      2.581652, ,           0.6,      2.579087, ,           0.6,      2.577797, ,           0.6,      3.159991, ,           0.6,      2.965323, ,           0.6,      2.727982, , 
         -1.2,      2.873523, ,           0.8,      2.605831, ,           0.8,      3.408477, ,           0.8,      2.581902, ,           0.8,      2.572835, ,           0.8,      2.564371, ,           0.8,      2.561781, ,           0.8,      2.560471, ,           0.8,      3.145195, ,           0.8,      2.950541, ,           0.8,      2.712215, , 
           -1,      2.844987, ,             1,      2.589976, ,             1,      3.393463, ,             1,      2.565818, ,             1,      2.556663, ,             1,      2.548095, ,             1,      2.545461, ,             1,      2.544156, ,             1,      3.131646, ,             1,      2.936912, ,             1,      2.697486, , 
         -0.8,       2.81813, ,           1.2,      2.575097, ,           1.2,      3.379842, ,           1.2,      2.550712, ,           1.2,      2.541465, ,           1.2,      2.532782, ,           1.2,      2.530112, ,           1.2,      2.528792, ,           1.2,      3.119317, ,           1.2,       2.92441, ,           1.2,      2.683756, , 
         -0.6,      2.792852, ,           1.4,      2.561146, ,           1.4,       3.36753, ,           1.4,      2.536517, ,           1.4,      2.527188, ,           1.4,      2.518409, ,           1.4,        2.5157, ,           1.4,      2.514361, ,           1.4,      3.108133, ,           1.4,      2.912971, ,           1.4,      2.670996, , 
         -0.4,      2.769054, ,           1.6,      2.548072, ,           1.6,      3.356482, ,           1.6,      2.523195, ,           1.6,      2.513787, ,           1.6,      2.504915, ,           1.6,      2.502172, ,           1.6,      2.500819, ,           1.6,      3.098038, ,           1.6,      2.902528, ,           1.6,      2.659142, , 
         -0.2,      2.746664, ,           1.8,      2.535837, ,           1.8,      3.346634, ,           1.8,       2.51071, ,           1.8,      2.501222, ,           1.8,      2.492257, ,           1.8,      2.489486, ,           1.8,      2.488119, ,           1.8,      3.088978, ,           1.8,      2.893044, ,           1.8,      2.648156, , 
            0,      2.725614, ,             2,      2.524393, ,             2,       3.33794, ,             2,       2.49901, ,             2,      2.489436, ,             2,      2.480391, ,             2,      2.477592, ,             2,      2.476214, ,             2,      3.080936, ,             2,      2.884509, ,             2,      2.638015, , 
          0.2,      2.705822, ,           2.2,      2.513703, ,           2.2,      3.330378, ,           2.2,      2.488039, ,           2.2,      2.478385, ,           2.2,      2.469256, ,           2.2,      2.466431, ,           2.2,      2.465043, ,           2.2,      3.073876, ,           2.2,      2.876869, ,           2.2,        2.6287, , 
          0.4,      2.687225, ,           2.4,      2.503757, ,           2.4,      3.323833, ,           2.4,      2.477769, ,           2.4,      2.468022, ,           2.4,      2.458802, ,           2.4,      2.455952, ,           2.4,       2.45453, ,           2.4,      3.067698, ,           2.4,      2.870059, ,           2.4,      2.620175, , 
          0.6,      2.669775, ,           2.6,      2.494526, ,           2.6,      3.318261, ,           2.6,      2.468192, ,           2.6,      2.458324, ,           2.6,       2.44899, ,           2.6,      2.446103, ,           2.6,      2.444466, ,           2.6,       3.06236, ,           2.6,      2.864047, ,           2.6,      2.612414, , 
          0.8,      2.653405, ,           2.8,      2.485957, ,           2.8,       3.31314, ,           2.8,      2.459294, ,           2.8,      2.449294, ,           2.8,      2.439825, ,           2.8,       2.43673, ,           2.8,      2.434709, ,           2.8,      3.057429, ,           2.8,      2.858551, ,           2.8,      2.605374, , 
            1,       2.63806, ,             3,      2.478018, ,             3,       3.30897, ,             3,       2.45099, ,             3,      2.440862, ,             3,      2.431268, ,             3,      2.427644, ,             3,      2.425528, ,             3,      3.053338, ,             3,      2.853836, ,             3,      2.599036, , 
          1.2,      2.623709, ,           3.2,       2.47069, ,           3.2,       3.30611, ,           3.2,      2.443258, ,           3.2,       2.43297, ,           3.2,       2.42311, ,           3.2,       2.41911, ,           3.2,      2.416897, ,           3.2,      3.050364, ,           3.2,      2.850075, ,           3.2,      2.593406, , 
          1.4,      2.610294, ,           3.4,      2.463942, ,           3.4,      3.304032, ,           3.4,      2.436061, ,           3.4,      2.425578, ,           3.4,      2.415195, ,           3.4,      2.411078, ,           3.4,        2.4087, ,           3.4,      3.048072, ,           3.4,      2.846975, ,           3.4,      2.588441, , 
          1.6,      2.597764, ,           3.6,      2.457782, ,           3.6,      3.302781, ,           3.6,      2.429401, ,           3.6,      2.418668, ,           3.6,      2.407745, ,           3.6,      2.403434, ,           3.6,      2.400929, ,           3.6,      3.046499, ,           3.6,      2.844554, ,           3.6,      2.584122, , 
          1.8,      2.586083, ,           3.8,      2.452201, ,           3.8,      3.302308, ,           3.8,      2.423312, ,           3.8,      2.412291, ,           3.8,      2.400763, ,           3.8,      2.396179, ,           3.8,       2.39364, ,           3.8,      3.045618, ,           3.8,      2.842808, ,           3.8,      2.580459, , 
            2,      2.575231, ,             4,      2.447151, ,             4,      3.302518, ,             4,      2.417781, ,             4,      2.406473, ,             4,      2.394242, ,             4,      2.389418, ,             4,      2.386812, ,             4,      3.045347, ,             4,      2.841664, ,             4,      2.577413, , 
          2.2,      2.565169, ,           4.2,      2.442613, ,           4.2,       3.30341, ,           4.2,      2.412759, ,           4.2,      2.401178, ,           4.2,      2.388304, ,           4.2,       2.38331, ,           4.2,      2.380545, ,           4.2,      3.045689, ,           4.2,       2.84113, ,           4.2,      2.574976, , 
          2.4,       2.55586, ,           4.4,      2.438574, ,           4.4,      3.304959, ,           4.4,      2.408216, ,           4.4,      2.396349, ,           4.4,      2.382951, ,           4.4,       2.37781, ,           4.4,      2.374929, ,           4.4,       3.04662, ,           4.4,      2.841209, ,           4.4,      2.573183, , 
          2.6,       2.54727, ,           4.6,      2.435038, ,           4.6,      3.307232, ,           4.6,      2.404149, ,           4.6,      2.391976, ,           4.6,      2.378218, ,           4.6,      2.372894, ,           4.6,      2.369996, ,           4.6,      3.048202, ,           4.6,      2.841937, ,           4.6,      2.572035, , 
          2.8,      2.539358, ,           4.8,      2.431995, ,           4.8,      3.310026, ,           4.8,      2.400564, ,           4.8,      2.388059, ,           4.8,      2.374058, ,           4.8,      2.368594, ,           4.8,      2.365701, ,           4.8,      3.050287, ,           4.8,      2.843224, ,           4.8,       2.57151, , 
            3,      2.532119, ,             5,      2.429447, ,             5,       3.31342, ,             5,       2.39747, ,             5,      2.384596, ,             5,      2.370313, ,             5,       2.36482, ,             5,      2.361936, ,             5,      3.052948, ,             5,      2.845118, ,             5,      2.571591, , 
          3.2,       2.52554, ,           5.2,      2.427364, ,           5.2,      3.317366, ,           5.2,        2.3949, ,           5.2,       2.38166, ,           5.2,      2.367003, ,           5.2,      2.361499, ,           5.2,       2.35862, ,           5.2,       3.05616, ,           5.2,      2.847632, ,           5.2,      2.572328, , 
          3.4,       2.51959, ,           5.4,      2.425728, ,           5.4,      3.321714, ,           5.4,      2.392847, ,           5.4,      2.379334, ,           5.4,      2.364405, ,           5.4,      2.358941, ,           5.4,      2.356147, ,           5.4,      3.059844, ,           5.4,      2.850755, ,           5.4,      2.573767, , 
          3.6,      2.514239, ,           5.6,      2.424514, ,           5.6,      3.326295, ,           5.6,      2.391254, ,           5.6,      2.377541, ,           5.6,      2.362815, ,           5.6,      2.357386, ,           5.6,      2.354663, ,           5.6,       3.06395, ,           5.6,      2.854511, ,           5.6,      2.575883, , 
          3.8,      2.509479, ,           5.8,      2.423717, ,           5.8,       3.33169, ,           5.8,        2.3901, ,           5.8,      2.376259, ,           5.8,      2.361578, ,           5.8,      2.356365, ,           5.8,      2.353572, ,           5.8,      3.068718, ,           5.8,      2.858904, ,           5.8,       2.57872, , 
            4,      2.505297, ,             6,      2.423324, ,             6,      3.337692, ,             6,      2.389357, ,             6,      2.375422, ,             6,      2.360123, ,             6,      2.354834, ,             6,      2.352831, ,             6,      3.074102, ,             6,      2.864004, ,             6,      2.582338, , 
          4.2,      2.501664, ,           6.2,       2.42332, ,           6.2,      3.344067, ,           6.2,      2.389008, ,           6.2,      2.374979, ,           6.2,      2.359733, ,           6.2,       2.35433, ,           6.2,      2.351475, ,           6.2,      3.079994, ,           6.2,      2.869847, ,           6.2,      2.586868, , 
          4.4,      2.498576, ,           6.4,      2.423681, ,           6.4,      3.350932, ,           6.4,      2.389006, ,           6.4,      2.374882, ,           6.4,      2.359666, ,           6.4,      2.354185, ,           6.4,      2.351349, ,           6.4,      3.086476, ,           6.4,      2.876442, ,           6.4,       2.59224, , 
          4.6,      2.496038, ,           6.6,      2.424391, ,           6.6,      3.358256, ,           6.6,      2.389337, ,           6.6,      2.375099, ,           6.6,      2.359841, ,           6.6,      2.354306, ,           6.6,      2.351487, ,           6.6,      3.093524, ,           6.6,      2.883758, ,           6.6,      2.598448, , 
          4.8,      2.494019, ,           6.8,      2.425435, ,           6.8,      3.365783, ,           6.8,      2.389979, ,           6.8,      2.375674, ,           6.8,      2.360296, ,           6.8,      2.354817, ,           6.8,       2.35202, ,           6.8,       3.10111, ,           6.8,      2.891777, ,           6.8,      2.605456, , 
            5,      2.492481, ,             7,      2.426805, ,             7,      3.373895, ,             7,        2.3909, ,             7,      2.376529, ,             7,      2.361196, ,             7,      2.355774, ,             7,       2.35302, ,             7,      3.109258, ,             7,      2.900642, ,             7,       2.61353, , 
          5.2,      2.491446, ,           7.2,      2.428495, ,           7.2,      3.382566, ,           7.2,      2.392085, ,           7.2,      2.377554, ,           7.2,      2.362015, ,           7.2,      2.356585, ,           7.2,      2.353827, ,           7.2,       3.11802, ,           7.2,      2.910302, ,           7.2,      2.622523, , 
          5.4,       2.49092, ,           7.4,      2.430487, ,           7.4,      3.391655, ,           7.4,      2.393531, ,           7.4,      2.378893, ,           7.4,      2.363384, ,           7.4,      2.357988, ,           7.4,      2.355248, ,           7.4,      3.127336, ,           7.4,      2.920664, ,           7.4,      2.632311, , 
          5.6,      2.490871, ,           7.6,      2.432776, ,           7.6,      3.401137, ,           7.6,      2.395232, ,           7.6,      2.380474, ,           7.6,      2.364827, ,           7.6,       2.35958, ,           7.6,      2.356857, ,           7.6,      3.137218, ,           7.6,      2.931769, ,           7.6,       2.64296, , 
          5.8,      2.491301, ,           7.8,      2.435369, ,           7.8,      3.411143, ,           7.8,      2.397209, ,           7.8,       2.38232, ,           7.8,      2.366546, ,           7.8,      2.361168, ,           7.8,      2.358478, ,           7.8,      3.147803, ,           7.8,      2.943855, ,           7.8,      2.654785, , 
            6,      2.492219, ,             8,      2.438298, ,             8,      3.421465, ,             8,      2.399422, ,             8,      2.384423, ,             8,      2.368569, ,             8,      2.363233, ,             8,      2.360525, ,             8,      3.158772, ,             8,       2.95626, ,             8,      2.666981, , 
          6.2,      2.493633, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
          6.4,       2.49553, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
          6.6,      2.497921, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
          6.8,      2.500779, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
            7,      2.504211, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
          7.2,      2.508207, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
          7.4,      2.512801, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
          7.6,      2.518046, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
          7.8,      2.524051, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
            8,      2.530996, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 

