Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -2,      5.407202, ,            -2,      5.233956, ,            -2,      7.921584, ,            -2,      5.148549, ,            -2,      5.116401, ,            -2,      5.086322, ,            -2,      5.077114, ,            -2,      5.072622, ,            -2,      7.077656, ,            -2,      6.427827, ,            -2,      5.619147, , 
         -1.8,      5.378514, ,          -1.8,      5.201318, ,          -1.8,      7.922094, ,          -1.8,      5.113969, ,          -1.8,      5.081118, ,          -1.8,      5.050315, ,          -1.8,      5.040871, ,          -1.8,       5.03603, ,          -1.8,      7.073424, ,          -1.8,      6.416948, ,          -1.8,      5.595343, , 
         -1.6,      5.353287, ,          -1.6,      5.171951, ,          -1.6,      7.928447, ,          -1.6,      5.082433, ,          -1.6,      5.048818, ,          -1.6,      5.017268, ,          -1.6,        5.0072, ,          -1.6,      5.000432, ,          -1.6,      7.074042, ,          -1.6,      6.410341, ,          -1.6,       5.57523, , 
         -1.4,      5.331539, ,          -1.4,      5.145812, ,          -1.4,       7.94075, ,          -1.4,      5.053809, ,          -1.4,      5.019279, ,          -1.4,      4.986844, ,          -1.4,      4.973965, ,          -1.4,      4.966062, ,          -1.4,      7.079657, ,          -1.4,      6.408113, ,          -1.4,      5.558871, , 
         -1.2,      5.313101, ,          -1.2,      5.122636, ,          -1.2,      7.958336, ,          -1.2,      5.028027, ,          -1.2,      4.992481, ,          -1.2,      4.957777, ,          -1.2,      4.942564, ,          -1.2,       4.93389, ,          -1.2,      7.089682, ,          -1.2,      6.409868, ,          -1.2,       5.54606, , 
           -1,      5.297944, ,            -1,      5.102527, ,            -1,      7.980952, ,            -1,      5.004816, ,            -1,       4.96798, ,            -1,      4.930111, ,            -1,      4.913351, ,            -1,      4.903973, ,            -1,      7.103919, ,            -1,      6.415449, ,            -1,      5.536802, , 
         -0.8,      5.285903, ,          -0.8,      5.085298, ,          -0.8,      8.006167, ,          -0.8,      4.984262, ,          -0.8,      4.945928, ,          -0.8,      4.903847, ,          -0.8,      4.886071, ,          -0.8,       4.87588, ,          -0.8,       7.12035, ,          -0.8,      6.423536, ,          -0.8,      5.530942, , 
         -0.6,      5.276991, ,          -0.6,      5.070995, ,          -0.6,      8.037954, ,          -0.6,      4.966124, ,          -0.6,       4.92588, ,          -0.6,      4.879612, ,          -0.6,      4.860397, ,          -0.6,      4.849905, ,          -0.6,      7.142307, ,          -0.6,       6.43622, ,          -0.6,      5.528451, , 
         -0.4,      5.271156, ,          -0.4,      5.059616, ,          -0.4,      8.074738, ,          -0.4,      4.950658, ,          -0.4,      4.907944, ,          -0.4,      4.857567, ,          -0.4,      4.837244, ,          -0.4,      4.826414, ,          -0.4,      7.168484, ,          -0.4,       6.45269, ,          -0.4,      5.529311, , 
         -0.2,      5.268345, ,          -0.2,      5.051085, ,          -0.2,      8.116075, ,          -0.2,       4.93793, ,          -0.2,      4.892334, ,          -0.2,      4.838793, ,          -0.2,      4.817719, ,          -0.2,      4.806533, ,          -0.2,       7.19857, ,          -0.2,      6.472741, ,          -0.2,      5.533464, , 
            0,      5.268545, ,             0,      5.045506, ,             0,      8.161762, ,             0,      4.928204, ,             0,      4.879648, ,             0,      4.823415, ,             0,      4.801849, ,             0,      4.790458, ,             0,      7.232379, ,             0,      6.496225, ,             0,      5.540883, , 
          0.2,      5.271578, ,           0.2,      5.042795, ,           0.2,      8.211402, ,           0.2,      4.921781, ,           0.2,      4.870942, ,           0.2,      4.812313, ,           0.2,       4.79058, ,           0.2,      4.779396, ,           0.2,      7.269716, ,           0.2,      6.523086, ,           0.2,      5.551462, , 
          0.4,      5.277578, ,           0.4,       5.04304, ,           0.4,      8.265181, ,           0.4,      4.918701, ,           0.4,      4.866038, ,           0.4,      4.808932, ,           0.4,      4.788049, ,           0.4,      4.777139, ,           0.4,      7.310897, ,           0.4,      6.553747, ,           0.4,      5.565636, , 
          0.6,      5.286363, ,           0.6,      5.046091, ,           0.6,      8.320897, ,           0.6,      4.918931, ,           0.6,      4.864944, ,           0.6,      4.805263, ,           0.6,      4.784207, ,           0.6,      4.774398, ,           0.6,      7.354817, ,           0.6,      6.587835, ,           0.6,      5.583176, , 
          0.8,      5.297844, ,           0.8,      5.051822, ,           0.8,      8.381729, ,           0.8,      4.922349, ,           0.8,       4.86723, ,           0.8,      4.807406, ,           0.8,      4.786471, ,           0.8,      4.775827, ,           0.8,      7.403135, ,           0.8,      6.625745, ,           0.8,      5.604228, , 
            1,      5.312068, ,             1,       5.06005, ,             1,      8.445814, ,             1,      4.928516, ,             1,      4.872703, ,             1,      4.813159, ,             1,      4.792624, ,             1,      4.782211, ,             1,      7.455255, ,             1,      6.667437, ,             1,      5.629048, , 
          1.2,      5.329005, ,           1.2,      5.070672, ,           1.2,      8.513696, ,           1.2,      4.937226, ,           1.2,       4.88051, ,           1.2,      4.820872, ,           1.2,      4.800439, ,           1.2,      4.790311, ,           1.2,      7.511364, ,           1.2,      6.713458, ,           1.2,       5.65811, , 
          1.4,       5.34866, ,           1.4,      5.083525, ,           1.4,      8.585936, ,           1.4,      4.948172, ,           1.4,      4.890703, ,           1.4,      4.830425, ,           1.4,      4.810085, ,           1.4,      4.800245, ,           1.4,      7.571713, ,           1.4,      6.764103, ,           1.4,      5.691712, , 
          1.6,      5.371042, ,           1.6,       5.09846, ,           1.6,      8.661129, ,           1.6,      4.961094, ,           1.6,      4.903294, ,           1.6,      4.843324, ,           1.6,      4.823362, ,           1.6,      4.813254, ,           1.6,      7.636154, ,           1.6,      6.819653, ,           1.6,       5.73036, , 
          1.8,      5.396299, ,           1.8,      5.115277, ,           1.8,      8.740648, ,           1.8,      4.975824, ,           1.8,      4.917409, ,           1.8,      4.857437, ,           1.8,      4.837447, ,           1.8,      4.827345, ,           1.8,      7.705651, ,           1.8,      6.880927, ,           1.8,      5.774531, , 
            2,      5.424577, ,             2,      5.133891, ,             2,      8.824225, ,             2,      4.992236, ,             2,      4.933526, ,             2,      4.872903, ,             2,      4.853069, ,             2,      4.842946, ,             2,      7.780273, ,             2,      6.948236, ,             2,      5.824489, , 
          2.2,      5.456109, ,           2.2,      5.154226, ,           2.2,      8.911961, ,           2.2,      5.010187, ,           2.2,       4.95116, ,           2.2,      4.890117, ,           2.2,      4.870266, ,           2.2,      4.860185, ,           2.2,      7.860367, ,           2.2,      7.022005, ,           2.2,      5.880714, , 
          2.4,      5.491173, ,           2.4,      5.176228, ,           2.4,      9.004092, ,           2.4,      5.029434, ,           2.4,      4.969969, ,           2.4,       4.90865, ,           2.4,      4.888533, ,           2.4,       4.87839, ,           2.4,      7.946451, ,           2.4,      7.102331, ,           2.4,      5.943001, , 
          2.6,      5.530579, ,           2.6,      5.199898, ,           2.6,      9.101284, ,           2.6,      5.049908, ,           2.6,      4.989815, ,           2.6,      4.928146, ,           2.6,      4.908021, ,           2.6,      4.897911, ,           2.6,      8.039337, ,           2.6,      7.189941, ,           2.6,      6.011707, , 
          2.8,      5.575323, ,           2.8,      5.225241, ,           2.8,      9.203437, ,           2.8,      5.071511, ,           2.8,      5.010692, ,           2.8,      4.948579, ,           2.8,      4.928403, ,           2.8,      4.918308, ,           2.8,      8.139319, ,           2.8,      7.285343, ,           2.8,      6.087587, , 
            3,      5.626651, ,             3,      5.252374, ,             3,      9.311453, ,             3,       5.09411, ,             3,      5.032466, ,             3,      4.969925, ,             3,       4.94973, ,             3,       4.93966, ,             3,      8.247001, ,             3,      7.387863, ,             3,      6.169188, , 
          3.2,      5.688053, ,           3.2,      5.281234, ,           3.2,      9.427906, ,           3.2,      5.117671, ,           3.2,      5.055124, ,           3.2,      4.992183, ,           3.2,      4.972005, ,           3.2,      4.961991, ,           3.2,      8.367572, ,           3.2,      7.506813, ,           3.2,       6.26845, , 
          3.4,      5.771899, ,           3.4,      5.312296, ,           3.4,      9.564927, ,           3.4,      5.142269, ,           3.4,      5.078724, ,           3.4,      5.015395, ,           3.4,      4.995293, ,           3.4,      4.985312, ,           3.4,      8.525972, ,           3.4,      7.690223, ,           3.4,      6.448409, , 
          3.6,      5.871636, ,           3.6,      5.345872, ,           3.6,       9.70352, ,           3.6,      5.167937, ,           3.6,      5.103393, ,           3.6,      5.039699, ,           3.6,      5.019617, ,           3.6,      5.009643, ,           3.6,      8.681352, ,           3.6,      7.854746, ,           3.6,      6.601214, , 
          3.8,      5.986528, ,           3.8,      5.382294, ,           3.8,      9.840098, ,           3.8,      5.194667, ,           3.8,      5.129093, ,           3.8,      5.065028, ,           3.8,      5.044986, ,           3.8,      5.035063, ,           3.8,      8.825076, ,           3.8,      7.980937, ,           3.8,      6.701182, , 
            4,       6.11556, ,             4,      5.423154, ,             4,      9.984952, ,             4,      5.222749, ,             4,      5.156023, ,             4,      5.091523, ,             4,      5.071576, ,             4,      5.061671, ,             4,      8.977967, ,             4,      8.108006, ,             4,      6.796178, , 
          4.2,      6.242774, ,           4.2,      5.469845, ,           4.2,      10.14006, ,           4.2,      5.252212, ,           4.2,      5.184193, ,           4.2,      5.119212, ,           4.2,      5.099296, ,           4.2,      5.089376, ,           4.2,      9.143929, ,           4.2,      8.243721, ,           4.2,      6.890331, , 
          4.4,      6.393581, ,           4.4,      5.526438, ,           4.4,      10.30667, ,           4.4,      5.283372, ,           4.4,      5.213875, ,           4.4,      5.148181, ,           4.4,       5.12822, ,           4.4,      5.118313, ,           4.4,      9.324398, ,           4.4,      8.389467, ,           4.4,      6.993176, , 
          4.6,      6.795313, ,           4.6,      5.613175, ,           4.6,      10.48647, ,           4.6,      5.316561, ,           4.6,      5.245261, ,           4.6,      5.178564, ,           4.6,      5.158501, ,           4.6,      5.148552, ,           4.6,      9.521215, ,           4.6,       8.54742, ,           4.6,      7.178206, , 
          4.8,      6.903835, ,           4.8,      5.873272, ,           4.8,      10.68342, ,           4.8,      5.352038, ,           4.8,      5.278504, ,           4.8,      5.210495, ,           4.8,      5.190235, ,           4.8,      5.180191, ,           4.8,      9.739062, ,           4.8,       8.72252, ,           4.8,      7.276998, , 
, , , , , , , , ,             5,      5.390298, ,             5,      5.313744, ,             5,      5.243921, ,             5,      5.223415, ,             5,      5.213268, , , , , , , , , , , 

