Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
          2.4,      8.675037, ,           2.4,      8.806494, ,           2.4,       9.02187, ,           2.4,      9.159113, ,           2.4,      5.479593, ,           2.4,      5.867284, ,           2.4,      9.209632, ,           2.4,       9.29024, ,           2.4,      9.305524, ,           2.4,      9.337918, ,           2.4,      9.380277, ,           2.4,      9.412452, ,           2.4,      9.429034, ,           2.4,      9.438915, ,           2.4,       6.53389, ,           2.4,      7.182371, ,           2.4,      7.850233, ,           2.4,      8.172585, ,           2.4,      8.270614, , 
          2.6,       8.63898, ,           2.6,      8.773208, ,           2.6,      8.992062, ,           2.6,      9.130559, ,           2.6,      5.438733, ,           2.6,      5.824548, ,           2.6,      9.181593, ,           2.6,      9.263083, ,           2.6,      9.278508, ,           2.6,      9.310779, ,           2.6,       9.35258, ,           2.6,      9.384351, ,           2.6,      9.400592, ,           2.6,      9.410267, ,           2.6,      6.488201, ,           2.6,      7.133855, ,           2.6,      7.798975, ,           2.6,      8.122945, ,           2.6,      8.223068, , 
          2.8,      8.600053, ,           2.8,      8.737363, ,           2.8,      8.959899, ,           2.8,      9.099594, ,           2.8,      5.397696, ,           2.8,      5.781082, ,           2.8,      9.151096, ,           2.8,      9.233562, ,           2.8,      9.249401, ,           2.8,       9.28197, ,           2.8,      9.322893, ,           2.8,      9.354439, ,           2.8,      9.370534, ,           2.8,      9.380106, ,           2.8,      6.440627, ,           2.8,      7.082312, ,           2.8,      7.742858, ,           2.8,      8.068193, ,           2.8,      8.170731, , 
            3,      8.558554, ,             3,      8.699243, ,             3,      8.925612, ,             3,      9.066471, ,             3,      5.355307, ,             3,       5.73616, ,             3,      9.118443, ,             3,       9.20082, ,             3,      9.216428, ,             3,      9.248827, ,             3,      9.289943, ,             3,      9.320111, ,             3,      9.335789, ,             3,      9.345125, ,             3,      6.391313, ,             3,      7.027868, ,             3,      7.682168, ,             3,      8.008659, ,             3,      8.113928, , 
          3.2,      8.514042, ,           3.2,      8.658568, ,           3.2,      8.889337, ,           3.2,      9.031401, ,           3.2,      5.312362, ,           3.2,       5.69033, ,           3.2,      9.083878, ,           3.2,      9.166777, ,           3.2,      9.182599, ,           3.2,      9.214752, ,           3.2,      9.254655, ,           3.2,      9.285209, ,           3.2,      9.300759, ,           3.2,       9.30992, ,           3.2,      6.340317, ,           3.2,       6.97043, ,           3.2,      7.616473, ,           3.2,      7.943837, ,           3.2,      8.052158, , 
          3.4,      8.466827, ,           3.4,      8.615567, ,           3.4,      8.851182, ,           3.4,      8.994597, ,           3.4,      5.268926, ,           3.4,      5.643594, ,           3.4,      9.047641, ,           3.4,      9.130596, ,           3.4,      9.146336, ,           3.4,      9.178756, ,           3.4,      9.219212, ,           3.4,      9.248461, ,           3.4,      9.263897, ,           3.4,      9.273094, ,           3.4,      6.287543, ,           3.4,      6.910142, ,           3.4,      7.546461, ,           3.4,      7.874501, ,           3.4,      7.986125, , 
          3.6,        8.4165, ,           3.6,      8.570013, ,           3.6,      8.811264, ,           3.6,       8.95618, ,           3.6,       5.22513, ,           3.6,       5.59593, ,           3.6,      9.009839, ,           3.6,      9.092949, ,           3.6,      9.108676, ,           3.6,      9.141031, ,           3.6,      9.181298, ,           3.6,        9.2115, ,           3.6,      9.226656, ,           3.6,      9.235273, ,           3.6,      6.232682, ,           3.6,       6.84639, ,           3.6,      7.471219, ,           3.6,      7.799691, ,           3.6,      7.914945, , 
          3.8,      8.362739, ,           3.8,      8.521531, ,           3.8,      8.769662, ,           3.8,      8.916256, ,           3.8,      5.180859, ,           3.8,      5.547453, ,           3.8,      8.970545, ,           3.8,      9.053668, ,           3.8,      9.069318, ,           3.8,      9.101748, ,           3.8,      9.141999, ,           3.8,      9.171781, ,           3.8,      9.187038, ,           3.8,      9.196063, ,           3.8,      6.176219, ,           3.8,      6.779921, ,           3.8,      7.391829, ,           3.8,      7.720399, ,           3.8,      7.839416, , 
            4,      8.305343, ,             4,       8.46994, ,             4,      8.726572, ,             4,      8.875041, ,             4,      5.136463, ,             4,      5.498315, ,             4,      8.929935, ,             4,      9.013247, ,             4,      9.028909, ,             4,      9.061138, ,             4,      9.101006, ,             4,      9.130405, ,             4,       9.14542, ,             4,      9.154323, ,             4,      6.118029, ,             4,      6.710788, ,             4,      7.308819, ,             4,      7.637123, ,             4,      7.759925, , 
          4.2,      8.243067, ,           4.2,      8.414256, ,           4.2,      8.681887, ,           4.2,      8.832515, ,           4.2,      5.091234, ,           4.2,      5.447879, ,           4.2,      8.888131, ,           4.2,      8.972007, ,           4.2,      8.987903, ,           4.2,      9.020031, ,           4.2,      9.059063, ,           4.2,      9.088281, ,           4.2,      9.103168, ,           4.2,      9.111967, ,           4.2,       6.05754, ,           4.2,      6.638309, ,           4.2,      7.221227, ,           4.2,      7.548723, ,           4.2,      7.675291, , 
          4.4,      8.175683, ,           4.4,      8.353876, ,           4.4,      8.635579, ,           4.4,      8.788803, ,           4.4,      5.045568, ,           4.4,      5.396657, ,           4.4,      8.845355, ,           4.4,       8.92956, ,           4.4,      8.945492, ,           4.4,       8.97803, ,           4.4,      9.017396, ,           4.4,      9.045473, ,           4.4,      9.060186, ,           4.4,      9.068872, ,           4.4,      5.995557, ,           4.4,      6.564324, ,           4.4,      7.132857, ,           4.4,      7.459002, ,           4.4,       7.58878, , 
          4.6,      8.099178, ,           4.6,      8.286396, ,           4.6,      8.587632, ,           4.6,      8.743967, ,           4.6,      4.999258, ,           4.6,      5.343744, ,           4.6,      8.801597, ,           4.6,       8.88622, ,           4.6,      8.902211, ,           4.6,      8.934793, ,           4.6,      8.973936, ,           4.6,       9.00281, ,           4.6,      9.017053, ,           4.6,      9.025173, ,           4.6,      5.929662, ,           4.6,      6.483247, ,           4.6,      7.033031, ,           4.6,      7.356829, ,           4.6,      7.490207, , 
          4.8,      8.009724, ,           4.8,      8.210889, ,           4.8,      8.538088, ,           4.8,      8.698151, ,           4.8,      4.951549, ,           4.8,      5.286966, ,           4.8,      8.757059, ,           4.8,      8.842152, ,           4.8,       8.85821, ,           4.8,      8.890859, ,           4.8,      8.929822, ,           4.8,      8.958451, ,           4.8,      8.972891, ,           4.8,      8.981403, ,           4.8,      5.854498, ,           4.8,       6.38296, ,           4.8,      6.898816, ,           4.8,      7.218922, ,           4.8,      7.358828, , 
            5,      7.896467, ,             5,       8.12037, ,             5,       8.48631, ,             5,      8.651144, ,             5,      4.901755, ,             5,      5.224125, ,             5,       8.71165, ,             5,      8.797309, ,             5,      8.813455, ,             5,      8.846179, ,             5,      8.884821, ,             5,      8.913251, ,             5,      8.927497, ,             5,      8.935888, ,             5,      5.764635, ,             5,      6.251032, ,             5,      6.707172, ,             5,      7.020804, ,             5,       7.17167, , 
          5.2,      7.778213, ,           5.2,      8.014068, ,           5.2,      8.432425, ,           5.2,      8.603106, ,           5.2,      4.853945, ,           5.2,      5.168585, ,           5.2,      8.665526, ,           5.2,      8.751749, ,           5.2,      8.768006, ,           5.2,      8.800871, ,           5.2,      8.839081, ,           5.2,      8.867188, ,           5.2,      8.881258, ,           5.2,      8.889539, ,           5.2,      5.694307, ,           5.2,      6.168908, ,           5.2,      6.614947, ,           5.2,      6.921042, ,           5.2,      7.069348, , 
          5.4,      7.648419, ,           5.4,      7.894193, ,           5.4,      8.375352, ,           5.4,      8.553524, ,           5.4,       4.80544, ,           5.4,      5.113138, ,           5.4,       8.61839, ,           5.4,      8.705229, ,           5.4,      8.721563, ,           5.4,      8.754512, ,           5.4,      8.792669, ,           5.4,      8.820306, ,           5.4,      8.833987, ,           5.4,      8.842171, ,           5.4,       5.62606, ,           5.4,      6.096268, ,           5.4,      6.545231, ,           5.4,      6.842372, ,           5.4,      6.983828, , 
          5.6,      7.513404, ,           5.6,      7.768115, ,           5.6,      8.314605, ,           5.6,      8.502393, ,           5.6,       4.75621, ,           5.6,      5.056629, ,           5.6,      8.570455, ,           5.6,      8.657963, ,           5.6,      8.674386, ,           5.6,      8.707396, ,           5.6,      8.745222, ,           5.6,      8.772761, ,           5.6,      8.786489, ,           5.6,      8.794504, ,           5.6,      5.556296, ,           5.6,      6.024057, ,           5.6,      6.479984, ,           5.6,      6.767713, ,           5.6,      6.901073, , 
          5.8,      7.388479, ,           5.8,      7.649277, ,           5.8,      8.247673, ,           5.8,      8.448852, ,           5.8,       4.70612, ,           5.8,      4.998722, ,           5.8,      8.521572, ,           5.8,      8.609867, ,           5.8,      8.626394, ,           5.8,      8.659474, ,           5.8,      8.696931, ,           5.8,      8.724216, ,           5.8,      8.737818, ,           5.8,      8.745832, ,           5.8,      5.484269, ,           5.8,      5.950567, ,           5.8,      6.415699, ,           5.8,      6.695736, ,           5.8,      6.822016, , 
            6,      7.229869, ,             6,       7.49822, ,             6,       8.17108, ,             6,      8.392033, ,             6,      4.654659, ,             6,      4.938715, ,             6,      8.471614, ,             6,      8.560809, ,             6,      8.577476, ,             6,      8.610687, ,             6,      8.647825, ,             6,      8.674808, ,             6,      8.688275, ,             6,      8.696211, ,             6,      5.408885, ,             6,      5.874486, ,             6,      6.351315, ,             6,      6.619026, ,             6,      6.734063, , 
, , , , , , , , , , , ,           6.2,      4.601375, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , ,           6.4,      4.546307, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 

