Alpha,T1-15.8 m/s-VLM2, , 
           -2,      6.024278, , 
         -1.8,      6.055277, , 
         -1.6,      6.083685, , 
         -1.4,      6.109641, , 
         -1.2,      6.133155, , 
           -1,      6.154349, , 
         -0.8,      6.173259, , 
         -0.6,      6.189973, , 
         -0.4,      6.204575, , 
         -0.2,      6.217097, , 
            0,      6.227627, , 
          0.2,      6.236258, , 
          0.4,      6.243053, , 
          0.6,      6.248083, , 
          0.8,      6.251422, , 
            1,      6.253128, , 
          1.2,      6.253274, , 
          1.4,      6.251925, , 
          1.6,      6.249159, , 
          1.8,      6.245023, , 
            2,      6.239568, , 
          2.2,      6.232872, , 
          2.4,      6.224997, , 
          2.6,      6.215991, , 
          2.8,      6.205907, , 
            3,      6.194806, , 
          3.2,      6.182691, , 
          3.4,      6.169608, , 
          3.6,      6.155624, , 
          3.8,      6.140808, , 
            4,      6.125203, , 
          4.2,      6.108864, , 
          4.4,      6.091739, , 
          4.6,      6.073824, , 
          4.8,      6.055229, , 
            5,      6.035987, , 
          5.2,      6.016126, , 
          5.4,      5.995645, , 
          5.6,      5.974584, , 
          5.8,      5.952939, , 
            6,      5.930705, , 
          6.2,      5.907922, , 
          6.4,       5.88466, , 
          6.6,      5.860949, , 
          6.8,      5.836815, , 
            7,      5.812285, , 
          7.2,      5.787353, , 
          7.4,      5.762105, , 
          7.6,      5.736537, , 
          7.8,      5.710684, , 
            8,      5.684587, , 

