Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,       2.19003, ,            -2,      2.161298, ,            -2,      2.155684, ,            -2,      2.489197, ,            -2,      2.292946, , 
         -1.8,      2.162225, ,          -1.8,      2.133192, ,          -1.8,      2.127527, ,          -1.8,       2.46241, ,          -1.8,      2.266295, , 
         -1.6,      2.136119, ,          -1.6,      2.106777, ,          -1.6,      2.101041, ,          -1.6,      2.437418, ,          -1.6,      2.241299, , 
         -1.4,      2.111589, ,          -1.4,      2.081928, ,          -1.4,      2.076138, ,          -1.4,      2.414143, ,          -1.4,      2.217862, , 
         -1.2,      2.088548, ,          -1.2,      2.058566, ,          -1.2,      2.052707, ,          -1.2,      2.392473, ,          -1.2,      2.195903, , 
           -1,      2.066895, ,            -1,      2.036592, ,            -1,      2.030656, ,            -1,      2.372355, ,            -1,      2.175343, , 
         -0.8,      2.046558, ,          -0.8,      2.015938, ,          -0.8,      2.009926, ,          -0.8,      2.353695, ,          -0.8,      2.156108, , 
         -0.6,       2.02745, ,          -0.6,      1.996511, ,          -0.6,      1.990426, ,          -0.6,       2.33642, ,          -0.6,      2.138125, , 
         -0.4,      2.009509, ,          -0.4,      1.978241, ,          -0.4,      1.972078, ,          -0.4,      2.320454, ,          -0.4,      2.121338, , 
         -0.2,      1.992667, ,          -0.2,      1.961066, ,          -0.2,      1.954817, ,          -0.2,      2.305758, ,          -0.2,      2.105693, , 
            0,      1.976864, ,             0,      1.944926, ,             0,      1.938594, ,             0,      2.292274, ,             0,      2.091139, , 
          0.2,      1.962039, ,           0.2,      1.929761, ,           0.2,      1.923347, ,           0.2,      2.279905, ,           0.2,      2.077605, , 
          0.4,      1.948149, ,           0.4,      1.915522, ,           0.4,      1.909037, ,           0.4,       2.26863, ,           0.4,      2.065049, , 
          0.6,      1.935131, ,           0.6,      1.902139, ,           0.6,      1.895584, ,           0.6,      2.258386, ,           0.6,      2.053448, , 
          0.8,      1.922961, ,           0.8,      1.889564, ,           0.8,      1.882934, ,           0.8,      2.249168, ,           0.8,      2.042775, , 
