Alpha,T1-15.8 m/s-VLM2, , 
           -2,      9.424874, , 
         -1.8,      9.377484, , 
         -1.6,      9.334469, , 
         -1.4,      9.295506, , 
         -1.2,      9.260486, , 
           -1,      9.229144, , 
         -0.8,      9.201359, , 
         -0.6,      9.176937, , 
         -0.4,      9.155705, , 
         -0.2,      9.137576, , 
            0,      9.122386, , 
          0.2,      9.109972, , 
          0.4,      9.100223, , 
          0.6,       9.09302, , 
          0.8,      9.088244, , 
            1,      9.085805, , 
          1.2,      9.085597, , 
          1.4,      9.087525, , 
          1.6,      9.091479, , 
          1.8,        9.0974, , 
            2,      9.105221, , 
          2.2,      9.114839, , 
          2.4,      9.126176, , 
          2.6,      9.139175, , 
          2.8,      9.153774, , 
            3,      9.169898, , 
          3.2,       9.18756, , 
          3.4,      9.206711, , 
          3.6,      9.227266, , 
          3.8,      9.249145, , 
            4,        9.2723, , 
          4.2,      9.296668, , 
          4.4,      9.322344, , 
          4.6,      9.349356, , 
          4.8,      9.377558, , 
            5,      9.406918, , 
          5.2,      9.437416, , 
          5.4,       9.46907, , 
          5.6,      9.501842, , 
          5.8,      9.535759, , 
            6,      9.570848, , 
          6.2,      9.607069, , 
          6.4,      9.644334, , 
          6.6,      9.682613, , 
          6.8,      9.721886, , 
            7,       9.76213, , 
          7.2,      9.803369, , 
          7.4,      9.845487, , 
          7.6,      9.888504, , 
          7.8,      9.932381, , 
            8,      9.977065, , 

