Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,       8.99405, ,            -1,      10.07915, ,            -1,      7.044637, , 
         -0.8,      9.872998, ,          -0.8,      11.04809, ,          -0.8,      7.753725, , 
         -0.6,      10.70613, ,          -0.6,      11.96329, ,          -0.6,      8.431246, , 
         -0.4,      11.46056, ,          -0.4,      12.71726, ,          -0.4,       9.07227, , 
         -0.2,      12.00949, ,          -0.2,      13.19857, ,          -0.2,      9.633462, , 
            0,      12.34273, ,             0,      13.52312, ,             0,      10.06627, , 
          0.2,       12.5538, ,           0.2,      13.66482, ,           0.2,      10.39739, , 
          0.4,      12.62156, ,           0.4,      13.66499, ,           0.4,      10.63641, , 
          0.6,      12.62698, ,           0.6,      13.45577, ,           0.6,      10.79084, , 
          0.8,      12.59938, ,           0.8,      13.40138, ,           0.8,       10.8726, , 
            1,      12.40318, ,             1,      13.32891, ,             1,      10.90591, , 
          1.2,      12.38793, ,           1.2,      13.13201, ,           1.2,      10.90642, , 
          1.4,      12.24641, ,           1.4,      12.93457, ,           1.4,      10.87601, , 
          1.6,      12.09339, ,           1.6,      12.73402, ,           1.6,       10.8195, , 
          1.8,      11.91895, ,           1.8,      12.52317, ,           1.8,      10.74114, , 
            2,      11.74066, ,             2,      12.27275, ,             2,      10.64534, , 
          2.2,      11.55657, ,           2.2,       12.0619, ,           2.2,      10.53382, , 
          2.4,        11.341, ,           2.4,      11.81085, ,           2.4,       10.4084, , 
          2.6,      11.12888, ,           2.6,      11.56174, ,           2.6,      10.27129, , 
          2.8,       10.9211, ,           2.8,      11.29684, ,           2.8,      10.12352, , 
            3,      10.69501, ,             3,       11.0407, ,             3,      9.965736, , 
          3.2,       10.4685, ,           3.2,      10.79097, ,           3.2,      9.800004, , 
          3.4,      10.23847, ,           3.4,      10.54189, ,           3.4,      9.627845, , 
          3.6,      10.01322, ,           3.6,      10.32915, ,           3.6,      9.450756, , 
          3.8,      9.790733, ,           3.8,      9.865929, ,           3.8,      9.269616, , 
            4,      9.564734, ,             4,       9.48143, ,             4,       9.08532, , 
          4.2,      9.337981, ,           4.2,      9.352605, ,           4.2,      8.898321, , 
          4.4,      9.115819, ,           4.4,      9.178731, ,           4.4,      8.709195, , 
          4.6,      8.900073, ,           4.6,      8.995947, ,           4.6,      8.517912, , 
          4.8,      8.681606, ,           4.8,      8.755947, ,           4.8,      8.324213, , 
            5,      8.467215, ,             5,      8.552526, ,             5,      8.128149, , 
          5.2,      8.256138, ,           5.2,      8.225915, ,           5.2,      7.929034, , 
          5.4,      8.014781, ,           5.4,      7.969372, ,           5.4,      7.725417, , 
          5.6,      7.766801, ,           5.6,      7.608939, ,           5.6,        7.5161, , 
          5.8,      7.549848, ,           5.8,       7.35583, ,           5.8,      7.298146, , 
            6,      7.325672, ,             6,      7.169384, , , , , 

