Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.6554281, , 
         -0.8,     0.6556009, , 
         -0.6,      0.655755, , 
         -0.4,     0.6558923, , 
         -0.2,     0.6560145, , 
            0,      0.656123, , 
          0.2,      0.656219, , 
          0.4,     0.6563039, , 
          0.6,     0.6563785, , 
          0.8,     0.6564439, , 
            1,     0.6565008, , 
          1.2,       0.65655, , 
          1.4,     0.6565922, , 
          1.6,      0.656628, , 
          1.8,     0.6566581, , 
            2,     0.6566828, , 
          2.2,     0.6567027, , 
          2.4,     0.6567182, , 
          2.6,     0.6567297, , 
          2.8,     0.6567375, , 
            3,     0.6567421, , 
          3.2,     0.6567437, , 
          3.4,     0.6567426, , 
          3.6,     0.6567391, , 
          3.8,     0.6567334, , 
            4,     0.6567257, , 
          4.2,     0.6567163, , 
          4.4,     0.6567054, , 
          4.6,     0.6566931, , 
          4.8,     0.6566797, , 
            5,     0.6566653, , 
          5.2,       0.65665, , 

