Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      4.181832, ,            -1,      3.968634, ,            -1,      4.757364, , 
         -0.8,      4.137342, ,          -0.8,       3.92615, ,          -0.8,      4.702879, , 
         -0.6,       4.10157, ,          -0.6,      3.893332, ,          -0.6,      4.656847, , 
         -0.4,       4.07403, ,          -0.4,      3.868625, ,          -0.4,      4.618302, , 
         -0.2,      4.053315, ,          -0.2,      3.850516, ,          -0.2,      4.586341, , 
            0,      4.038257, ,             0,      3.839476, ,             0,      4.560304, , 
          0.2,      4.028028, ,           0.2,      3.833494, ,           0.2,      4.539554, , 
          0.4,      4.022165, ,           0.4,      3.831513, ,           0.4,      4.523705, , 
          0.6,      4.020011, ,           0.6,      3.832711, ,           0.6,       4.51227, , 
          0.8,      4.021023, ,           0.8,      3.836715, ,           0.8,      4.504801, , 
            1,      4.025419, ,             1,      3.843874, ,             1,      4.500807, , 
          1.2,      4.032811, ,           1.2,      3.854048, ,           1.2,       4.50024, , 
          1.4,      4.043123, ,           1.4,      3.866951, ,           1.4,      4.502736, , 
          1.6,      4.056028, ,           1.6,       3.88247, ,           1.6,      4.508102, , 
          1.8,      4.071286, ,           1.8,      3.900055, ,           1.8,       4.51621, , 
            2,       4.08843, ,             2,      3.920015, ,             2,      4.526734, , 
          2.2,      4.107129, ,           2.2,      3.941661, ,           2.2,      4.539482, , 
          2.4,      4.127404, ,           2.4,        3.9647, ,           2.4,      4.554319, , 
          2.6,       4.14912, ,           2.6,      3.988633, ,           2.6,      4.571207, , 
          2.8,      4.172422, ,           2.8,      4.013892, ,           2.8,       4.58989, , 
            3,      4.197307, ,             3,      4.040331, ,             3,      4.610297, , 
          3.2,      4.223777, ,           3.2,      4.068109, ,           3.2,      4.632365, , 
          3.4,      4.251558, ,           3.4,      4.097085, ,           3.4,      4.655981, , 
          3.6,       4.28062, ,           3.6,      4.127751, ,           3.6,      4.681121, , 
          3.8,      4.310773, ,           3.8,       4.15942, ,           3.8,       4.70766, , 
            4,       4.34198, ,             4,      4.191992, ,             4,      4.735497, , 
          4.2,        4.3742, ,           4.2,      4.225555, ,           4.2,      4.764569, , 
          4.4,      4.407268, ,           4.4,      4.259929, ,           4.4,      4.794727, , 
          4.6,      4.441219, ,           4.6,      4.295178, ,           4.6,       4.82601, , 
          4.8,      4.475944, ,           4.8,      4.331154, ,           4.8,      4.858296, , 
            5,      4.511446, ,             5,      4.367771, ,             5,      4.891544, , 
          5.2,      4.547698, ,           5.2,      4.404975, ,           5.2,      4.925751, , 
          5.4,      4.584649, ,           5.4,      4.442686, ,           5.4,      4.960817, , 
          5.6,      4.622278, ,           5.6,      4.480962, ,           5.6,      4.996825, , 
          5.8,       4.66048, ,           5.8,      4.519782, ,           5.8,      5.033629, , 
            6,      4.699242, ,             6,      4.559168, ,             6,      5.071265, , 
          6.2,      4.738552, ,           6.2,      4.599064, ,           6.2,      5.109697, , 
          6.4,      4.778365, ,           6.4,      4.639377, ,           6.4,      5.148891, , 

