Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      13.67678, ,            -1,      14.41406, ,            -1,      12.01591, , 
         -0.8,      13.82437, ,          -0.8,      14.57053, ,          -0.8,      12.15576, , 
         -0.6,      13.94536, ,          -0.6,      14.69373, ,          -0.6,      12.27645, , 
         -0.4,      14.03995, ,          -0.4,      14.78786, ,          -0.4,      12.37936, , 
         -0.2,      14.11195, ,          -0.2,      14.85762, ,          -0.2,      12.46601, , 
            0,      14.16475, ,             0,      14.90047, ,             0,      12.53748, , 
          0.2,      14.20083, ,           0.2,      14.92379, ,           0.2,      12.59504, , 
          0.4,       14.2216, ,           0.4,      14.93153, ,           0.4,      12.63935, , 
          0.6,      14.22925, ,           0.6,      14.92685, ,           0.6,      12.67151, , 
          0.8,      14.22565, ,           0.8,      14.91122, ,           0.8,      12.69261, , 
            1,      14.21007, ,             1,      14.88337, ,             1,      12.70392, , 
          1.2,      14.18393, ,           1.2,      14.84396, ,           1.2,      12.70552, , 
          1.4,      14.14764, ,           1.4,      14.79428, ,           1.4,      12.69845, , 
          1.6,      14.10248, ,           1.6,      14.73497, ,           1.6,      12.68328, , 
          1.8,      14.04945, ,           1.8,      14.66832, ,           1.8,      12.66041, , 
            2,      13.99033, ,             2,       14.5934, ,             2,      12.63085, , 
          2.2,      13.92642, ,           2.2,      14.51301, ,           2.2,      12.59524, , 
          2.4,      13.85778, ,           2.4,      14.42841, ,           2.4,      12.55403, , 
          2.6,      13.78499, ,           2.6,      14.34155, ,           2.6,      12.50745, , 
          2.8,      13.70774, ,           2.8,      14.25101, ,           2.8,      12.45632, , 
            3,      13.62618, ,             3,      14.15745, ,             3,      12.40095, , 
          3.2,      13.54048, ,           3.2,      14.06045, ,           3.2,      12.34162, , 
          3.4,      13.45168, ,           3.4,      13.96068, ,           3.4,      12.27875, , 
          3.6,      13.36001, ,           3.6,      13.85661, ,           3.6,      12.21251, , 
          3.8,      13.26621, ,           3.8,      13.75074, ,           3.8,      12.14335, , 
            4,       13.1705, ,             4,      13.64351, ,             4,      12.07165, , 
          4.2,      13.07312, ,           4.2,      13.53476, ,           4.2,      11.99765, , 
          4.4,      12.97464, ,           4.4,      13.42514, ,           4.4,      11.92184, , 
          4.6,      12.87506, ,           4.6,      13.31456, ,           4.6,       11.8442, , 
          4.8,      12.77478, ,           4.8,      13.20355, ,           4.8,      11.76511, , 
            5,      12.67383, ,             5,      13.09243, ,             5,      11.68476, , 
          5.2,      12.57239, ,           5.2,      12.98142, ,           5.2,      11.60321, , 
          5.4,      12.47063, ,           5.4,       12.8708, ,           5.4,      11.52079, , 
          5.6,      12.36867, ,           5.6,      12.76041, ,           5.6,      11.43735, , 
          5.8,      12.26684, ,           5.8,      12.65036, ,           5.8,       11.3533, , 
            6,      12.16521, ,             6,      12.54062, ,             6,      11.26861, , 
          6.2,      12.06383, ,           6.2,      12.43137, ,           6.2,       11.1834, , 
          6.4,      11.96285, ,           6.4,      12.32288, ,           6.4,      11.09782, , 

