Alpha,T1-15.8 m/s-VLM2, , 
           -1,       1.30414, , 
         -0.8,      1.294544, , 
         -0.6,      1.285595, , 
         -0.4,      1.277295, , 
         -0.2,      1.269572, , 
            0,      1.262423, , 
          0.2,      1.255832, , 
          0.4,      1.249775, , 
          0.6,      1.244211, , 
          0.8,      1.239125, , 
            1,       1.23457, , 
          1.2,      1.230492, , 
          1.4,      1.226871, , 
          1.6,      1.223728, , 
          1.8,      1.221067, , 
            2,      1.218881, , 
          2.2,      1.217185, , 
          2.4,      1.215971, , 
          2.6,       1.21522, , 
          2.8,       1.21501, , 
            3,      1.215276, , 
          3.2,      1.216117, , 
          3.4,      1.217564, , 
          3.6,      1.219638, , 
          3.8,      1.222513, , 
            4,      1.226136, , 
          4.2,      1.230944, , 
          4.4,      1.237066, , 
          4.6,      1.244882, , 
          4.8,      1.254258, , 
            5,      1.264609, , 
          5.2,       1.27524, , 
          5.4,      1.286015, , 
          5.6,      1.297262, , 
          5.8,      1.309681, , 
            6,      1.322262, , 

