Alpha,T1-15.8 m/s-VLM2, , 
           -2,    0.02690175, , 
         -1.8,    0.04008067, , 
         -1.6,    0.05325932, , 
         -1.4,    0.06643728, , 
         -1.2,    0.07961415, , 
           -1,    0.09278952, , 
         -0.8,      0.105963, , 
         -0.6,     0.1191341, , 
         -0.4,     0.1323025, , 
         -0.2,     0.1454677, , 
            0,     0.1586294, , 
          0.2,      0.171787, , 
          0.4,     0.1849404, , 
          0.6,     0.1980889, , 
          0.8,     0.2112322, , 
            1,     0.2243699, , 
          1.2,     0.2375016, , 
          1.4,     0.2506268, , 
          1.6,     0.2637453, , 
          1.8,     0.2768564, , 
            2,       0.28996, , 
          2.2,     0.3030554, , 
          2.4,     0.3161424, , 
          2.6,     0.3292206, , 
          2.8,     0.3422894, , 
            3,     0.3553486, , 
          3.2,     0.3683977, , 
          3.4,     0.3814363, , 
          3.6,     0.3944641, , 
          3.8,     0.4074805, , 
            4,     0.4204853, , 
          4.2,      0.433478, , 
          4.4,     0.4464582, , 
          4.6,     0.4594256, , 
          4.8,     0.4723796, , 
            5,       0.48532, , 
          5.2,     0.4982463, , 
          5.4,     0.5111582, , 
          5.6,     0.5240552, , 
          5.8,      0.536937, , 
            6,     0.5498031, , 
          6.2,     0.5626533, , 
          6.4,      0.575487, , 
          6.6,     0.5883039, , 

