Alpha,T1-15.8 m/s-VLM2, , 
           -2,      5.316906, , 
         -1.8,      5.361338, , 
         -1.6,      5.403289, , 
         -1.4,      5.442809, , 
         -1.2,      5.479975, , 
           -1,      5.514801, , 
         -0.8,      5.547339, , 
         -0.6,       5.57763, , 
         -0.4,      5.605728, , 
         -0.2,      5.631697, , 
            0,      5.655596, , 
          0.2,      5.677453, , 
          0.4,      5.697331, , 
          0.6,       5.71528, , 
          0.8,        5.7314, , 
            1,      5.745757, , 
          1.2,      5.758402, , 
          1.4,      5.769342, , 
          1.6,      5.778698, , 
          1.8,      5.786526, , 
            2,      5.792851, , 
          2.2,      5.797777, , 
          2.4,      5.801337, , 
          2.6,      5.803593, , 
          2.8,      5.804616, , 
            3,      5.804409, , 
          3.2,      5.802979, , 
          3.4,      5.800336, , 
          3.6,      5.796602, , 
          3.8,      5.791881, , 
            4,      5.786205, , 
          4.2,      5.779589, , 
          4.4,      5.772011, , 
          4.6,      5.763367, , 
          4.8,      5.753604, , 
            5,      5.742951, , 
          5.2,      5.731433, , 
          5.4,      5.719089, , 
          5.6,      5.705929, , 
          5.8,      5.691927, , 
            6,      5.676964, , 
          6.2,      5.661125, , 
          6.4,      5.644421, , 
          6.6,      5.626883, , 
          6.8,      5.608464, , 
            7,       5.58934, , 
          7.2,      5.569634, , 
          7.4,      5.549438, , 
          7.6,      5.528822, , 
          7.8,      5.507746, , 
            8,       5.48634, , 

