Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      1.632599, ,            -2,      1.598163, ,            -2,      1.579031, ,            -2,      1.557892, ,            -2,      1.535263, ,            -2,      1.525507, ,            -2,      1.892212, ,            -2,      1.793287, ,            -2,      1.680073, , 
         -1.8,      1.601575, ,          -1.8,      1.566589, ,          -1.8,      1.546273, ,          -1.8,      1.522698, ,          -1.8,      1.499434, ,          -1.8,      1.489469, ,          -1.8,      1.861523, ,          -1.8,      1.763495, ,          -1.8,      1.649845, , 
         -1.6,      1.572592, ,          -1.6,      1.536919, ,          -1.6,       1.51543, ,          -1.6,      1.489644, ,          -1.6,      1.465863, ,          -1.6,      1.455758, ,          -1.6,      1.833108, ,          -1.6,      1.735933, ,          -1.6,      1.621716, , 
         -1.4,      1.545565, ,          -1.4,      1.509044, ,          -1.4,      1.485783, ,          -1.4,      1.458438, ,          -1.4,      1.434443, ,          -1.4,      1.424225, ,          -1.4,      1.807326, ,          -1.4,      1.710499, ,          -1.4,      1.595632, , 
         -1.2,      1.520372, ,          -1.2,        1.4829, ,          -1.2,      1.457628, ,          -1.2,      1.429176, ,          -1.2,      1.405064, ,          -1.2,      1.394764, ,          -1.2,      1.783102, ,          -1.2,      1.687013, ,          -1.2,      1.571415, , 
           -1,      1.496951, ,            -1,      1.458296, ,            -1,      1.430937, ,            -1,      1.401692, ,            -1,      1.377562, ,            -1,      1.367204, ,            -1,      1.761064, ,            -1,       1.66535, ,            -1,      1.548967, , 
         -0.8,      1.475213, ,          -0.8,      1.435245, ,          -0.8,      1.405721, ,          -0.8,      1.375894, ,          -0.8,      1.351732, ,          -0.8,      1.341356, ,          -0.8,      1.740878, ,          -0.8,      1.645436, ,          -0.8,      1.528207, , 
         -0.6,       1.45504, ,          -0.6,      1.413669, ,          -0.6,      1.381677, ,          -0.6,      1.351652, ,          -0.6,      1.327446, ,          -0.6,      1.317037, ,          -0.6,       1.72242, ,          -0.6,      1.627149, ,          -0.6,      1.509017, , 
         -0.4,      1.436412, ,          -0.4,      1.393518, ,          -0.4,      1.359231, ,          -0.4,      1.328887, ,          -0.4,      1.305036, ,          -0.4,      1.294954, ,          -0.4,       1.70568, ,          -0.4,       1.61045, ,          -0.4,      1.491316, , 
         -0.2,      1.419243, ,          -0.2,      1.374729, ,          -0.2,      1.338493, ,          -0.2,      1.308263, ,          -0.2,      1.284921, ,          -0.2,      1.275044, ,          -0.2,       1.69054, ,          -0.2,      1.595228, ,          -0.2,      1.475005, , 
            0,      1.403463, ,             0,      1.357449, ,             0,      1.319658, ,             0,      1.290636, ,             0,      1.268782, ,             0,      1.259944, ,             0,      1.676959, ,             0,      1.581418, ,             0,       1.46001, , 
          0.2,      1.389007, ,           0.2,       1.34174, ,           0.2,      1.303516, ,           0.2,      1.276317, ,           0.2,      1.256167, ,           0.2,      1.248039, ,           0.2,      1.664963, ,           0.2,       1.56902, ,           0.2,      1.446253, , 
          0.4,      1.375801, ,           0.4,      1.327512, ,           0.4,      1.289198, ,           0.4,      1.262599, ,           0.4,      1.242858, ,           0.4,      1.234941, ,           0.4,      1.654517, ,           0.4,       1.55796, ,           0.4,      1.433633, , 
