Alpha,T1-15.8 m/s-VLM2, , 
           -2,      4.946818, , 
         -1.8,      4.865067, , 
         -1.6,      4.787931, , 
         -1.4,      4.715107, , 
         -1.2,        4.6463, , 
           -1,      4.581291, , 
         -0.8,      4.519848, , 
         -0.6,      4.461765, , 
         -0.4,      4.406843, , 
         -0.2,      4.354891, , 
            0,      4.305738, , 
          0.2,      4.259245, , 
          0.4,      4.215259, , 
          0.6,      4.173649, , 
          0.8,      4.134254, , 
            1,      4.096951, , 
          1.2,      4.061632, , 
          1.4,      4.028227, , 
          1.6,      3.996596, , 
          1.8,      3.966646, , 
            2,      3.938313, , 
          2.2,      3.911485, , 
          2.4,      3.886099, , 
          2.6,      3.862079, , 
          2.8,      3.839347, , 
            3,      3.817871, , 
          3.2,       3.79762, , 
          3.4,      3.778565, , 
          3.6,      3.760602, , 
          3.8,      3.743646, , 
            4,      3.727658, , 
          4.2,      3.712614, , 
          4.4,      3.698513, , 
          4.6,      3.685408, , 
          4.8,      3.673321, , 
            5,      3.662096, , 
          5.2,      3.651706, , 
          5.4,      3.642119, , 
          5.6,      3.633323, , 
          5.8,      3.625325, , 
            6,      3.618198, , 
          6.2,      3.611883, , 
          6.4,      3.606369, , 
          6.6,      3.601634, , 
          6.8,      3.597709, , 
            7,      3.594477, , 
          7.2,      3.591861, , 
          7.4,        3.5898, , 
          7.6,      3.588247, , 
          7.8,       3.58723, , 
            8,      3.586662, , 

